Week no.,WK 18,,,3,4,5,8,,10,,12,,14,,16,,18,,20,20,35,36,37,,,,,,,,,,,,,Contribution Report,,,,,,,,CASES ORDERED,,,,,,,,,
50243954,22708,Asda,AS Chicken Bacon Caesar Triple Wrap x 8,Asda,P+3,Wrap,1700,1696,3500,4272,3500,3432,4000,3624,4000,4048,3200,2584,2500,2448,,,,20984,22104,26831,2763,1696,4272,3432,3624,4048,2584,2448,,2448,,,,,MISSING,MISSING,,8,212,534,429,453,506,323,306,2763,OK
50535476,23871,Asda,AS Chicken Bacon Caesar Wrap x 6,Asda,P+3,Wrap,1100,1158,2700,3342,2600,2640,3000,2964,3000,3006,2400,1770,1800,1884,,,,15792,16764,17924,2794,1158,3342,2640,2964,3006,1770,1884,,1884,,,,,MISSING,MISSING,,6,193,557,440,494,501,295,314,2794,OK
50422416,23355,Asda,AS Crunchy Tuna & Salad Sub Roll x 4,Asda,P+2,Alternative,800,776,2000,2184,1600,1288,1600,1484,1500,1420,900,700,800,924,,,,8640,8776,9613,2194,776,2184,1288,1484,1420,700,924,,924,,,,,MISSING,MISSING,,4,194,546,322,371,355,175,231,2194,OK
50422414,23356,Asda,AS Ham & Cheese Sub Roll x 4,Asda,P+2,Alternative,1000,752,2200,2472,1800,1528,1900,1684,1700,1792,1200,1024,1500,1096,,,,10876,10348,11775,2587,752,2472,1528,1684,1792,1024,1096,,1096,,,,,MISSING,MISSING,,4,188,618,382,421,448,256,274,2587,OK
50422415,23357,Asda,AS Chicken & Bacon Caesar Sub Roll x 4,Asda,P+2,Alternative,300,268,500,332,550,496,500,452,600,436,450,400,300,256,,,,2628,2640,4216,660,268,332,496,452,436,400,256,,256,,,,,MISSING,MISSING,,4,67,83,124,113,109,100,64,660,OK
Temp Delist,23358,Asda,AS Chicken Tikka Sub Roll x4,Asda,P+3,Alternative,300,244,700,552,650,600,600,472,600,568,600,440,500,364,,,,3296,3240,3766,810,244,552,600,472,568,440,364,,364,,,,,MISSING,MISSING,,4,61,138,150,118,142,110,91,810,OK
50422417,23359,Asda,AS Cheese Ploughmans Sub Roll x4,Asda,P+3,Alternative,250,160,400,308,450,384,300,336,500,352,400,288,300,256,,,,2128,2084,2936,521,160,308,384,336,352,288,256,,256,,,,,MISSING,MISSING,,4,40,77,96,84,88,72,64,521,OK
50535479,23870,Asda,AS Chicken Fajita Wrap x4,Asda,P+3,Wrap,400,408,900,816,1000,1096,1200,1184,1400,1004,1000,904,900,784,,,,5960,6196,6994,1033,408,816,1096,1184,1004,904,784,,784,,,,,MISSING,MISSING,,6,68,136,183,197,167,151,131,1033,OK
Temp Delist,23362,Asda,AS Pulled Pork Sub Roll x4,Asda,P+3,Alternative,160,108,400,248,350,272,300,228,300,228,300,288,250,164,,,,1536,1536,1877,384,108,248,272,228,228,288,164,,164,,,,,MISSING,MISSING,,4,27,62,68,57,57,72,41,384,OK
50302720,22678,Asda,AS Loaded Tomato &Basil Chicken Salad,Asda,P+4,Alternative,600,476,1400,1280,1200,1056,1500,1352,1400,1320,1400,952,720,796,,,,7220,7232,8436,1808,476,1280,1056,1352,1320,952,796,,796,,,,,MISSING,MISSING,,4,119,320,264,338,330,238,199,1808,OK
50302723,22681,Asda,AS Loaded Chicken & Bacon Salad,Asda,P+4,Alternative,800,612,2400,2388,1500,1168,1800,1900,1800,1520,1600,1120,950,928,,,,9580,9636,10085,2409,612,2388,1168,1900,1520,1120,928,,928,,,,,MISSING,MISSING,,4,153,597,292,475,380,280,232,2409,OK
SEPT,23753,Asda Café,ASC Cheese Savoury Stack x4,Asda,P+4,Alternative,400,308,400,408,400,372,300,260,400,400,320,356,400,380,,,,2352,2484,1624,621,308,408,372,260,400,356,380,,380,,,,,MISSING,MISSING,,4,77,102,93,65,100,89,95,621,OK
SEPT,23754,Asda Café,"ASC Chicken, Stuffing & Bacon Stack x4",Asda,P+4,Alternative,360,340,420,396,400,352,300,240,420,388,350,384,420,420,,,,2292,2520,1624,630,340,396,352,240,388,384,420,,420,,,,,MISSING,MISSING,,4,85,99,88,60,97,96,105,630,OK
SEPT,23755,Asda Café,"ASC Ham, Cheese & Pickle Stack x4",Asda,P+4,Alternative,360,316,440,384,400,384,300,256,420,408,350,324,400,360,,,,2388,2432,1625,608,316,384,384,256,408,324,360,,360,,,,,MISSING,MISSING,,4,79,96,96,64,102,81,90,608,OK
Temp Delist,23756,Asda Café,ASC Chicken & Bacon Caesar Wrap x4,Asda,P+4,Alternative,230,144,300,184,250,244,200,120,250,224,220,196,250,216,,,,1304,1328,1391,332,144,184,244,120,224,196,216,,216,,,,,MISSING,MISSING,,4,36,46,61,30,56,49,54,332,OK
SEPT,23757,Asda Café,ASC Ham & Cheese Toastie x2,Asda,P+7,Alternative,500,404,550,430,500,492,400,330,550,482,500,482,500,520,,,,3100,3140,4183,1570,404,430,492,330,482,482,520,,520,,,,,MISSING,MISSING,,2,202,215,246,165,241,241,260,1570,OK
SEPT,23758,Asda Café,ASC Cheese & Tomato Toastie x2,Asda,P+7,Alternative,400,344,420,334,400,388,350,266,450,412,360,378,420,432,,,,2546,2554,4183,1277,344,334,388,266,412,378,432,,432,,,,,MISSING,MISSING,,2,172,167,194,133,206,189,216,1277,OK
SEPT,23759,Asda Café,ASC BLT Stack x4,Asda,P+4,Alternative,400,364,400,320,400,392,300,256,380,380,360,304,350,392,,,,2256,2408,1881,602,364,320,392,256,380,304,392,,392,,,,,MISSING,MISSING,,4,91,80,98,64,95,76,98,602,OK
SEPT,23760,Asda Café,ASC ADB Topped Toastie x2,Asda,P+7,Alternative,230,158,250,184,220,194,200,138,250,220,200,190,220,212,,,,1352,1296,2273,648,158,184,194,138,220,190,212,,212,,,,,MISSING,MISSING,,2,79,92,97,69,110,95,106,648,OK
NOV,23761,Asda Café,ASC Tuna Melt Panini x2,Asda,P+7,Alternative,350,336,410,394,420,388,300,278,420,444,380,400,420,434,,,,2520,2674,1896,1337,336,394,388,278,444,400,434,,434,,,,,MISSING,MISSING,,2,168,197,194,139,222,200,217,1337,OK
NOV,23762,Asda Café,ASC Mozzarella & Pesto Panini x2,Asda,P+7,Alternative,300,308,400,340,350,340,300,246,400,394,330,372,380,344,,,,2268,2344,3285,1172,308,340,340,246,394,372,344,,344,,,,,MISSING,MISSING,,2,154,170,170,123,197,186,172,1172,OK
NOV,23763,Asda Café,ASC Chicken & Chorizo Panini x2,Asda,P+7,Alternative,360,344,400,364,400,402,300,286,440,420,350,398,350,396,,,,2466,2610,2292,1305,344,364,402,286,420,398,396,,396,,,,,MISSING,MISSING,,2,172,182,201,143,210,199,198,1305,OK
NOV,23764,Asda Café,ASC Cheese & Ham Panini x2,Asda,P+7,Alternative,450,424,500,476,500,504,400,350,520,512,500,492,500,522,,,,3138,3280,3290,1640,424,476,504,350,512,492,522,,522,,,,,MISSING,MISSING,,2,212,238,252,175,256,246,261,1640,OK
50535474,23868,Asda,AS Chicken & Stuffing Skillet x 6,Asda,P+3,Skillet,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,6,0,0,0,0,0,0,0,0,OK
delist 13/08,23638,Asda,AS Ham Hock & Cheddar Wrap,Asda,P+3,Wrap,,,,,,,,,,,,,,,,,,0,0,#N/A,0,0,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,6,0,0,0,0,0,0,0,0,OK
delist 07/08,23606,Asda,AS Wrap Platter,Asda,P+3,Alternative,,,,,,,,,,,,,,,,,,0,0,#N/A,0,0,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,6,0,0,0,0,0,0,0,0,OK
,M11393,Asda,AS TOASTIES (CHEESE & MUSTARD),Asda,,,,404,,430,,492,,330,,482,,482,,520,,,,,,,,,,,,,,,,,,,,,MISSING,MISSING,,,,,,,,,,,
,M11394,Asda,AS TOASTIES (BEANS & CHEESE),Asda,,,,158,,184,,194,,138,,220,,190,,212,,,,,,,,,,,,,,,,,,,,,MISSING,MISSING,,,,,,,,,,,
,M11395,Asda,AS TOASTIES ( CHEESE & TOAMATO),Asda,,,,344,,334,,388,,266,,412,,378,,432,,,,,,,,,,,,,,,,,,,,,MISSING,MISSING,,,,,,,,,,,
,,,,,,,,10%,,18%,,15%,,17%,,16%,,12%,,11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BP,,Totals ASDA,,,,17600,16180,27940,29360,26450,24490,28600,26892,27820,26068,22430,19588,19090,18186,0,0,0,156116,160500,178440,37441,13176,30566,24888,25646,27244,19584,19396,0,19396,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Test,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLD EAT,21459,BP,BP Southern Fried  Chicken Wrap x4,BP,P+3,Wrap,28,24,202,168,129,136,121,108,123,124,129,104,181,160,,,,840,824,951,206,,192,136,108,124,104,160,,0,,,,,,,,4,6,42,34,27,31,26,40,206,OK
COLD EAT,21460,BP,BP Chicken & Stuffing Skillet x4,BP,P+3,Skillet,20,28,233,192,148,168,140,128,144,156,175,124,215,200,,,,1004,996,1143,249,,220,168,128,156,124,200,,0,,,,,,,,4,7,48,42,32,39,31,50,249,OK
COLD EAT,21461,BP,BP Egg Mayo Skillet x4,BP,P+3,Skillet,32,32,253,216,156,156,154,140,162,152,179,120,222,208,,,,1028,1024,1161,256,,248,156,140,152,120,208,,0,,,,,,,,4,8,54,39,35,38,30,52,256,OK
COLD EAT,21462,BP,BP Cheese Ploughmans Skillet x4,BP,P+3,Skillet,24,28,236,200,158,152,140,144,162,156,171,112,220,200,,,,1000,992,1091,248,,228,152,144,156,112,200,,0,,,,,,,,4,7,50,38,36,39,28,50,248,OK
COLD EAT,21463,BP,BP Cheese & Onion Skillet x4,BP,P+3,Skillet,32,32,246,212,160,168,146,132,162,152,181,132,235,208,,,,1048,1036,1183,259,,244,168,132,152,132,208,,0,,,,,,,,4,8,53,42,33,38,33,52,259,OK
COLD EAT,21465,BP,BP Prawn Mayo Skillet x4,BP,P+3,Skillet,16,20,203,172,121,128,107,88,136,132,133,92,185,160,,,,828,792,894,198,,192,128,88,132,92,160,,0,,,,,,,,4,5,43,32,22,33,23,40,198,OK
COLD EAT,21466,BP,BP Tuna Sweetcorn Skillet x4,BP,P+3,Skillet,24,28,244,208,154,160,140,144,168,156,171,120,226,188,,,,1036,1004,1139,251,,236,160,144,156,120,188,,0,,,,,,,,4,7,52,40,36,39,30,47,251,OK
COLD EAT,21467,BP,BP Chicken Salad Skillet x4,BP,P+3,Skillet,32,32,243,208,160,164,148,152,160,156,182,124,231,192,,,,1084,1028,1157,257,,240,164,152,156,124,192,,0,,,,,,,,4,8,52,41,38,39,31,48,257,OK
COLD EAT,21468,BP,BP Chicken & Bacon Skillet x4,BP,P+3,Skillet,32,36,274,236,177,192,183,156,177,184,184,144,243,232,,,,1148,1180,1270,295,,272,192,156,184,144,232,,0,,,,,,,,4,9,59,48,39,46,36,58,295,OK
COLD EAT,21471,BP,BP BLT Skillet x4,BP,P+3,Skillet,24,32,259,220,164,164,164,164,171,172,184,144,243,208,,,,1116,1104,1183,276,,252,164,164,172,144,208,,0,,,,,,,,4,8,55,41,41,43,36,52,276,OK
COLD EAT,21732,BP,BP Ham & Cheese Skillet x4,BP,P+3,Skillet,36,36,254,224,170,168,160,148,177,168,182,136,235,220,,,,1104,1100,1204,275,,260,168,148,168,136,220,,0,,,,,,,,4,9,56,42,37,42,34,55,275,OK
COLD EAT,21733,BP,BP Chicken Caesar Wrap x4,BP,P+3,Wrap,24,28,200,172,119,140,132,112,123,132,140,104,183,168,,,,868,856,927,214,,200,140,112,132,104,168,,0,,,,,,,,4,7,43,35,28,33,26,42,214,OK
HOT EAT,21746,BP,BP All Day Breakfast Baguette x4,BP,P+6,Alternative,,,2390,1980,1718,1648,1545,1600,1710,1048,2035,1564,2379,2684,,,,10872,10524,10252,2631,,1980,1648,1600,1048,1564,2684,,0,,,,,,,,4,0,495,412,400,262,391,671,2631,OK
HOT EAT,21758,BP,BP Sausage Bap x4,BP,P+7,Alternative,,,2325,2160,1892,1784,1572,1456,1856,1828,2112,1688,2392,2712,,,,11032,11628,12079,2907,,2160,1784,1456,1828,1688,2712,,0,,,,,,,,4,0,540,446,364,457,422,678,2907,OK
HOT EAT,21761,BP,BP Bacon Bap x4,BP,P+7,Alternative,,,2513,2140,1918,1800,1623,1440,1897,1636,2107,1788,2415,2732,,,,11044,11536,12736,2884,,2140,1800,1440,1636,1788,2732,,0,,,,,,,,4,0,535,450,360,409,447,683,2884,OK
HOT EAT,21762,BP,BP Bacon Baguette x4,BP,P+7,Alternative,,,1681,1460,1244,1160,1063,1200,1238,600,1434,800,1646,1724,,,,7260,6944,8268,1736,,1460,1160,1200,600,800,1724,,0,,,,,,,,4,0,365,290,300,150,200,431,1736,OK
HOT EAT,21767,BP,BP Ham & Cheese Toastie x4,BP,P+7,Alternative,,,1154,1148,978,1048,824,936,888,960,1025,932,1147,1352,,,,6072,6376,4370,1594,,1148,1048,936,960,932,1352,,0,,,,,,,,4,0,287,262,234,240,233,338,1594,OK
COLD EAT,22796,BP,BP Breakfast Triple Skillet x4,BP,P+3,Alternative,44,44,289,248,181,216,185,192,191,208,201,152,253,208,,,,1260,1268,1486,317,,292,216,192,208,152,208,,0,,,,,MISSING,MISSING,,4,11,62,54,48,52,38,52,317,OK
HOT EAT,22799,BP,BP Ultimate Three Cheese Toastie x4,BP,P+7,Alternative,,,1451,1260,1001,936,917,1000,946,612,1114,844,1393,1412,,,,6052,6064,5650,1516,,1260,936,1000,612,844,1412,,0,,,,,MISSING,MISSING,,4,0,315,234,250,153,211,353,1516,OK
HOT EAT,23364,BP,BP Steak & Onion Baguette,BP,P+7,Alternative,,,1088,900,626,592,595,796,606,200,656,400,867,996,,,,3672,3884,4423,971,,900,592,796,200,400,996,,0,,,,,MISSING,MISSING,,4,0,225,148,199,50,100,249,971,OK
HOT EAT,23840,BP,BP Classic Cheese & Ham Barmarked Toastie x4,BP,P+7,Alternative,,,1279,960,717,696,649,800,721,200,891,480,1136,860,,,,4504,3996,5662,999,,960,696,800,200,480,860,,0,,,,,MISSING,MISSING,,4,0,240,174,200,50,120,215,999,OK
HOT EAT,23842,BP,BP Italian Style Meatball and Mozzarella Wrap x4,BP,P+7,Alternative,,,715,612,379,348,350,496,356,200,405,240,547,440,,,,2348,2336,2433,584,,612,348,496,200,240,440,,0,,,,,MISSING,MISSING,,4,0,153,87,124,50,60,110,584,OK
HOT EAT,23843,BP,BP Chicken & Chorizo Toastie x4,BP,P+7,Alternative,,,923,932,628,596,628,820,573,200,575,608,810,980,,,,4116,4136,4481,1034,,932,596,820,200,608,980,,0,,,,,MISSING,MISSING,,4,0,233,149,205,50,152,245,1034,OK
HOT EAT,23841,BP,BP Hunters Chicken & Bacon Baguette,BP,P+7,Alternative,,,803,840,616,584,573,656,618,200,706,540,894,940,,,,3880,3760,2845,940,,840,584,656,200,540,940,,0,,,,,MISSING,MISSING,,4,0,210,146,164,50,135,235,940,OK
SAL/HOT HOLD,23693,BP,BP Sour Cream (I5036) 1KG Tubs,BP,,Alternative,,,2,1,2,,2,,2,1,2,0,2,1,,,,3,3,4,2,,1,0,0,1,0,1,,0,,,,,MISSING,MISSING,,2,0,1,0,0,1,0,1,2,OK
SAL/HOT HOLD,23699,BP,"BP Cucumber, mooned and half slices (M4841) 1KG Tubs",BP,,Alternative,,,2,1,2,,2,1,2,,2,1,2,1,,,,6,4,5,1,,1,0,1,0,1,1,,0,,,,,MISSING,MISSING,,5,0,0,0,0,0,0,0,1,OK
SAL/HOT HOLD,23700,BP,BP Sliced Jalapenos (I5523) 1KG Tubs,BP,,Alternative,,,2,1,2,1,2,1,2,1,2,1,2,1,,,,6,6,5,2,,1,1,1,1,1,1,,0,,,,,MISSING,MISSING,,4,0,0,0,0,0,0,0,2,OK
SAL/HOT HOLD,23701,BP,BP Cocktail Vine Tomatoes (I7201) 1KG Tubs,BP,,Alternative,,,2,1,2,1,2,1,2,1,2,1,2,1,,,,6,6,7,3,,1,1,1,1,1,1,,0,,,,,MISSING,MISSING,,2,0,1,1,1,1,1,1,3,OK
SAL/HOT HOLD,23694,BP,BP Chargrilled Red & Yellow Peppers with Red Onions (I5585) 5KG,BP,,Alternative,,,1,,1,,1,,1,,1,0,1,,,,,0,0,0,0,,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK
SAL/HOT HOLD,23695,BP,BP 50/50 Coleslaw Mix (I2552) 5KG,BP,,Alternative,,,1,1,1,,1,1,1,,1,1,1,,,,,4,3,5,1,,1,0,1,0,1,0,,0,,,MISSING,MISSING,MISSING,MISSING,,5,0,0,0,0,0,0,0,1,OK
SAL/HOT HOLD,23696,BP,BP Fresh Rocket Leaf (i2245) 1KG,BP,,Alternative,,,1,1,1,,1,,1,1,1,0,1,,,,,3,2,5,1,,1,0,0,1,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,4,0,0,0,0,0,0,0,1,OK
SAL/HOT HOLD,23697,BP,BP Fresh Coriander bunch unprepped (I7630),BP,,Alternative,,,1,,1,,1,,1,,1,0,1,,,,,0,0,3,0,,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,2,0,0,0,0,0,0,0,0,OK
SAL/HOT HOLD,23698,BP,BP Mixed Green Leaf (Apollo and Endive) (I5084) 1KG,BP,,Alternative,,,1,1,1,,1,1,1,,1,1,1,,,,,4,3,5,1,,1,0,1,0,1,0,,0,,,MISSING,MISSING,MISSING,MISSING,,4,0,0,0,0,0,0,0,1,OK
,BPT,,BP TOASTIES TO BAKE,,,12x4,,,stock,3340,stock,1984,stock,1936,stock,1572,stock,1776,stock,2764,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M9240,,BP TOASTIES TO BAKE (CHEESE TOPPED),,,,,,0,1148,0,1048,0,936,0,960,0,932,0,1352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M10196,,BP TOASTIES TO BAKE (THREE CHEESES TOPPED),,,,,,0,1260,0,936,0,1000,0,612,0,844,0,1412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M11412,,BP TOASTIES TO BAKE (CHIPOTLE TOPPED),,,,,,0,932,0,596,0,820,0,200,0,608,0,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,hot eats total,,,,,0,,12268,,8750,,7900,,9040,,9300,,13550,,,,,,,,,6908,5792,5032,5024,5208,8520,,,,,,,,,,,,,,,,,,,
,COOP,,Totals BP,,,,368,17475,19465,17072,13725,13306,12266,13011,13473,9735,15281,11495,18507,19388,0,0,0,84248,84415,88027,21106,0,17475,13306,13013,9736,11497,19388,0,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.000,,0.180,,0.190,,0.140,,0.130,,0.160,,0.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.000,,0.000,,0.000,,0.000,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19463,Co-op,Co-op Ham & Cheese Skillet,Co-op,P+4,Skillet,,,11000,11988,11500,11607,11500,9884,9500,9023,10000,8431,12000,10588,,,,60642,61521,57915,61521,0,11988,11607,9884,9023,8431,10588,,10588,,,,,MISSING,MISSING,,1,0,11988,11607,9884,9023,8431,10588,61521,OK
TEMP delist 17/06,19488,Co-op,Co-op Chicken & Bacon Caesar Wrap,Co-op,P+3,wrap,,,8000,8736,8500,8364,8000,7141,6500,6612,7000,6774,8000,7892,,,,44048,45519,41670,45519,0,8736,8364,7141,6612,6774,7892,,7892,,,,,,MISSING,,1,0,8736,8364,7141,6612,6774,7892,45519,OK
,19489,Co-op,Co-op Aromatic Duck Wrap,Co-op,P+3,wrap,,,4500,4355,3600,3116,3000,2402,3000,3061,3500,3187,2000,1653,,,,17397,17774,16532,17774,0,4355,3116,2402,3061,3187,1653,,1653,,,,,,MISSING,,1,0,4355,3116,2402,3061,3187,1653,17774,OK
TEMP delist 08/07,19490,Co-op,Co-op Southern Fried Chicken Wrap,Co-op,P+3,wrap,,,7000,6917,7200,6957,5200,4454,5500,5526,6000,6294,7000,5474,,,,35686,35622,35609,35622,0,6917,6957,4454,5526,6294,5474,,5474,,,,,MISSING,MISSING,,1,0,6917,6957,4454,5526,6294,5474,35622,OK
,19491,Co-op,Co-op Falafel Wrap,Co-op,P+4,wrap,,,3500,3390,3000,2877,2500,1715,2600,2599,3000,2817,3000,2176,,,,15774,15574,12995,15574,0,3390,2877,1715,2599,2817,2176,,2176,,,,,MISSING,MISSING,,1,0,3390,2877,1715,2599,2817,2176,15574,OK
,19495,Co-op,Co-op GL Mexican Chipotle Bean Wrap,Co-op,P+3,wrap,,,3500,3537,2600,2228,2500,1585,2500,2526,3000,2150,2000,1081,,,,13000,13107,13056,13107,0,3537,2228,1585,2526,2150,1081,,1081,,,,,,MISSING,,1,0,3537,2228,1585,2526,2150,1081,13107,OK
,20130,Co-op,Co-op Ham & Mustard Skillet,Co-op,P+4,Skillet,,,3200,3504,3500,3331,3500,2741,2500,2615,3000,2575,3100,2830,,,,17520,17596,15751,17596,0,3504,3331,2741,2615,2575,2830,,2830,,,,,MISSING,MISSING,,1,0,3504,3331,2741,2615,2575,2830,17596,OK
Temp Delist,20453,Co-op,Co-op Low Fat Ham Salad Skillet,Co-op,P+3,Skillet,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,1,0,0,0,0,0,0,0,0,OK
,22844,Co-op,CO-OP All Day Breakfast Hot Wrap,Co-op,P+2,Alternative,,,2000,2076,2000,1730,2000,1426,2000,2075,2000,1763,2000,1597,,,,10447,10667,10596,10667,0,2076,1730,1426,2075,1763,1597,,1597,,,,,MISSING,MISSING,,1,0,2076,1730,1426,2075,1763,1597,10667,OK
,22845,Co-op,CO-OP Chicken Fajita Hot Wap,Co-op,P+2,Alternative,,,1200,1232,1100,992,1000,789,1000,1119,1100,909,1000,864,,,,5698,5905,6363,5905,0,1232,992,789,1119,909,864,,864,,,,,MISSING,MISSING,,1,0,1232,992,789,1119,909,864,5905,OK
,22846,Co-op,CO-OP Ham & Cheese Toastie,Co-op,P+2,Alternative,,,1200,1181,1200,1047,1000,920,1200,1177,1200,1170,1100,1078,,,,6394,6573,5628,6573,0,1181,1047,920,1177,1170,1078,,1078,,,,,MISSING,MISSING,,1,0,1181,1047,920,1177,1170,1078,6573,OK
,23806,Co-op,CO-OP Mexican Hot Wrap,Co-op,P+2,Alternative,,,500,536,400,251,400,227,400,472,500,291,500,219,,,,1968,1996,1682,1996,0,536,251,227,472,291,219,,219,,,,,MISSING,MISSING,,1,0,536,251,227,472,291,219,1996,OK
,17102,Co-op,Co-op Ham & Cheese Skillet x4,Co-op,P+4,Skillet,,,400,284,450,368,350,364,400,324,400,280,400,376,,,,2096,1996,2133,499,0,284,368,364,324,280,376,,376,,,MISSING,MISSING,MISSING,MISSING,,4,0,71,92,91,81,70,94,499,OK
TEMP delist 08/07,17104,Co-op,Co-op Southern Fried Chicken Wrap x4,Co-op,P+3,wrap,,,200,152,300,140,200,164,200,188,200,164,200,196,,,,1068,1004,1432,251,0,152,140,164,188,164,196,,196,,,,,MISSING,MISSING,,4,0,38,35,41,47,41,49,251,OK
TEMP delist 17/06,17105,Co-op,Co-op Chicken & Bacon Caesar Wrap x4,Co-op,P+3,wrap,,,300,276,350,308,300,300,300,296,300,284,300,364,,,,1888,1828,1612,457,0,276,308,300,296,284,364,,364,,,,,MISSING,MISSING,,4,0,69,77,75,74,71,91,457,OK
,19743,Co-op,Co-op Falafel Wrap x 4,Co-op,P+3,wrap,,,150,72,150,80,100,84,100,88,100,80,100,72,,,,492,476,445,119,0,72,80,84,88,80,72,,72,,,,,MISSING,MISSING,,4,0,18,20,21,22,20,18,119,OK
,19746,Co-op,Co-op GL Mexican Chipotle Bean Wrap x 4,Co-op,P+3,wrap,,,150,152,150,144,100,72,100,84,100,100,60,40,,,,560,592,450,148,0,152,144,72,84,100,40,,40,,,,,MISSING,MISSING,,4,0,38,36,18,21,25,10,148,OK
,19783,Co-op,Co-op Aromatic Duck Wrap x4,Co-op,P+3,wrap,,,200,188,200,212,120,128,120,124,200,112,80,64,100,100,100,732,828,717,207,0,188,212,128,124,112,64,,64,,,,,MISSING,MISSING,,4,0,47,53,32,31,28,16,207,OK
,20161,Co-op,Co-op Ham & Mustard Skillet x4,Co-op,P+4,Skillet,,,200,136,200,160,130,124,120,132,100,100,150,136,,,,748,788,834,197,0,136,160,124,132,100,136,,136,,,MISSING,MISSING,MISSING,MISSING,,4,0,34,40,31,33,25,34,197,OK
