Week no.,WK 07,,,3,4,5,8,,10,,12,,14,,16,,18,,20,20,35,36,37,,,,,,,,,,,,,Contribution Report,,,,,,,,CASES ORDERED,,,,,,,,,,,
,22846,Co-op,CO-OP Ham & Cheese Toastie,Co-op,P+2,Alternative,,,1200,1036,1100,1111,800,679,950,961,1050,1025,900,1044,,,,5505,5856,5036,5856,0,1036,1111,679,961,1025,1044,,1044,,,,,MISSING,MISSING,,1,0,1036,1111,679,961,1025,1044,5856,OK,,22846
,24395,Co-op,COOP GU Ham & Cheese Toastie,Co-op,P+4,Alternative,,,15,10,15,1,15,5,15,13,15,5,15,,,,,35,34,94,34,0,10,1,5,13,5,0,,0,,,,,MISSING,MISSING,,1,0,10,1,5,13,5,0,34,OK,,#N/A
,24396,Co-op,COOP GU Cheese Toastie,Co-op,P+4,Alternative,,,15,3,15,0,15,1,15,2,15,3,15,,,,,8,9,51,9,0,3,0,1,2,3,0,,0,,,,,MISSING,MISSING,,1,0,3,0,1,2,3,0,9,OK,,#N/A
,24397,Co-op,COOP GU Tuna Melt Panini,Co-op,P+4,Alternative,,,15,6,15,0,15,4,15,2,15,5,15,1,,,,17,18,22,18,0,6,0,4,2,5,1,,1,,,,,MISSING,MISSING,,1,0,6,0,4,2,5,1,18,OK,,#N/A
,24398,Co-op,COOP GU Chicken & Red Pepper Panini,Co-op,P+4,Alternative,,,15,6,15,2,15,3,15,4,15,5,15,4,,,,20,24,29,24,0,6,2,3,4,5,4,,4,,,,,MISSING,MISSING,,1,0,6,2,3,4,5,4,24,OK,,#N/A
,24399,Co-op,COOP GU All Day Breakfast Panini,Co-op,P+4,Alternative,,,15,2,15,0,15,2,15,2,15,2,15,1,,,,10,9,11,9,0,2,0,2,2,2,1,,1,,,,,MISSING,MISSING,,1,0,2,0,2,2,2,1,9,OK,,#N/A
,24735,Co-op,CO-OP Four Cheese Toastie,Co-op,P+2,Alternative,,,1200,844,900,790,800,442,800,1163,800,797,800,676,,,,4756,4712,4180,4712,0,844,790,442,1163,797,676,,676,,,,,MISSING,MISSING,,1,0,844,790,442,1163,797,676,4712,OK,,#N/A
,17104,Co-op,Co-op Southern Fried Chicken Wrap x4,Co-op,P+3,wrap,,,200,216,300,228,180,160,160,144,200,192,250,216,,,,1068,1156,1240,289,0,216,228,160,144,192,216,,216,,,,,MISSING,MISSING,,4,0,54,57,40,36,48,54,289,OK,,17104
,17105,Co-op,Co-op Chicken & Bacon Caesar Wrap x4,Co-op,P+3,wrap,,,300,356,300,308,300,272,280,240,220,216,300,384,,,,1628,1776,1851,444,0,356,308,272,240,216,384,,384,,,,,MISSING,MISSING,,4,0,89,77,68,60,54,96,444,OK,,17105
,19743,Co-op,Co-op Falafel Wrap x 4,Co-op,P+3,wrap,,,180,120,100,136,100,84,90,92,120,88,100,148,,,,644,668,793,167,0,120,136,84,92,88,148,,148,,,,,MISSING,MISSING,,4,0,30,34,21,23,22,37,167,OK,,19743
,19746,Co-op,Co-op GL Mexican Chipotle Bean Wrap x 4,Co-op,P+3,wrap,,,180,140,160,136,100,144,120,152,140,76,160,152,,,,796,800,934,200,0,140,136,144,152,76,152,,152,,,,,MISSING,MISSING,,4,0,35,34,36,38,19,38,200,OK,,19746
,19783,Co-op,Co-op Aromatic Duck Wrap x4,Co-op,P+3,wrap,,,180,184,160,148,150,156,140,172,180,132,180,160,100,100,100,908,952,1077,238,0,184,148,156,172,132,160,,160,,,,,MISSING,MISSING,,4,0,46,37,39,43,33,40,238,OK,,19783
,20161,Co-op,Co-op Ham & Mustard Skillet x4,Co-op,P+4,Skillet,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK,,20161
,M10325,,COOP TOASTIES TO BAKE (TWO CHEESE &MUSTARD),,,,,,0,1236,0,1211,0,679,0,961,0,1025,0,1044,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,M12017,,COOP TOASTIES TO BAKE (TWO CHEESE) NEW,,,,,,0,844,0,790,0,442,0,1163,0,797,0,676,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
1233475,24815,Co-op,Co-op DF Fajita Beef Chilli Salad,Co-op,P+6,Alternative,,,60,22,28,22,60,44,28,22,28,22,28,22,,,,176,154,176,154,0,22,22,44,22,22,22,,22,,,,,MISSING,MISSING,,1,0,22,22,44,22,22,22,154,OK,,#N/A
6682405,24816,Co-op,Co-op DF Korean BBQ Beef Salad,Co-op,P+6,Alternative,,,60,22,28,22,60,44,28,22,28,22,28,22,,,,176,154,177,154,0,22,22,44,22,22,22,,22,,,,,MISSING,MISSING,,1,0,22,22,44,22,22,22,154,OK,,#N/A
4449460,24817,Co-op,Co-op DF Chana Masala Chicken Salad,Co-op,P+6,Alternative,,,60,22,28,22,60,44,28,22,28,22,28,22,,,,176,154,177,154,0,22,22,44,22,22,22,,22,,,,,MISSING,MISSING,,1,0,22,22,44,22,22,22,154,OK,,#N/A
