Week no.,WK 06,,,3,4,5,8,,10,,12,,14,,16,,18,,20,20,35,36,37,,,,,,,,,,,,,Contribution Report,,,,,,,,CASES ORDERED,,,,,,,,,,,
50243954,22708,Asda,AS Chicken Bacon Caesar Triple Wrap x 8,Asda,P+3,Wrap,4500,3464,5000,3664,5000,4032,5000,4944,5000,4832,4000,3456,4600,2584,,,,29272,26976,30000,3372,3464,3664,4032,4944,4832,3456,2584,,2584,,,,,MISSING,MISSING,,8,433,458,504,618,604,432,323,3372,OK,,22708
50422416,23355,Asda,AS Crunchy Tuna & Salad Sub Roll x 4,Asda,P+3,Alternative,700,320,700,400,700,596,600,512,800,564,800,516,600,424,,,,3868,3332,3889,833,320,400,596,512,564,516,424,,424,,,,,MISSING,MISSING,,4,80,100,149,128,141,129,106,833,OK,,23355
50422414,23356,Asda,AS Ham & Cheese Sub Roll x 4,Asda,P+3,Alternative,900,572,900,464,900,788,900,796,800,580,800,820,800,484,,,,5096,4504,5414,1126,572,464,788,796,580,820,484,,484,,,,,MISSING,MISSING,,4,143,116,197,199,145,205,121,1126,OK,,23356
50422415,23357,Asda,AS Chicken & Bacon Caesar Sub Roll x 4,Asda,P+3,Alternative,,0,,0,,0,,,,,,,,0,,,,2684,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK,,23357
50535479,23870,Asda,AS Chicken Fajita Wrap x4,Asda,P+3,Wrap,700,384,1200,696,1000,464,900,676,1000,644,1000,592,800,472,,,,5500,3928,4875,982,384,696,464,676,644,592,472,,472,,,,,MISSING,MISSING,,4,96,174,116,169,161,148,118,982,OK,,23870
50535476,23871,Asda,AS Chicken Bacon Caesar Wrap x 6,Asda,P+3,Wrap,2500,2556,3200,2496,3200,2604,3200,3672,3000,3216,2500,2628,2500,1884,,,,18516,19056,18400,3176,2556,2496,2604,3672,3216,2628,1884,,1884,,,,,MISSING,MISSING,,6,426,416,434,612,536,438,314,3176,OK,,23871
50779457,24806,Asda Café,ASC NEW Tuna Melt Panini x4,Asda,P+7,Alternative,400,332,500,364,450,384,300,352,400,364,450,324,450,244,,,,2624,2364,2523,591,332,364,384,352,364,324,244,,244,,,,,MISSING,MISSING,,4,83,91,96,88,91,81,61,591,OK,,#N/A
50779458,24807,Asda Café,ASC NEW Chicken & Chorizo Panini x4,Asda,P+7,Alternative,400,244,400,344,400,384,350,208,350,332,400,304,400,280,,,,2272,2096,2313,524,244,344,384,208,332,304,280,,280,,,,,MISSING,MISSING,,4,61,86,96,52,83,76,70,524,OK,,#N/A
50779459,24808,Asda Café,ASC NEW Cheese & Ham Panini x4,Asda,P+7,Alternative,600,476,600,492,540,556,500,400,400,472,550,476,500,396,,,,3404,3268,3575,817,476,492,556,400,472,476,396,,396,,,,,MISSING,MISSING,,4,119,123,139,100,118,119,99,817,OK,,#N/A
50779460,24809,Asda Café,ASC NEW Cheese & Tomato Toastie x4,Asda,P+7,Alternative,600,384,600,512,450,568,360,380,450,460,600,436,500,436,,,,3184,3176,3207,794,384,512,568,380,460,436,436,,436,,,,,MISSING,MISSING,,4,96,128,142,95,115,109,109,794,OK,,#N/A
50779461,24810,Asda Café,ASC NEW Ham & Cheese Toastie x4,Asda,P+7,Alternative,700,540,700,604,600,604,480,488,600,552,600,624,600,428,,,,4084,3840,3943,960,540,604,604,488,552,624,428,,428,,,,,MISSING,MISSING,,4,135,151,151,122,138,156,107,960,OK,,#N/A
50779462,24811,Asda Café,ASC NEW ADB Topped Toastie x4,Asda,P+7,Alternative,600,412,600,488,450,476,420,388,500,468,500,500,500,440,,,,3192,3172,3207,793,412,488,476,388,468,500,440,,440,,,,,MISSING,MISSING,,4,103,122,119,97,117,125,110,793,OK,,#N/A
50779463,24812,Asda Café,ASC NEW Chicken Fajita Hot Wrap x4,Asda,P+7,Alternative,300,180,350,140,200,220,200,140,200,160,200,128,250,144,,,,1264,1112,1280,278,180,140,220,140,160,128,144,,144,,,,,MISSING,MISSING,,4,45,35,55,35,40,32,36,278,OK,,#N/A
50779464,24813,Asda Café,ASC NEW Meatball Hot Wrap x4,Asda,P+7,Alternative,300,104,300,176,200,124,200,160,200,136,200,128,250,100,,,,1048,928,1050,232,104,176,124,160,136,128,100,,100,,,,,MISSING,MISSING,,4,26,44,31,40,34,32,25,232,OK,,#N/A
50773032,24821,Asda Café,ASC XMAS CHEESEBOARD TOASTIE x4,Asda,P+7,Alternative,,,1000,928,450,928,450,1332,500,956,550,1160,550,16,,,,0,5320,2633,1330,0,928,928,1332,956,1160,16,,16,,,,,MISSING,MISSING,,4,0,232,232,333,239,290,4,1330,OK,,#N/A
50773033,24958,Asda Café,ASC XMAS BRIE & CRANBERRY PANINI x4,Asda,P+7,Alternative,,,1000,928,450,928,450,,500,,550,196,550,332,,,,#N/A,2384,#N/A,596,0,928,928,0,0,196,332,,332,,,,,MISSING,MISSING,,4,0,232,232,0,0,49,83,596,OK,,#N/A
,M11393,Asda,AS TOASTIES (CHEESE & MUSTARD),Asda,,,,540,,604,,604,,488,,552,,624,,428,,,,,,,,,,,,,,,,,,,,,MISSING,MISSING,,,,,,,,,,,,,
,M11394,Asda,AS TOASTIES (BEANS & CHEESE),Asda,,,,412,,488,,476,,388,,468,,500,,440,,,,,,,,,,,,,,,,,,,,,MISSING,MISSING,,,,,,,,,,,,,
,M11395,Asda,AS TOASTIES ( CHEESE & TOAMATO),Asda,,,,384,,512,,568,,380,,460,,436,,436,,,,,,,,,,,,,,,,,,,,,MISSING,MISSING,,,,,,,,,,,,,
,M11934,Asda,AS TOASTIES ( XMAS - CHEESE &BECHAMEL),Asda,,,,0,,928,,928,,1332,,956,,1160,,16,,,,,,,,,,,,,,,,,,,,,MISSING,MISSING,,,,,,,,,,,,,
,,,,,,,,14%,,15%,,15%,,18%,,17%,,13%,,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BP,,Totals ASDA,,,,20950,18540,22290,19968,21710,19580,21700,23388,22200,22468,19650,17636,19900,13468,0,0,0,133800,132884,132309,23734,16236,19772,20904,23336,22092,19096,13832,0,13500,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Test,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLD EAT,21459,BP,BP Southern Fried  Chicken Wrap x4,BP,P+3,Wrap,132,116,143,116,70,72,120,120,93,80,124,112,95,84,,,,748,700,747,175,116,116,72,120,80,112,84,,84,,,,,,,,4,29,29,18,30,20,28,21,175,OK,,21459
COLD EAT,21460,BP,BP Chicken & Stuffing Skillet x4,BP,P+3,Skillet,167,164,168,156,101,104,132,144,113,112,164,156,109,104,,,,888,940,957,235,164,156,104,144,112,156,104,,104,,,,,,,,4,41,39,26,36,28,39,26,235,OK,,21460
COLD EAT,21461,BP,BP Egg Mayo Skillet x4,BP,P+3,Skillet,172,156,167,164,105,100,152,160,126,112,168,132,123,92,,,,904,916,951,229,156,164,100,160,112,132,92,,92,,,,,,,,4,39,41,25,40,28,33,23,229,OK,,21461
COLD EAT,21462,BP,BP Cheese Ploughmans Skillet x4,BP,P+3,Skillet,172,152,176,160,92,100,152,148,118,124,168,140,122,96,,,,880,920,973,230,152,160,100,148,124,140,96,,96,,,,,,,,4,38,40,25,37,31,35,24,230,OK,,21462
COLD EAT,21463,BP,BP Cheese & Onion Skillet x4,BP,P+3,Skillet,189,180,177,164,107,108,152,168,123,124,180,148,126,104,,,,952,996,1020,249,180,164,108,168,124,148,104,,104,,,,,,,,4,45,41,27,42,31,37,26,249,OK,,21463
COLD EAT,21465,BP,BP Prawn Mayo Skillet x4,BP,P+3,Skillet,133,120,138,136,77,68,128,120,85,84,124,100,98,84,,,,720,712,757,178,120,136,68,120,84,100,84,,84,,,,,,,,4,30,34,17,30,21,25,21,178,OK,,21465
COLD EAT,21466,BP,BP Tuna Sweetcorn Skillet x4,BP,P+3,Skillet,172,168,172,160,105,100,148,148,119,108,164,128,116,96,,,,920,908,940,227,168,160,100,148,108,128,96,,96,,,,,,,,4,42,40,25,37,27,32,24,227,OK,,21466
COLD EAT,21467,BP,BP Chicken Salad Skillet x4,BP,P+3,Skillet,185,164,183,168,100,112,124,156,129,120,176,140,133,108,,,,980,968,1007,242,164,168,112,156,120,140,108,,108,,,,,,,,4,41,42,28,39,30,35,27,242,OK,,21467
COLD EAT,21468,BP,BP Chicken & Bacon Skillet x4,BP,P+3,Skillet,208,200,214,192,118,124,164,176,140,132,184,160,144,120,,,,1112,1104,1143,276,200,192,124,176,132,160,120,,120,,,,,,,,4,50,48,31,44,33,40,30,276,OK,,21468
COLD EAT,21471,BP,BP BLT Skillet x4,BP,P+3,Skillet,185,172,181,168,108,112,168,160,126,116,156,148,138,112,,,,1000,988,1037,247,172,168,112,160,116,148,112,,112,,,,,,,,4,43,42,28,40,29,37,28,247,OK,,21471
COLD EAT,21732,BP,BP Ham & Cheese Skillet x4,BP,P+3,Skillet,198,176,201,160,109,128,176,176,138,136,180,160,146,116,,,,1052,1052,1089,263,176,160,128,176,136,160,116,,116,,,,,,,,4,44,40,32,44,34,40,29,263,OK,,21732
COLD EAT,21733,BP,BP Chicken Caesar Wrap x4,BP,P+3,Wrap,139,128,149,132,88,96,132,116,108,96,144,116,113,92,,,,828,776,816,194,128,132,96,116,96,116,92,,92,,,,,,,,4,32,33,24,29,24,29,23,194,OK,,21733
HOT EAT,21767,BP,BP Ham & Cheese Toastie x4,BP,P+7,Alternative,983,1092,1098,984,900,840,980,1032,900,876,920,984,1100,1148,,,,6632,6956,6514,1739,1092,984,840,1032,876,984,1148,,1148,,,,,,,,4,273,246,210,258,219,246,287,1739,OK,,21767
COLD EAT,22796,BP,BP Breakfast Triple Skillet x4,BP,P+3,Alternative,237,228,252,216,140,164,208,220,165,172,212,192,168,152,,,,1320,1344,1296,336,228,216,164,220,172,192,152,,152,,,,,MISSING,MISSING,,4,57,54,41,55,43,48,38,336,OK,,22796
HOT EAT,22799,BP,BP Ultimate Three Cheese Toastie x4,BP,P+7,Alternative,901,924,988,848,820,816,848,796,800,816,820,860,1000,956,,,,5960,6016,5734,1504,924,848,816,796,816,860,956,,956,,,,,MISSING,MISSING,,4,231,212,204,199,204,215,239,1504,OK,,22799
HOT EAT,23840,BP,BP Classic Cheese & Ham Barmarked Toastie x4,BP,P+7,Alternative,675,720,791,752,700,600,688,744,650,588,684,740,750,784,,,,5140,4928,4758,1232,720,752,600,744,588,740,784,,784,,,,,MISSING,MISSING,,4,180,188,150,186,147,185,196,1232,OK,,23840
HOT EAT,23842,BP,BP Italian Style Meatball and Mozzarella Wrap x4,BP,P+7,Alternative,430,464,432,376,400,360,376,396,400,360,428,372,400,472,,,,2748,2800,2664,700,464,376,360,396,360,372,472,,472,,,,,MISSING,MISSING,,4,116,94,90,99,90,93,118,700,OK,,23842
HOT EAT,24187,BP,"BP Sausage, Bacon & Cheese Wrap x4",BP,P+7,Alternative,1000,1084,973,924,788,824,896,952,800,904,860,912,900,1080,,,,6672,6680,5831,1670,1084,924,824,952,904,912,1080,,1080,,,,,MISSING,MISSING,,4,271,231,206,238,226,228,270,1670,OK,,#N/A
HOT EAT,24190,BP,BP Tuna Melt Panini x4,BP,P+7,Alternative,600,572,557,496,516,532,512,484,500,572,496,500,600,584,,,,3728,3740,3531,935,572,496,532,484,572,500,584,,584,,,,,MISSING,MISSING,,4,143,124,133,121,143,125,146,935,OK,,#N/A
HOT EAT,24192,BP,BP Bacon Bap x4,BP,P+7,Alternative,2200,2056,2400,1868,1900,1752,1900,1936,1800,1768,2060,1964,2300,2284,,,,13700,13628,13278,3407,2056,1868,1752,1936,1768,1964,2284,,2284,,,,,MISSING,MISSING,,4,514,467,438,484,442,491,571,3407,OK,,24192
HOT EAT,24193,BP,BP Sausage Bap x4,BP,P+7,Alternative,2100,1968,2300,1808,1800,1548,1900,1804,1800,1736,1980,1904,2300,2128,,,,13528,12896,12917,3224,1968,1808,1548,1804,1736,1904,2128,,2128,,,,,MISSING,MISSING,,4,492,452,387,451,434,476,532,3224,OK,,#N/A
HOT EAT,24734,BP,BP Signature Hot Dog,BP,P+6,Alternative,500,400,700,584,600,504,500,456,600,548,600,560,600,628,,,,3868,3680,4156,920,400,584,504,456,548,560,628,,628,,,,,MISSING,MISSING,,4,100,146,126,114,137,140,157,920,OK,,#N/A
HOT EAT,24778,BP,BP Mozzarella & Tomato Panini,BP,P+7,Alternative,500,508,600,528,600,464,500,436,500,520,600,528,600,616,,,,3536,3600,3711,900,508,528,464,436,520,528,616,,616,,,,,MISSING,MISSING,,4,127,132,116,109,130,132,154,900,OK,,#N/A
HOT EAT,24779,BP,BP Pepperoni & Mozzarella Panini,BP,P+7,Alternative,600,576,700,632,600,524,500,544,600,564,600,564,650,668,,,,4032,4072,4114,1018,576,632,524,544,564,564,668,,668,,,,,MISSING,MISSING,,4,144,158,131,136,141,141,167,1018,OK,,#N/A
HOT EAT,24780,BP,BP All Day Breakfast Bap,BP,P+6,Alternative,1800,1652,1800,1496,1500,1300,1600,1492,1500,1424,1600,1484,1900,1792,,,,10820,10640,10379,2660,1652,1496,1300,1492,1424,1484,1792,,1792,,,,,MISSING,MISSING,,4,413,374,325,373,356,371,448,2660,OK,,#N/A
26-Oct,24837,BP,BP Turkey Toastie,BP,P+7,Alternative,1500,1400,,0,1000,1000,1000,400,1000,304,1000,424,1000,572,,,,0,4100,5043,1025,1400,0,1000,400,304,424,572,,572,,,,,MISSING,MISSING,,4,350,0,250,100,76,106,143,1025,OK,,#N/A
SAL/HOT HOLD,23699,BP,"BP Cucumber, mooned and half slices (M4449) 1KG Tubs",BP,,Alternative,2,2,2,3,2,1,2,2,2,,2,2,2,2,,,,12,12,12,2,2,3,1,2,0,2,2,,2,,,,,MISSING,MISSING,,5,0,1,0,0,0,0,0,2,OK,,#N/A
SAL/HOT HOLD,23700,BP,BP Sliced Jalapenos (I5523) 1KG Tubs,BP,,Alternative,2,1,2,2,2,1,2,2,2,,2,2,2,1,,,,10,9,10,2,1,2,1,2,0,2,1,,1,,,,,MISSING,MISSING,,4,0,1,0,1,0,1,0,2,OK,,#N/A
SAL/HOT HOLD,23701,BP,BP Cocktail Vine Tomatoes (I7201) 1KG Tubs,BP,,Alternative,2,2,2,3,2,1,2,2,2,,2,2,2,1,,,,11,11,11,6,2,3,1,2,0,2,1,,1,,,,,MISSING,MISSING,,2,1,2,1,1,0,1,1,6,OK,,#N/A
SAL/HOT HOLD,23695,BP,BP 50/50 Coleslaw Mix (I2552) 5KG,BP,,Alternative,2,1,2,2,2,,2,1,2,1,2,1,2,1,,,,7,7,7,1,1,2,0,1,1,1,1,,1,,,MISSING,MISSING,MISSING,MISSING,,5,0,0,0,0,0,0,0,1,OK,,#N/A
SAL/HOT HOLD,23698,BP,BP Mixed Green Leaf (Apollo and Endive) (I5084) 1KG,BP,,Alternative,2,1,2,3,2,,2,1,2,1,2,1,2,1,,,,6,8,9,2,1,3,0,1,1,1,1,,1,,,MISSING,MISSING,MISSING,MISSING,,4,0,1,0,0,0,0,0,2,OK,,#N/A
HOT EAT,23843,BP,BP Chicken & Chorizo Toastie x4,BP,P+7,Alternative,,,,,,,,,,,,,,,,,,1748,0,4081,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK,,23843
,BPT,,BP TOASTIES TO BAKE,,,12x4,stock,2016,stock,1832,stock,1656,stock,1828,stock,1692,stock,1844,stock,2104,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M9240,,BP TOASTIES TO BAKE (CHEESE TOPPED),,,,0,1092,0,984,0,840,0,1032,0,876,0,984,0,1148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M10196,,BP TOASTIES TO BAKE (THREE CHEESES TOPPED),,,,0,924,0,848,0,816,0,796,0,816,0,860,0,956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M11412,,BP TOASTIES TO BAKE (CHIPOTLE TOPPED),,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M11412,,BP TOASTIES TO BAKE (CHIPOTLE TOPPED),,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M12079,,BP TOASTIES TO BAKE (PORK STUFFING TOPPED),,,,0,1400,0,0,0,1000,0,400,0,304,0,424,0,572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,hot eats total,,,,,0,,12268,,8750,,7900,,9040,,9300,,13550,,,,,,,,,984,840,1032,876,984,1148,,,,,,,,,,,,,,,,,,,,,
,COOP,,Totals BP,,,,16082,15545,15665,13396,13450,12455,14162,13490,13441,12496,14798,13634,15737,15076,0,0,0,94462,96107,99493,24029,15547,13401,12455,13492,12498,13636,15078,0,15078,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.000,,0.180,,0.190,,0.140,,0.130,,0.160,,0.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.000,,0.000,,0.000,,0.000,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19488,Co-op,Co-op Chicken & Bacon Caesar Wrap,Co-op,P+3,wrap,,,6472,6472,7500,6345,7200,6743,6000,5620,6000,5650,8000,8282,,,,39319,39112,44254,39112,0,6472,6345,6743,5620,5650,8282,,8282,,,,,,MISSING,,1,0,6472,6345,6743,5620,5650,8282,39112,OK,,19488
,19489,Co-op,Co-op Aromatic Duck Wrap,Co-op,P+3,wrap,,,3645,3645,3600,3297,2800,2461,3000,2760,3100,3033,3800,3320,,,,18752,18516,20731,18516,0,3645,3297,2461,2760,3033,3320,,3320,,,,,,MISSING,,1,0,3645,3297,2461,2760,3033,3320,18516,OK,,19489
,19490,Co-op,Co-op Southern Fried Chicken Wrap,Co-op,P+3,wrap,,,6228,6228,6500,5816,5000,4580,4700,4175,5200,5330,7000,6275,,,,32468,32404,36927,32404,0,6228,5816,4580,4175,5330,6275,,6275,,,,,MISSING,MISSING,,1,0,6228,5816,4580,4175,5330,6275,32404,OK,,19490
,19491,Co-op,Co-op Falafel Wrap,Co-op,P+4,wrap,,,3500,2895,3000,2716,2200,2016,2600,2165,2700,2463,3000,2749,,,,15377,15004,15904,15004,0,2895,2716,2016,2165,2463,2749,,2749,,,,,MISSING,MISSING,,1,0,2895,2716,2016,2165,2463,2749,15004,OK,,19491
,19495,Co-op,Co-op GL Mexican Chipotle Bean Wrap,Co-op,P+3,wrap,,,333,2525,2450,2367,1900,1742,2500,2243,2400,2129,2400,2122,,,,13733,13128,13673,13128,0,2525,2367,1742,2243,2129,2122,,2122,,,,,,MISSING,,1,0,2525,2367,1742,2243,2129,2122,13128,OK,,19495
,20130,Co-op,Co-op Ham & Mustard Skillet,Co-op,P+4,Skillet,,,,,,,,,,,,,,,,,,21426,0,19441,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,1,0,0,0,0,0,0,0,0,OK,,20130
,22341,Co-op,CO-OP HAM & CHEESE PANINI,Co-op,P+3,Alternative,,,1900,1166,1400,1301,1000,787,1100,1030,1200,1103,1200,1113,,,,6669,6500,6299,6500,0,1166,1301,787,1030,1103,1113,,1113,,,,,,,,1,0,1166,1301,787,1030,1103,1113,6500,OK,,#N/A
,22844,Co-op,CO-OP All Day Breakfast Hot Wrap,Co-op,P+2,Alternative,,,2250,1817,2000,1945,1100,1184,1800,1486,1800,1864,1900,1889,,,,10136,10185,9843,10185,0,1817,1945,1184,1486,1864,1889,,1889,,,,,MISSING,MISSING,,1,0,1817,1945,1184,1486,1864,1889,10185,OK,,22844
,22845,Co-op,CO-OP Chicken Fajita Hot Wap,Co-op,P+2,Alternative,,,1400,895,1000,916,800,583,1100,932,950,919,900,796,,,,5247,5041,5047,5041,0,895,916,583,932,919,796,,796,,,,,MISSING,MISSING,,1,0,895,916,583,932,919,796,5041,OK,,22845
,22846,Co-op,CO-OP Ham & Cheese Toastie,Co-op,P+2,Alternative,,,1300,968,1000,1045,800,662,1050,848,1050,953,1100,1029,,,,5468,5505,5001,5505,0,968,1045,662,848,953,1029,,1029,,,,,MISSING,MISSING,,1,0,968,1045,662,848,953,1029,5505,OK,,22846
,24395,Co-op,COOP GU Ham & Cheese Toastie,Co-op,P+4,Alternative,,,15,10,15,2,15,5,15,11,15,3,15,4,,,,52,35,97,35,0,10,2,5,11,3,4,,4,,,,,MISSING,MISSING,,1,0,10,2,5,11,3,4,35,OK,,#N/A
,24396,Co-op,COOP GU Cheese Toastie,Co-op,P+4,Alternative,,,15,2,15,0,15,1,15,1,15,2,15,2,,,,34,8,53,8,0,2,0,1,1,2,2,,2,,,,,MISSING,MISSING,,1,0,2,0,1,1,2,2,8,OK,,#N/A
,24397,Co-op,COOP GU Tuna Melt Panini,Co-op,P+4,Alternative,,,15,3,15,0,15,6,15,2,15,3,15,3,,,,51,17,21,17,0,3,0,6,2,3,3,,3,,,,,MISSING,MISSING,,1,0,3,0,6,2,3,3,17,OK,,#N/A
,24398,Co-op,COOP GU Chicken & Red Pepper Panini,Co-op,P+4,Alternative,,,15,4,15,1,15,4,15,5,15,3,15,3,,,,49,20,27,20,0,4,1,4,5,3,3,,3,,,,,MISSING,MISSING,,1,0,4,1,4,5,3,3,20,OK,,#N/A
,24399,Co-op,COOP GU All Day Breakfast Panini,Co-op,P+4,Alternative,,,15,1,15,0,15,3,15,2,15,2,15,2,,,,19,10,9,10,0,1,0,3,2,2,2,,2,,,,,MISSING,MISSING,,1,0,1,0,3,2,2,2,10,OK,,#N/A
,24735,Co-op,CO-OP Four Cheese Toastie,Co-op,P+2,Alternative,,,1500,963,1200,711,800,492,1200,1075,1200,681,1300,834,,,,5373,4756,4253,4756,0,963,711,492,1075,681,834,,834,,,,,MISSING,MISSING,,1,0,963,711,492,1075,681,834,4756,OK,,#N/A
,17104,Co-op,Co-op Southern Fried Chicken Wrap x4,Co-op,P+3,wrap,,,280,176,300,248,200,128,300,120,220,180,220,216,,,,1224,1068,1233,267,0,176,248,128,120,180,216,,216,,,,,MISSING,MISSING,,4,0,44,62,32,30,45,54,267,OK,,17104
,17105,Co-op,Co-op Chicken & Bacon Caesar Wrap x4,Co-op,P+3,wrap,,,410,304,450,264,420,268,380,228,330,208,400,356,,,,1864,1628,1838,407,0,304,264,268,228,208,356,,356,,,,,MISSING,MISSING,,4,0,76,66,67,57,52,89,407,OK,,17105
,19743,Co-op,Co-op Falafel Wrap x 4,Co-op,P+3,wrap,,,200,164,150,88,150,80,130,68,120,124,120,120,,,,692,644,688,161,0,164,88,80,68,124,120,,120,,,,,MISSING,MISSING,,4,0,41,22,20,17,31,30,161,OK,,19743
,19746,Co-op,Co-op GL Mexican Chipotle Bean Wrap x 4,Co-op,P+3,wrap,,,250,168,150,152,150,100,200,108,140,128,120,140,,,,904,796,909,199,0,168,152,100,108,128,140,,140,,,,,MISSING,MISSING,,4,0,42,38,25,27,32,35,199,OK,,19746
,19783,Co-op,Co-op Aromatic Duck Wrap x4,Co-op,P+3,wrap,,,300,172,250,160,200,132,280,116,180,144,200,184,100,100,100,1016,908,1070,227,0,172,160,132,116,144,184,,184,,,,,MISSING,MISSING,,4,0,43,40,33,29,36,46,227,OK,,19783
,20161,Co-op,Co-op Ham & Mustard Skillet x4,Co-op,P+4,Skillet,,,,,,,,,,,,,,,,,,868,0,750,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK,,20161
,M10325,,COOP TOASTIES TO BAKE (TWO CHEESE &MUSTARD),,,,,,0,1168,0,1145,0,662,0,848,0,953,0,1029,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,M12017,,COOP TOASTIES TO BAKE (TWO CHEESE) NEW,,,,,,0,963,0,711,0,492,0,1075,0,681,0,834,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
1233475,24815,Co-op,Co-op DF Fajita Beef Chilli Salad,Co-op,P+6,Alternative,,,60,44,28,22,60,44,28,22,28,22,28,22,,,,264,176,177,176,0,44,22,44,22,22,22,,22,,,,,MISSING,MISSING,,1,0,44,22,44,22,22,22,176,OK,,#N/A
6682405,24816,Co-op,Co-op DF Korean BBQ Beef Salad,Co-op,P+6,Alternative,,,60,44,28,22,60,44,28,22,28,22,28,22,,,,264,176,177,176,0,44,22,44,22,22,22,,22,,,,,MISSING,MISSING,,1,0,44,22,44,22,22,22,176,OK,,#N/A
