Week no.,WK 21,,,3,4,5,8,,10,,12,,14,,16,,18,,20,20,35,36,37,,,,,,,,,,,,,Contribution Report,,,,,,,,CASES ORDERED,,,,,,,,,
,23759,Asda Café,ASC BLT Stack x4,Asda,P+4,Alternative,350,340,400,304,400,300,300,212,380,372,320,332,350,368,,,,2296,2228,2275,557,340,304,300,212,372,332,368,,368,,,,,MISSING,MISSING,,4,85,76,75,53,93,83,92,557,OK
,23760,Asda Café,ASC ADB Topped Toastie x2,Asda,P+7,Alternative,200,202,250,202,220,210,160,138,220,192,200,222,220,248,,,,1404,1414,1350,707,202,202,210,138,192,222,248,,248,,,,,MISSING,MISSING,,2,101,101,105,69,96,111,124,707,OK
,23761,Asda Café,ASC Tuna Melt Panini x2,Asda,P+7,Alternative,400,426,500,448,460,452,320,314,450,466,430,478,450,562,,,,3030,3146,2850,1573,426,448,452,314,466,478,562,,562,,,,,MISSING,MISSING,,2,213,224,226,157,233,239,281,1573,OK
,23762,Asda Café,ASC Mozzarella & Pesto Panini x2,Asda,P+7,Alternative,350,372,500,354,400,376,250,258,400,384,380,400,380,406,,,,2556,2550,2450,1275,372,354,376,258,384,400,406,,406,,,,,MISSING,MISSING,,2,186,177,188,129,192,200,203,1275,OK
,23763,Asda Café,ASC Chicken & Chorizo Panini x2,Asda,P+7,Alternative,420,438,450,396,420,400,300,286,440,444,400,452,420,472,,,,2800,2888,2725,1444,438,396,400,286,444,452,472,,472,,,,,MISSING,MISSING,,2,219,198,200,143,222,226,236,1444,OK
,23764,Asda Café,ASC Cheese & Ham Panini x2,Asda,P+7,Alternative,550,528,550,524,550,514,400,360,520,544,500,560,550,638,,,,3596,3668,3400,1834,528,524,514,360,544,560,638,,638,,,,,MISSING,MISSING,,2,264,262,257,180,272,280,319,1834,OK
50535474,23868,Asda,AS Chicken & Stuffing Skillet x 6,Asda,P+3,Skillet,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,6,0,0,0,0,0,0,0,0,OK
delist 13/08,23638,Asda,AS Ham Hock & Cheddar Wrap,Asda,P+3,Wrap,,,,,,,,,,,,,,,,,,0,0,#N/A,0,0,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,6,0,0,0,0,0,0,0,0,OK
delist 07/08,23606,Asda,AS Wrap Platter,Asda,P+3,Alternative,,,,,,,,,,,,,,,,,,0,0,#N/A,0,0,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,6,0,0,0,0,0,0,0,0,OK
,M11393,Asda,AS TOASTIES (CHEESE & MUSTARD),Asda,,,,522,,490,,534,,324,,500,,518,,570,,,,,,,,,,,,,,,,,,,,,MISSING,MISSING,,,,,,,,,,,
,M11394,Asda,AS TOASTIES (BEANS & CHEESE),Asda,,,,202,,202,,210,,138,,192,,222,,248,,,,,,,,,,,,,,,,,,,,,MISSING,MISSING,,,,,,,,,,,
,M11395,Asda,AS TOASTIES ( CHEESE & TOAMATO),Asda,,,,388,,384,,438,,272,,414,,400,,458,,,,,,,,,,,,,,,,,,,,,MISSING,MISSING,,,,,,,,,,,
,,,,,,,,11%,,17%,,17%,,17%,,16%,,12%,,9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BP,,Totals ASDA,,,,19110,18656,28100,28518,25970,30056,27510,29298,26880,28404,22730,21548,18140,15104,0,0,0,165822,172402,154355,40246,16298,29152,31256,27802,30058,20924,16912,0,16912,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Test,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLD EAT,21459,BP,BP Southern Fried  Chicken Wrap x4,BP,P+3,Wrap,86,152,143,136,128,164,115,100,109,92,86,124,128,96,,,,776,864,926,216,152,136,164,100,92,124,96,,0,,,,,,,,4,38,34,41,25,23,31,24,216,OK
COLD EAT,21460,BP,BP Chicken & Stuffing Skillet x4,BP,P+3,Skillet,113,172,170,164,147,176,135,148,141,120,113,152,144,116,,,,964,1048,1100,262,172,164,176,148,120,152,116,,0,,,,,,,,4,43,41,44,37,30,38,29,262,OK
COLD EAT,21461,BP,BP Egg Mayo Skillet x4,BP,P+3,Skillet,117,184,190,176,147,172,146,144,139,116,117,156,152,116,,,,1008,1064,1100,266,184,176,172,144,116,156,116,,0,,,,,,,,4,46,44,43,36,29,39,29,266,OK
COLD EAT,21462,BP,BP Cheese Ploughmans Skillet x4,BP,P+3,Skillet,106,188,170,164,148,180,139,128,145,120,106,136,148,116,,,,960,1032,1147,258,188,164,180,128,120,136,116,,0,,,,,,,,4,47,41,45,32,30,34,29,258,OK
COLD EAT,21463,BP,BP Cheese & Onion Skillet x4,BP,P+3,Skillet,128,180,190,184,157,180,142,148,142,120,128,144,156,120,,,,1016,1076,1150,269,180,184,180,148,120,144,120,,0,,,,,,,,4,45,46,45,37,30,36,30,269,OK
COLD EAT,21465,BP,BP Prawn Mayo Skillet x4,BP,P+3,Skillet,87,172,153,144,116,132,106,116,112,96,87,124,116,100,,,,788,884,925,221,172,144,132,116,96,124,100,,0,,,,,,,,4,43,36,33,29,24,31,25,221,OK
COLD EAT,21466,BP,BP Tuna Sweetcorn Skillet x4,BP,P+3,Skillet,107,188,173,168,150,180,144,140,142,120,107,148,152,116,,,,980,1060,1100,265,188,168,180,140,120,148,116,,0,,,,,,,,4,47,42,45,35,30,37,29,265,OK
COLD EAT,21467,BP,BP Chicken Salad Skillet x4,BP,P+3,Skillet,125,196,184,172,156,196,149,148,152,128,125,148,164,124,,,,1012,1112,1150,278,196,172,196,148,128,148,124,,0,,,,,,,,4,49,43,49,37,32,37,31,278,OK
COLD EAT,21468,BP,BP Chicken & Bacon Skillet x4,BP,P+3,Skillet,130,224,209,200,173,204,163,172,166,140,130,160,168,140,,,,1136,1240,1225,310,224,200,204,172,140,160,140,,0,,,,,,,,4,56,50,51,43,35,40,35,310,OK
COLD EAT,21471,BP,BP BLT Skillet x4,BP,P+3,Skillet,132,196,196,188,162,192,165,156,152,128,132,172,160,124,,,,1060,1156,1200,289,196,188,192,156,128,172,124,,0,,,,,,,,4,49,47,48,39,32,43,31,289,OK
COLD EAT,21732,BP,BP Ham & Cheese Skillet x4,BP,P+3,Skillet,131,200,199,192,166,204,161,156,152,128,131,172,164,128,,,,1088,1180,1175,295,200,192,204,156,128,172,128,,0,,,,,,,,4,50,48,51,39,32,43,32,295,OK
COLD EAT,21733,BP,BP Chicken Caesar Wrap x4,BP,P+3,Wrap,94,176,145,140,126,164,116,104,116,100,94,116,124,104,,,,832,904,925,226,176,140,164,104,100,116,104,,0,,,,,,,,4,44,35,41,26,25,29,26,226,OK
HOT EAT,21746,BP,BP All Day Breakfast Baguette x4,BP,P+6,Alternative,1591,1144,1988,1712,1573,1744,1516,1412,1611,1424,1591,1464,1948,1804,,,,10616,10704,10814,2676,1144,1712,1744,1412,1424,1464,1804,,0,,,,,,,,4,286,428,436,353,356,366,451,2676,OK
HOT EAT,21758,BP,BP Sausage Bap x4,BP,P+7,Alternative,1671,1264,2110,1820,1709,1840,1591,1552,1779,1600,1671,1764,1996,1932,,,,11660,11772,11751,2943,1264,1820,1840,1552,1600,1764,1932,,0,,,,,,,,4,316,455,460,388,400,441,483,2943,OK
HOT EAT,21761,BP,BP Bacon Bap x4,BP,P+7,Alternative,1694,1232,2095,1808,1732,1884,1605,1492,1704,1536,1694,1732,1996,1932,,,,11340,11616,11752,2904,1232,1808,1884,1492,1536,1732,1932,,0,,,,,,,,4,308,452,471,373,384,433,483,2904,OK
HOT EAT,21762,BP,BP Bacon Baguette x4,BP,P+7,Alternative,1056,792,1413,1224,1146,988,989,916,1076,952,1056,1032,1336,1256,,,,6988,7160,7600,1790,792,1224,988,916,952,1032,1256,,0,,,,,,,,4,198,306,247,229,238,258,314,1790,OK
HOT EAT,21767,BP,BP Ham & Cheese Toastie x4,BP,P+7,Alternative,892,656,1171,1028,899,764,909,844,929,840,892,896,1032,1032,,,,6120,6060,6370,1515,656,1028,764,844,840,896,1032,,0,,,,,,,,4,164,257,191,211,210,224,258,1515,OK
COLD EAT,22796,BP,BP Breakfast Triple Skillet x4,BP,P+3,Alternative,139,232,222,216,192,228,190,200,187,156,139,188,180,144,,,,1196,1364,1357,341,232,216,228,200,156,188,144,,0,,,,,MISSING,MISSING,,4,58,54,57,50,39,47,36,341,OK
HOT EAT,22799,BP,BP Ultimate Three Cheese Toastie x4,BP,P+7,Alternative,872,604,1129,976,905,808,868,816,916,840,872,816,1108,1016,,,,5692,5876,6430,1469,604,976,808,816,840,816,1016,,0,,,,,MISSING,MISSING,,4,151,244,202,204,210,204,254,1469,OK
HOT EAT,23364,BP,BP Steak & Onion Baguette,BP,P+7,Alternative,546,448,775,668,584,500,526,488,576,540,546,516,696,728,,,,3628,3888,4128,972,448,668,500,488,540,516,728,,0,,,,,MISSING,MISSING,,4,112,167,125,122,135,129,182,972,OK
HOT EAT,23840,BP,BP Classic Cheese & Ham Barmarked Toastie x4,BP,P+7,Alternative,594,464,840,724,680,648,620,576,677,596,594,644,768,752,,,,3876,4404,4999,1101,464,724,648,576,596,644,752,,0,,,,,MISSING,MISSING,,4,116,181,162,144,149,161,188,1101,OK
HOT EAT,23842,BP,BP Italian Style Meatball and Mozzarella Wrap x4,BP,P+7,Alternative,330,288,486,420,354,296,329,304,379,336,330,300,440,452,,,,2216,2396,2496,599,288,420,296,304,336,300,452,,0,,,,,MISSING,MISSING,,4,72,105,74,76,84,75,113,599,OK
HOT EAT,23843,BP,BP Chicken & Chorizo Toastie x4,BP,P+7,Alternative,595,380,739,640,601,620,576,536,619,548,595,552,764,784,,,,3760,4060,4251,1015,380,640,620,536,548,552,784,,0,,,,,MISSING,MISSING,,4,95,160,155,134,137,138,196,1015,OK
HOT EAT,23841,BP,BP Hunters Chicken & Bacon Baguette,BP,P+7,Alternative,561,440,767,664,579,500,544,504,573,508,561,528,688,656,,,,3704,3800,3977,950,440,664,500,504,508,528,656,,0,,,,,MISSING,MISSING,,4,110,166,125,126,127,132,164,950,OK
SAL/HOT HOLD,23693,BP,BP Sour Cream (I5036) 1KG Tubs,BP,,Alternative,2,,2,,2,,2,,2,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,2,0,0,0,0,0,0,0,0,OK
SAL/HOT HOLD,23699,BP,"BP Cucumber, mooned and half slices (M4841) 1KG Tubs",BP,,Alternative,2,1,2,3,2,1,2,2,2,1,2,2,2,2,,,,14,12,4,2,1,3,1,2,1,2,2,,0,,,,,MISSING,MISSING,,5,0,1,0,0,0,0,0,2,OK
SAL/HOT HOLD,23700,BP,BP Sliced Jalapenos (I5523) 1KG Tubs,BP,,Alternative,2,1,2,3,2,1,2,2,2,1,2,2,2,2,,,,14,12,4,3,1,3,1,2,1,2,2,,0,,,,,MISSING,MISSING,,4,0,1,0,1,0,1,1,3,OK
SAL/HOT HOLD,23701,BP,BP Cocktail Vine Tomatoes (I7201) 1KG Tubs,BP,,Alternative,2,2,2,5,2,1,2,4,2,2,2,3,2,3,,,,21,20,5,10,2,5,1,4,2,3,3,,0,,,,,MISSING,MISSING,,2,1,3,1,2,1,2,2,10,OK
SAL/HOT HOLD,23694,BP,BP Chargrilled Red & Yellow Peppers with Red Onions (I5585) 5KG,BP,,Alternative,1,,1,,1,,1,,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK
SAL/HOT HOLD,23695,BP,BP 50/50 Coleslaw Mix (I2552) 5KG,BP,,Alternative,1,1,1,2,1,,1,2,1,0,1,1,1,,,,,9,6,4,1,1,2,0,2,0,1,0,,0,,,MISSING,MISSING,MISSING,MISSING,,5,0,0,0,0,0,0,0,1,OK
SAL/HOT HOLD,23696,BP,BP Fresh Rocket Leaf (i2245) 1KG,BP,,Alternative,1,,1,,1,,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK
SAL/HOT HOLD,23697,BP,BP Fresh Coriander bunch unprepped (I7630),BP,,Alternative,1,,1,,1,,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,2,0,0,0,0,0,0,0,0,OK
SAL/HOT HOLD,23698,BP,BP Mixed Green Leaf (Apollo and Endive) (I5084) 1KG,BP,,Alternative,1,1,1,3,1,,1,2,1,1,1,2,1,1,,,,13,10,4,3,1,3,0,2,1,2,1,,0,,,MISSING,MISSING,MISSING,MISSING,,4,0,1,0,1,0,1,0,3,OK
,BPT,,BP TOASTIES TO BAKE,,,12x4,stock,1640,stock,2644,stock,1572,stock,1660,stock,1680,stock,1712,stock,2048,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M9240,,BP TOASTIES TO BAKE (CHEESE TOPPED),,,,0,1028,0,1028,0,764,0,844,0,840,0,896,0,1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M10196,,BP TOASTIES TO BAKE (THREE CHEESES TOPPED),,,,0,976,0,976,0,808,0,816,0,840,0,816,0,1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M11412,,BP TOASTIES TO BAKE (CHIPOTLE TOPPED),,,,0,640,0,640,0,620,0,536,0,548,0,552,0,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,hot eats total,,,,,0,,12268,,8750,,7900,,9040,,9300,,13550,,,,,,,,,5880,5476,4804,4928,5424,6152,,,,,,,,,,,,,,,,,,,
,COOP,,Totals BP,,,,11904,10176,15864,13939,12740,12967,11952,11308,12699,11288,11902,12191,14734,13895,0,0,0,82487,85780,89069,21449,10178,13944,12967,11312,11289,12194,13896,0,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.000,,0.180,,0.190,,0.140,,0.130,,0.160,,0.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.000,,0.000,,0.000,,0.000,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19463,Co-op,Co-op Ham & Cheese Skillet,Co-op,P+4,Skillet,,,11000,11855,12000,11862,11000,11667,9500,9826,10000,9284,12000,12223,,,,63973,66717,62525,66717,0,11855,11862,11667,9826,9284,12223,,12223,,,,,MISSING,MISSING,,1,0,11855,11862,11667,9826,9284,12223,66717,OK
TEMP delist 17/06,19488,Co-op,Co-op Chicken & Bacon Caesar Wrap,Co-op,P+3,wrap,,,8000,8425,9000,8722,8000,8606,6500,7142,7300,7001,8000,8639,,,,46730,48535,45262,48535,0,8425,8722,8606,7142,7001,8639,,8639,,,,,,MISSING,,1,0,8425,8722,8606,7142,7001,8639,48535,OK
,19489,Co-op,Co-op Aromatic Duck Wrap,Co-op,P+3,wrap,,,4500,4118,3300,3110,2800,2684,3000,2979,3500,3111,2000,1697,,,,17926,17699,18146,17699,0,4118,3110,2684,2979,3111,1697,,1697,,,,,,MISSING,,1,0,4118,3110,2684,2979,3111,1697,17699,OK
TEMP delist 08/07,19490,Co-op,Co-op Southern Fried Chicken Wrap,Co-op,P+3,wrap,,,7000,7047,7200,6999,5500,5466,5500,5764,6500,6483,6500,6107,,,,36991,37866,36438,37866,0,7047,6999,5466,5764,6483,6107,,6107,,,,,MISSING,MISSING,,1,0,7047,6999,5466,5764,6483,6107,37866,OK
,19491,Co-op,Co-op Falafel Wrap,Co-op,P+4,wrap,,,3500,3303,3000,2749,2200,1954,2600,2586,2800,2608,2800,2503,,,,15758,15703,15267,15703,0,3303,2749,1954,2586,2608,2503,,2503,,,,,MISSING,MISSING,,1,0,3303,2749,1954,2586,2608,2503,15703,OK
,19495,Co-op,Co-op GL Mexican Chipotle Bean Wrap,Co-op,P+3,wrap,,,3500,3292,2500,2231,1900,1681,2500,2361,2500,2136,1600,1040,,,,13140,12741,12699,12741,0,3292,2231,1681,2361,2136,1040,,1040,,,,,,MISSING,,1,0,3292,2231,1681,2361,2136,1040,12741,OK
,20130,Co-op,Co-op Ham & Mustard Skillet,Co-op,P+4,Skillet,,,3200,3443,3500,3342,3100,3232,2600,2865,2600,2637,3100,3160,,,,17903,18679,17587,18679,0,3443,3342,3232,2865,2637,3160,,3160,,,,,MISSING,MISSING,,1,0,3443,3342,3232,2865,2637,3160,18679,OK
Temp Delist,20453,Co-op,Co-op Low Fat Ham Salad Skillet,Co-op,P+3,Skillet,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,1,0,0,0,0,0,0,0,0,OK
,22844,Co-op,CO-OP All Day Breakfast Hot Wrap,Co-op,P+2,Alternative,,,2200,2299,2000,1808,1500,1172,2000,1849,2000,1944,2000,1521,,,,10683,10593,10728,10593,0,2299,1808,1172,1849,1944,1521,,1521,,,,,MISSING,MISSING,,1,0,2299,1808,1172,1849,1944,1521,10593,OK
,22845,Co-op,CO-OP Chicken Fajita Hot Wap,Co-op,P+2,Alternative,,,1200,1328,1100,1027,900,653,1000,1037,1100,963,1000,748,,,,5765,5756,5957,5756,0,1328,1027,653,1037,963,748,,748,,,,,MISSING,MISSING,,1,0,1328,1027,653,1037,963,748,5756,OK
,22846,Co-op,CO-OP Ham & Cheese Toastie,Co-op,P+2,Alternative,,,1200,1272,1200,1130,900,732,1200,1118,1200,1225,1100,932,,,,6448,6409,6396,6409,0,1272,1130,732,1118,1225,932,,932,,,,,MISSING,MISSING,,1,0,1272,1130,732,1118,1225,932,6409,OK
,23806,Co-op,CO-OP Mexican Hot Wrap,Co-op,P+2,Alternative,,,500,580,400,249,250,195,400,480,350,323,350,200,,,,2029,2027,1904,2027,0,580,249,195,480,323,200,,200,,,,,MISSING,MISSING,,1,0,580,249,195,480,323,200,2027,OK
,17102,Co-op,Co-op Ham & Cheese Skillet x4,Co-op,P+4,Skillet,,,400,352,450,424,350,356,400,256,400,296,400,492,,,,2016,2176,2149,544,0,352,424,356,256,296,492,,492,,,MISSING,MISSING,MISSING,MISSING,,4,0,88,106,89,64,74,123,544,OK
TEMP delist 08/07,17104,Co-op,Co-op Southern Fried Chicken Wrap x4,Co-op,P+3,wrap,,,200,188,300,256,200,176,200,148,200,156,200,264,,,,1080,1188,1012,297,0,188,256,176,148,156,264,,264,,,,,MISSING,MISSING,,4,0,47,64,44,37,39,66,297,OK
TEMP delist 17/06,17105,Co-op,Co-op Chicken & Bacon Caesar Wrap x4,Co-op,P+3,wrap,,,300,328,350,388,300,352,300,244,300,280,300,336,,,,1908,1928,1868,482,0,328,388,352,244,280,336,,336,,,,,MISSING,MISSING,,4,0,82,97,88,61,70,84,482,OK
,19743,Co-op,Co-op Falafel Wrap x 4,Co-op,P+3,wrap,,,150,88,150,80,100,108,100,68,100,64,100,96,,,,516,504,488,126,0,88,80,108,68,64,96,,96,,,,,MISSING,MISSING,,4,0,22,20,27,17,16,24,126,OK
,19746,Co-op,Co-op GL Mexican Chipotle Bean Wrap x 4,Co-op,P+3,wrap,,,150,152,150,104,100,84,100,72,100,84,60,60,,,,540,556,606,139,0,152,104,84,72,84,60,,60,,,,,MISSING,MISSING,,4,0,38,26,21,18,21,15,139,OK
,19783,Co-op,Co-op Aromatic Duck Wrap x4,Co-op,P+3,wrap,,,200,192,200,140,120,116,120,112,200,112,80,84,100,100,100,768,756,836,189,0,192,140,116,112,112,84,,84,,,,,MISSING,MISSING,,4,0,48,35,29,28,28,21,189,OK
,20161,Co-op,Co-op Ham & Mustard Skillet x4,Co-op,P+4,Skillet,,,200,160,200,168,130,152,120,92,100,124,150,168,,,,776,864,798,216,0,160,168,152,92,124,168,,168,,,MISSING,MISSING,MISSING,MISSING,,4,0,40,42,38,23,31,42,216,OK
