Week no.,WK 24,,,3,4,5,8,,10,,12,,14,,16,,18,,20,20,35,36,37,,,,,,,,,,,,,Contribution Report,,,,,,,,CASES ORDERED,,,,,,,,,
50243954,22708,Asda,AS Chicken Bacon Caesar Triple Wrap x 8,Asda,P+3,Wrap,2000,2232,4000,5640,4000,3200,4500,4360,4000,4072,3200,2792,2800,3208,,,,24888,25504,24551,3188,2232,5640,3200,4360,4072,2792,3208,,3208,,,,,MISSING,MISSING,,8,279,705,400,545,509,349,401,3188,OK
50535476,23871,Asda,AS Chicken Bacon Caesar Wrap x 6,Asda,P+3,Wrap,1500,1152,3000,5130,3200,2406,3500,3762,3300,3156,2000,1752,2400,2328,,,,19236,19686,18387,3281,1152,5130,2406,3762,3156,1752,2328,,2328,,,,,MISSING,MISSING,,6,192,855,401,627,526,292,388,3281,OK
50422416,23355,Asda,AS Crunchy Tuna & Salad Sub Roll x 4,Asda,P+2,Alternative,1000,756,2200,2260,1800,1324,1400,1696,1500,1544,900,992,800,872,,,,9440,9444,9100,2361,756,2260,1324,1696,1544,992,872,,872,,,,,MISSING,MISSING,,4,189,565,331,424,386,248,218,2361,OK
50422414,23356,Asda,AS Ham & Cheese Sub Roll x 4,Asda,P+2,Alternative,1300,1028,2400,2492,2100,1724,2000,1972,1900,2016,1000,1084,1000,1052,,,,11768,11368,11150,2842,1028,2492,1724,1972,2016,1084,1052,,1052,,,,,MISSING,MISSING,,4,257,623,431,493,504,271,263,2842,OK
50422415,23357,Asda,AS Chicken & Bacon Caesar Sub Roll x 4,Asda,P+2,Alternative,350,320,600,492,650,520,550,532,500,560,400,452,300,332,,,,3068,3208,3000,802,320,492,520,532,560,452,332,,332,,,,,MISSING,MISSING,,4,80,123,130,133,140,113,83,802,OK
,23358,Asda,AS Chicken Tikka Sub Roll x4,Asda,P+3,Alternative,,,,,,,,,,,,,,,,,,232,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK
50422417,23359,Asda,AS Cheese Ploughmans Sub Roll x4,Asda,P+3,Alternative,250,192,450,320,500,408,300,388,400,444,400,376,300,264,,,,2320,2392,2193,598,192,320,408,388,444,376,264,,264,,,,,MISSING,MISSING,,4,48,80,102,97,111,94,66,598,OK
50535479,23870,Asda,AS Chicken Fajita Wrap x4,Asda,P+3,Wrap,450,464,1100,1012,1200,1152,1400,1324,1300,1168,900,1172,800,604,,,,7216,6896,7031,1149,464,1012,1152,1324,1168,1172,604,,604,,,,,MISSING,MISSING,,6,77,169,192,221,195,195,101,1149,OK
,23362,Asda,AS Pulled Pork Sub Roll x4,Asda,P+3,Alternative,,,,,,,,,,,,,,,,,,112,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK
50302720,22678,Asda,AS Loaded Tomato &Basil Chicken Salad,Asda,P+4,Alternative,600,664,1400,1428,1000,964,1500,1376,1300,1232,1300,1008,900,812,,,,7448,7484,8253,1871,664,1428,964,1376,1232,1008,812,,812,,,,,MISSING,MISSING,,4,166,357,241,344,308,252,203,1871,OK
50302723,22681,Asda,AS Loaded Chicken & Bacon Salad,Asda,P+4,Alternative,800,980,2400,2664,1100,996,2400,2160,1600,1524,1600,956,1000,1328,,,,10236,10608,10969,2652,980,2664,996,2160,1524,956,1328,,1328,,,,,MISSING,MISSING,,4,245,666,249,540,381,239,332,2652,OK
,23753,Asda Café,ASC Cheese Savoury Stack x4,Asda,P+4,Alternative,400,312,400,372,400,292,300,244,400,352,360,348,380,312,,,,2500,2232,2400,558,312,372,292,244,352,348,312,,312,,,,,MISSING,MISSING,,4,78,93,73,61,88,87,78,558,OK
,23754,Asda Café,"ASC Chicken, Stuffing & Bacon Stack x4",Asda,P+4,Alternative,360,288,380,328,400,300,250,240,380,360,350,324,360,328,,,,2336,2168,2375,542,288,328,300,240,360,324,328,,328,,,,,MISSING,MISSING,,4,72,82,75,60,90,81,82,542,OK
,23755,Asda Café,"ASC Ham, Cheese & Pickle Stack x4",Asda,P+4,Alternative,320,300,400,372,400,308,280,236,400,380,330,328,400,356,,,,2408,2280,2375,570,300,372,308,236,380,328,356,,356,,,,,MISSING,MISSING,,4,75,93,77,59,95,82,89,570,OK
,23756,Asda Café,ASC Chicken & Bacon Caesar Wrap x4,Asda,P+4,Alternative,200,156,200,176,250,136,160,152,200,184,180,168,200,204,,,,1248,1176,1300,294,156,176,136,152,184,168,204,,204,,,,,MISSING,MISSING,,4,39,44,34,38,46,42,51,294,OK
,23757,Asda Café,ASC Ham & Cheese Toastie x2,Asda,P+7,Alternative,500,494,500,496,510,512,360,348,510,560,520,436,550,506,,,,3316,3352,3326,1676,494,496,512,348,560,436,506,,506,,,,,MISSING,MISSING,,2,247,248,256,174,280,218,253,1676,OK
,23758,Asda Café,ASC Cheese & Tomato Toastie x2,Asda,P+7,Alternative,400,364,410,414,400,398,280,276,400,456,400,342,420,410,,,,2596,2660,2650,1330,364,414,398,276,456,342,410,,410,,,,,MISSING,MISSING,,2,182,207,199,138,228,171,205,1330,OK
,23759,Asda Café,ASC BLT Stack x4,Asda,P+4,Alternative,350,308,400,336,400,284,250,260,380,400,350,308,350,356,,,,2348,2252,2275,563,308,336,284,260,400,308,356,,356,,,,,MISSING,MISSING,,4,77,84,71,65,100,77,89,563,OK
,23760,Asda Café,ASC ADB Topped Toastie x2,Asda,P+7,Alternative,200,190,200,196,200,220,150,136,210,252,220,160,220,214,,,,1328,1368,1375,684,190,196,220,136,252,160,214,,214,,,,,MISSING,MISSING,,2,95,98,110,68,126,80,107,684,OK
,23761,Asda Café,ASC Tuna Melt Panini x2,Asda,P+7,Alternative,430,408,480,502,460,480,300,296,450,530,450,400,450,468,,,,2972,3084,3050,1542,408,502,480,296,530,400,468,,468,,,,,MISSING,MISSING,,2,204,251,240,148,265,200,234,1542,OK
,23762,Asda Café,ASC Mozzarella & Pesto Panini x2,Asda,P+7,Alternative,350,330,410,398,410,400,250,274,400,394,410,318,380,396,,,,2570,2510,2532,1255,330,398,400,274,394,318,396,,396,,,,,MISSING,MISSING,,2,165,199,200,137,197,159,198,1255,OK
,23763,Asda Café,ASC Chicken & Chorizo Panini x2,Asda,P+7,Alternative,420,380,420,432,450,438,300,290,440,490,480,388,420,438,,,,2850,2856,2681,1428,380,432,438,290,490,388,438,,438,,,,,MISSING,MISSING,,2,190,216,219,145,245,194,219,1428,OK
,23764,Asda Café,ASC Cheese & Ham Panini x2,Asda,P+7,Alternative,520,510,550,548,580,542,360,396,550,586,600,456,550,562,,,,3636,3600,3550,1800,510,548,542,396,586,456,562,,562,,,,,MISSING,MISSING,,2,255,274,271,198,293,228,281,1800,OK
DEPOT 07/04,24051,Asda Café,ASC Chicken Fajita Hot Wrap,Asda,P+7,Alternative,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,6,0,0,0,0,0,0,0,0,OK
DEPOT 07/04,24052,Asda Café,ASC Meatball Hot Wrap,Asda,P+7,Alternative,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,6,0,0,0,0,0,0,0,0,OK
delist 07/08,23606,Asda,AS Wrap Platter,Asda,P+3,Alternative,,,,,,,,,,,,,,,,,,0,0,#N/A,0,0,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,6,0,0,0,0,0,0,0,0,OK
,M11393,Asda,AS TOASTIES (CHEESE & MUSTARD),Asda,,,,494,,496,,512,,348,,560,,436,,506,,,,,,,,,,,,,,,,,,,,,MISSING,MISSING,,,,,,,,,,,
,M11394,Asda,AS TOASTIES (BEANS & CHEESE),Asda,,,,190,,196,,220,,136,,252,,160,,214,,,,,,,,,,,,,,,,,,,,,MISSING,MISSING,,,,,,,,,,,
,M11395,Asda,AS TOASTIES ( CHEESE & TOAMATO),Asda,,,,364,,414,,398,,276,,456,,342,,410,,,,,,,,,,,,,,,,,,,,,MISSING,MISSING,,,,,,,,,,,
,,,,,,,,11%,,19%,,14%,,17%,,15%,,12%,,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BP,,Totals ASDA,,,,18400,18188,29110,33586,28790,24080,29270,29974,28050,25730,21180,20680,19850,21072,0,0,0,172874,172892,169273,39826,15210,35978,23666,28958,27490,19930,21660,0,21660,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Test,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLD EAT,21459,BP,BP Southern Fried  Chicken Wrap x4,BP,P+3,Wrap,99,152,148,120,109,156,90,100,123,92,90,144,125,144,,,,836,908,890,227,152,120,156,100,92,144,144,,0,,,,,,,,4,38,30,39,25,23,36,36,227,OK
COLD EAT,21460,BP,BP Chicken & Stuffing Skillet x4,BP,P+3,Skillet,135,188,165,144,147,168,103,128,148,120,103,144,158,144,,,,992,1036,1095,259,188,144,168,128,120,144,144,,0,,,,,,,,4,47,36,42,32,30,36,36,259,OK
COLD EAT,21461,BP,BP Egg Mayo Skillet x4,BP,P+3,Skillet,135,172,171,152,148,196,114,144,156,124,100,160,160,160,,,,1036,1108,1234,277,172,152,196,144,124,160,160,,0,,,,,,,,4,43,38,49,36,31,40,40,277,OK
COLD EAT,21462,BP,BP Cheese Ploughmans Skillet x4,BP,P+3,Skillet,137,176,167,148,137,184,116,140,147,124,112,144,163,144,,,,1036,1060,1075,265,176,148,184,140,124,144,144,,0,,,,,,,,4,44,37,46,35,31,36,36,265,OK
COLD EAT,21463,BP,BP Cheese & Onion Skillet x4,BP,P+3,Skillet,145,180,170,156,144,192,118,160,152,120,116,156,155,156,,,,1108,1120,1125,280,180,156,192,160,120,156,156,,0,,,,,,,,4,45,39,48,40,30,39,39,280,OK
COLD EAT,21465,BP,BP Prawn Mayo Skillet x4,BP,P+3,Skillet,118,144,127,128,118,148,88,116,119,84,89,136,132,136,,,,872,892,925,223,144,128,148,116,84,136,136,,0,,,,,,,,4,36,32,37,29,21,34,34,223,OK
COLD EAT,21466,BP,BP Tuna Sweetcorn Skillet x4,BP,P+3,Skillet,134,164,178,144,141,188,104,144,148,112,105,156,155,156,,,,1064,1064,1090,266,164,144,188,144,112,156,156,,0,,,,,,,,4,41,36,47,36,28,39,39,266,OK
COLD EAT,21467,BP,BP Chicken Salad Skillet x4,BP,P+3,Skillet,142,196,179,160,148,184,120,152,152,112,122,168,174,168,,,,1080,1140,1160,285,196,160,184,152,112,168,168,,0,,,,,,,,4,49,40,46,38,28,42,42,285,OK
COLD EAT,21468,BP,BP Chicken & Bacon Skillet x4,BP,P+3,Skillet,162,204,199,180,171,204,133,164,170,148,127,176,179,176,,,,1208,1252,1225,313,204,180,204,164,148,176,176,,0,,,,,,,,4,51,45,51,41,37,44,44,313,OK
COLD EAT,21471,BP,BP BLT Skillet x4,BP,P+3,Skillet,154,180,188,152,152,196,120,164,164,124,123,164,168,164,,,,1112,1144,1175,286,180,152,196,164,124,164,164,,0,,,,,,,,4,45,38,49,41,31,41,41,286,OK
COLD EAT,21732,BP,BP Ham & Cheese Skillet x4,BP,P+3,Skillet,150,164,199,168,158,192,125,168,168,144,115,164,162,164,,,,1144,1164,1175,291,164,168,192,168,144,164,164,,0,,,,,,,,4,41,42,48,42,36,41,41,291,OK
COLD EAT,21733,BP,BP Chicken Caesar Wrap x4,BP,P+3,Wrap,104,148,150,124,108,160,99,112,119,104,103,120,136,120,,,,860,888,900,222,148,124,160,112,104,120,120,,0,,,,,,,,4,37,31,40,28,26,30,30,222,OK
HOT EAT,21746,BP,BP All Day Breakfast Baguette x4,BP,P+6,Alternative,1752,1472,1494,2012,1558,1280,1533,1280,1571,1488,1725,1636,1516,1636,,,,10420,10804,10750,2701,1472,2012,1280,1280,1488,1636,1636,,0,,,,,,,,4,368,503,320,320,372,409,409,2701,OK
HOT EAT,21758,BP,BP Sausage Bap x4,BP,P+7,Alternative,1890,1720,1602,2104,1741,1360,1658,1580,1740,1700,1854,1680,1696,1680,,,,11756,11824,11650,2956,1720,2104,1360,1580,1700,1680,1680,,0,,,,,,,,4,430,526,340,395,425,420,420,2956,OK
HOT EAT,21761,BP,BP Bacon Bap x4,BP,P+7,Alternative,1817,1680,1619,2088,1756,1280,1604,1692,1675,1636,1858,1592,1692,1600,,,,11448,11568,12000,2892,1680,2088,1280,1692,1636,1592,1600,,0,,,,,,,,4,420,522,320,423,409,398,400,2892,OK
HOT EAT,21762,BP,BP Bacon Baguette x4,BP,P+7,Alternative,1209,1004,989,1224,1020,800,1017,800,1031,960,1199,1020,1035,1020,,,,7004,6828,7600,1707,1004,1224,800,800,960,1020,1020,,0,,,,,,,,4,251,306,200,200,240,255,255,1707,OK
HOT EAT,21767,BP,BP Ham & Cheese Toastie x4,BP,P+7,Alternative,990,816,810,1028,917,640,886,760,865,820,1026,836,842,840,,,,6032,5740,6139,1435,816,1028,640,760,820,836,840,,0,,,,,,,,4,204,257,160,190,205,209,210,1435,OK
COLD EAT,22796,BP,BP Breakfast Triple Skillet x4,BP,P+3,Alternative,165,208,220,160,178,232,152,188,186,156,137,192,189,192,,,,1292,1328,1275,332,208,160,232,188,156,192,192,,0,,,,,MISSING,MISSING,,4,52,40,58,47,39,48,48,332,OK
HOT EAT,22799,BP,BP Ultimate Three Cheese Toastie x4,BP,P+7,Alternative,936,880,805,1084,892,660,842,780,857,792,960,836,850,836,,,,5940,5868,5900,1467,880,1084,660,780,792,836,836,,0,,,,,MISSING,MISSING,,4,220,271,165,195,198,209,209,1467,OK
HOT EAT,23364,BP,BP Steak & Onion Baguette,BP,P+7,Alternative,611,628,524,692,561,320,547,400,540,420,661,524,571,524,,,,3772,3508,4000,877,628,692,320,400,420,524,524,,0,,,,,MISSING,MISSING,,4,157,173,80,100,105,131,131,877,OK
HOT EAT,23840,BP,BP Classic Cheese & Ham Barmarked Toastie x4,BP,P+7,Alternative,672,616,590,708,663,480,606,560,556,572,625,580,613,644,,,,4280,4160,4600,1040,616,708,480,560,572,580,644,,0,,,,,MISSING,MISSING,,4,154,177,120,140,143,145,161,1040,OK
HOT EAT,23841,BP,BP Hunters Chicken & Bacon Baguette,BP,P+7,Alternative,624,588,518,680,548,400,574,400,669,480,689,536,582,536,,,,3656,3620,3775,905,588,680,400,400,480,536,536,,0,,,,,MISSING,MISSING,,4,147,170,100,100,120,134,134,905,OK
HOT EAT,23842,BP,BP Italian Style Meatball and Mozzarella Wrap x4,BP,P+7,Alternative,397,356,320,436,353,280,341,344,330,324,404,240,367,300,,,,2304,2280,2425,570,356,436,280,344,324,240,300,,0,,,,,MISSING,MISSING,,4,89,109,70,86,81,60,75,570,OK
HOT EAT,23843,BP,BP Chicken & Chorizo Toastie x4,BP,P+7,Alternative,622,592,570,700,638,440,578,540,564,460,680,600,560,600,,,,4028,3932,4100,983,592,700,440,540,460,600,600,,0,,,,,MISSING,MISSING,,4,148,175,110,135,115,150,150,983,OK
SAL/HOT HOLD,23699,BP,"BP Cucumber, mooned and half slices (M4841) 1KG Tubs",BP,,Alternative,2,2,2,3,2,1,2,2,2,1,2,2,2,2,,,,13,13,4,3,2,3,1,2,1,2,2,,0,,,,,MISSING,MISSING,,5,0,1,0,0,0,0,0,3,OK
SAL/HOT HOLD,23700,BP,BP Sliced Jalapenos (I5523) 1KG Tubs,BP,,Alternative,2,2,2,3,2,1,2,2,2,1,2,2,2,2,,,,13,13,4,3,2,3,1,2,1,2,2,,0,,,,,MISSING,MISSING,,4,1,1,0,1,0,1,1,3,OK
SAL/HOT HOLD,23701,BP,BP Cocktail Vine Tomatoes (I7201) 1KG Tubs,BP,,Alternative,2,2,2,3,2,1,2,3,2,1,2,2,2,2,,,,14,14,5,7,2,3,1,3,1,2,2,,0,,,,,MISSING,MISSING,,2,1,2,1,2,1,1,1,7,OK
SAL/HOT HOLD,23695,BP,BP 50/50 Coleslaw Mix (I2552) 5KG,BP,,Alternative,1,2,1,3,1,,1,2,1,0,1,2,1,2,,,,8,11,4,2,2,3,0,2,0,2,2,,0,,,MISSING,MISSING,MISSING,MISSING,,5,0,1,0,0,0,0,0,2,OK
SAL/HOT HOLD,23698,BP,BP Mixed Green Leaf (Apollo and Endive) (I5084) 1KG,BP,,Alternative,1,2,1,3,1,,1,2,1,1,1,2,1,2,,,,11,12,4,3,2,3,0,2,1,2,2,,0,,,MISSING,MISSING,MISSING,MISSING,,4,1,1,0,1,0,1,1,3,OK
SAL/HOT HOLD,23693,BP,BP Sour Cream (I5036) 1KG Tubs,BP,,Alternative,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,2,0,0,0,0,0,0,0,0,OK
SAL/HOT HOLD,23694,BP,BP Chargrilled Red & Yellow Peppers with Red Onions (I5585) 5KG,BP,,Alternative,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK
SAL/HOT HOLD,23696,BP,BP Fresh Rocket Leaf (i2245) 1KG,BP,,Alternative,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK
SAL/HOT HOLD,23697,BP,BP Fresh Coriander bunch unprepped (I7630),BP,,Alternative,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,2,0,0,0,0,0,0,0,0,OK
,BPT,,BP TOASTIES TO BAKE,,,12x4,stock,2288,stock,2812,stock,1300,stock,1540,stock,1612,stock,1672,stock,1676,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M9240,,BP TOASTIES TO BAKE (CHEESE TOPPED),,,,0,1028,0,1028,0,640,0,760,0,820,0,836,0,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M10196,,BP TOASTIES TO BAKE (THREE CHEESES TOPPED),,,,0,1084,0,1084,0,660,0,780,0,792,0,836,0,836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M11412,,BP TOASTIES TO BAKE (CHIPOTLE TOPPED),,,,0,700,0,700,0,440,0,540,0,460,0,600,0,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,hot eats total,,,,,0,,12268,,8750,,7900,,9040,,9300,,13550,,,,,,,,,6444,4080,4832,5116,5128,5140,,,,,,,,,,,,,,,,,,,
,COOP,,Totals BP,,,,13304,12634,12108,14701,12511,10343,11672,11023,12358,11219,13130,12110,12386,12246,0,0,0,84339,84299,87304,21077,12638,14707,10343,11027,11220,12114,12250,0,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.000,,0.180,,0.190,,0.140,,0.130,,0.160,,0.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.000,,0.000,,0.000,,0.000,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19463,Co-op,Co-op Ham & Cheese Skillet,Co-op,P+4,Skillet,,,12000,12219,13000,11862,12000,11099,9800,9209,9500,10335,13000,9822,,,,68957,64546,68115,64546,0,12219,11862,11099,9209,10335,9822,,9470,,,,,MISSING,MISSING,,1,0,12219,11862,11099,9209,10335,9822,64546,OK
TEMP delist 17/06,19488,Co-op,Co-op Chicken & Bacon Caesar Wrap,Co-op,P+3,wrap,,,8500,8740,9500,8926,8900,8191,7000,6672,7000,8022,9000,6903,,,,50259,47454,45732,47454,0,8740,8926,8191,6672,8022,6903,,6598,,,,,,MISSING,,1,0,8740,8926,8191,6672,8022,6903,47454,OK
,19489,Co-op,Co-op Aromatic Duck Wrap,Co-op,P+3,wrap,,,4500,4438,3300,3405,3000,2960,3000,2620,3500,3588,2000,1569,,,,18878,18580,18757,18580,0,4438,3405,2960,2620,3588,1569,,1427,,,,,,MISSING,,1,0,4438,3405,2960,2620,3588,1569,18580,OK
TEMP delist 08/07,19490,Co-op,Co-op Southern Fried Chicken Wrap,Co-op,P+3,wrap,,,7500,7431,7400,7309,5500,5054,5600,5158,6200,7525,6600,4655,,,,39134,37132,39565,37132,0,7431,7309,5054,5158,7525,4655,,4400,,,,,MISSING,MISSING,,1,0,7431,7309,5054,5158,7525,4655,37132,OK
,19491,Co-op,Co-op Falafel Wrap,Co-op,P+4,wrap,,,3500,3350,3000,3040,2200,2066,2600,2324,2800,3063,2800,1906,,,,16758,15749,16230,15749,0,3350,3040,2066,2324,3063,1906,,1781,,,,,MISSING,MISSING,,1,0,3350,3040,2066,2324,3063,1906,15749,OK
,19495,Co-op,Co-op GL Mexican Chipotle Bean Wrap,Co-op,P+3,wrap,,,3500,3462,2500,2340,1900,1889,2500,2194,2500,2334,1600,1081,,,,13376,13300,13473,13300,0,3462,2340,1889,2194,2334,1081,,974,,,,,,MISSING,,1,0,3462,2340,1889,2194,2334,1081,13300,OK
,20130,Co-op,Co-op Ham & Mustard Skillet,Co-op,P+4,Skillet,,,3500,3402,3500,3324,3100,3253,2800,3227,2600,2873,3500,2184,,,,19090,18263,17203,18263,0,3402,3324,3253,3227,2873,2184,,2184,,,,,MISSING,MISSING,,1,0,3402,3324,3253,3227,2873,2184,18263,OK
DEPOT 12/03,20453,Co-op,Co-op Low Fat Ham Salad Skillet,Co-op,P+3,Skillet,,,,,,,2000,1946,2500,1472,2000,1086,2000,983,,,,0,5487,7032,5487,0,0,0,1946,1472,1086,983,,983,,,,,MISSING,MISSING,,1,0,0,0,1946,1472,1086,983,5487,OK
,22844,Co-op,CO-OP All Day Breakfast Hot Wrap,Co-op,P+2,Alternative,,,2200,2295,2000,1814,1500,1192,2000,1745,2000,1890,2000,1620,,,,10345,10556,10922,10556,0,2295,1814,1192,1745,1890,1620,,1620,,,,,MISSING,MISSING,,1,0,2295,1814,1192,1745,1890,1620,10556,OK
,22845,Co-op,CO-OP Chicken Fajita Hot Wap,Co-op,P+2,Alternative,,,1200,1330,1100,1057,900,613,1000,969,1100,944,1000,792,,,,5571,5705,6114,5705,0,1330,1057,613,969,944,792,,792,,,,,MISSING,MISSING,,1,0,1330,1057,613,969,944,792,5705,OK
,22846,Co-op,CO-OP Ham & Cheese Toastie,Co-op,P+2,Alternative,,,1200,1235,1200,1087,900,717,1200,1021,1200,1155,1100,1036,,,,6181,6251,6586,6251,0,1235,1087,717,1021,1155,1036,,1036,,,,,MISSING,MISSING,,1,0,1235,1087,717,1021,1155,1036,6251,OK
MAY,23806,Co-op,CO-OP Mexican Hot Wrap,Co-op,P+2,Alternative,,,500,593,300,263,250,185,400,487,350,282,350,203,,,,2040,2013,1991,2013,0,593,263,185,487,282,203,,203,,,,,MISSING,MISSING,,1,0,593,263,185,487,282,203,2013,OK
,17102,Co-op,Co-op Ham & Cheese Skillet x4,Co-op,P+4,Skillet,,,400,424,450,412,350,392,400,368,400,344,400,404,,,,2176,2344,2300,586,0,424,412,392,368,344,404,,404,,,,,MISSING,MISSING,,4,0,106,103,98,92,86,101,586,OK
TEMP delist 08/07,17104,Co-op,Co-op Southern Fried Chicken Wrap x4,Co-op,P+3,wrap,,,200,192,300,236,200,148,200,208,200,148,200,180,,,,1160,1112,1129,278,0,192,236,148,208,148,180,,180,,,,,MISSING,MISSING,,4,0,48,59,37,52,37,45,278,OK
TEMP delist 17/06,17105,Co-op,Co-op Chicken & Bacon Caesar Wrap x4,Co-op,P+3,wrap,,,300,376,350,364,300,324,300,316,300,312,300,320,,,,1972,2012,1956,503,0,376,364,324,316,312,320,,320,,,,,MISSING,MISSING,,4,0,94,91,81,79,78,80,503,OK
,19743,Co-op,Co-op Falafel Wrap x 4,Co-op,P+3,wrap,,,150,112,150,116,100,80,100,96,100,92,100,116,,,,516,612,521,153,0,112,116,80,96,92,116,,116,,,,,MISSING,MISSING,,4,0,28,29,20,24,23,29,153,OK
,19746,Co-op,Co-op GL Mexican Chipotle Bean Wrap x 4,Co-op,P+3,wrap,,,150,144,150,96,100,84,100,104,100,72,60,52,,,,540,552,639,138,0,144,96,84,104,72,52,,52,,,,,MISSING,MISSING,,4,0,36,24,21,26,18,13,138,OK
,19783,Co-op,Co-op Aromatic Duck Wrap x4,Co-op,P+3,wrap,,,200,228,200,124,120,132,120,128,200,128,80,88,100,100,100,736,828,836,207,0,228,124,132,128,128,88,,88,,,,,MISSING,MISSING,,4,0,57,31,33,32,32,22,207,OK
,20161,Co-op,Co-op Ham & Mustard Skillet x4,Co-op,P+4,Skillet,,,200,148,200,176,130,152,120,180,100,148,150,140,,,,888,944,810,236,0,148,176,152,180,148,140,,140,,,,,MISSING,MISSING,,4,0,37,44,38,45,37,35,236,OK
