Week no.,WK 14,,,3,4,5,8,,10,,12,,14,,16,,18,,20,20,35,36,37,,,,,,,,,,,,,Contribution Report,,,,,,,,CASES ORDERED,,,,,,,,,
SEPT,23753,Asda Café,ASC Cheese Savoury Stack x4,Asda,P+4,Alternative,260,304,392,392,,,392,260,321,280,278,344,307,492,,,,1729,2072,2031,518,304,392,0,260,280,344,492,,492,,,,,MISSING,MISSING,,4,76,98,0,65,70,86,123,518,OK
SEPT,23754,Asda Café,"ASC Chicken, Stuffing & Bacon Stack x4",Asda,P+4,Alternative,196,304,368,368,,,368,288,311,296,269,344,297,468,,,,1581,2068,1966,517,304,368,0,288,296,344,468,,468,,,,,MISSING,MISSING,,4,76,92,0,72,74,86,117,517,OK
SEPT,23755,Asda Café,"ASC Ham, Cheese & Pickle Stack x4",Asda,P+4,Alternative,240,336,396,396,,,396,308,311,252,269,384,297,488,,,,1690,2164,1966,541,336,396,0,308,252,384,488,,488,,,,,MISSING,MISSING,,4,84,99,0,77,63,96,122,541,OK
SEPT,23757,Asda Café,ASC Ham & Cheese Toastie x2,Asda,P+7,Alternative,432,382,524,524,,,524,344,559,378,484,420,534,548,,,,2617,2596,3534,1298,382,524,0,344,378,420,548,,548,,,,,MISSING,MISSING,,2,191,262,0,172,189,210,274,1298,OK
SEPT,23758,Asda Café,ASC Cheese & Tomato Toastie x2,Asda,P+7,Alternative,326,326,412,412,,,412,306,447,318,387,366,427,486,,,,2031,2214,2828,1107,326,412,0,306,318,366,486,,486,,,,,MISSING,MISSING,,2,163,206,0,153,159,183,243,1107,OK
SEPT,23759,Asda Café,ASC BLT Stack x4,Asda,P+4,Alternative,,,,,,,300,,321,,278,,307,0,,,,1721,0,2031,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK
SEPT,23760,Asda Café,ASC ADB Topped Toastie x2,Asda,P+7,Alternative,160,178,230,230,,,230,178,214,168,185,206,204,270,,,,967,1230,1350,615,178,230,0,178,168,206,270,,270,,,,,MISSING,MISSING,,2,89,115,0,89,84,103,135,615,OK
NOV,23761,Asda Café,ASC Tuna Melt Panini x2,Asda,P+7,Alternative,254,320,370,370,,,370,360,249,296,216,358,238,422,,,,1230,2126,1574,1063,320,370,0,360,296,358,422,,422,,,,,MISSING,MISSING,,2,160,185,0,180,148,179,211,1063,OK
NOV,23762,Asda Café,ASC Mozzarella & Pesto Panini x2,Asda,P+7,Alternative,232,284,322,322,,,322,290,264,248,229,302,253,382,,,,1256,1828,1671,914,284,322,0,290,248,302,382,,382,,,,,MISSING,MISSING,,2,142,161,0,145,124,151,191,914,OK
NOV,23763,Asda Café,ASC Chicken & Chorizo Panini x2,Asda,P+7,Alternative,226,290,344,344,,,344,316,239,274,207,318,228,412,,,,1198,1954,1510,977,290,344,0,316,274,318,412,,412,,,,,MISSING,MISSING,,2,145,172,0,158,137,159,206,977,OK
NOV,23764,Asda Café,ASC Cheese & Ham Panini x2,Asda,P+7,Alternative,356,350,462,462,,,462,408,366,368,317,390,350,566,,,,1368,2544,2313,1272,350,462,0,408,368,390,566,,566,,,,,MISSING,MISSING,,2,175,231,0,204,184,195,283,1272,OK
Temp Delist,23756,Asda Café,ASC Chicken & Bacon Caesar Wrap x4,Asda,P+4,Alternative,,,,,,,500,,300,,227,,185,0,,,,168,0,840,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK
depot 04/11,23846,Asda Café,ASC Turkey Lunch Stack x4,Asda,P+3,Alternative,,,,,,,,,,,,,,,,,,1708,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK
depot 04/11,23847,Asda Café,ASC Brie & Cranberry Panini x2,Asda,P+7,Alternative,,,,,,,,,,,,,,,,,,2334,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,2,0,0,0,0,0,0,0,0,OK
depot 04/11,23848,Asda Café,ASC Pigs under Blankets Panini x2,Asda,P+7,Alternative,,,,,,,,,,,,,,,,,,2418,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,2,0,0,0,0,0,0,0,0,OK
delist 13/08,23638,Asda,AS Ham Hock & Cheddar Wrap,Asda,P+3,Wrap,,,,,,,,,,,,,,,,,,0,0,#N/A,0,0,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,6,0,0,0,0,0,0,0,0,OK
delist 07/08,23606,Asda,AS Wrap Platter,Asda,P+3,Alternative,,,,,,,,,,,,,,,,,,0,0,#N/A,0,0,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,6,0,0,0,0,0,0,0,0,OK
,M11393,Asda,AS TOASTIES (CHEESE & MUSTARD),Asda,,,,382,,524,,0,,344,,378,,420,,548,,,,,,,,,,,,,,,,,,,,,MISSING,MISSING,,,,,,,,,,,
,M11394,Asda,AS TOASTIES (BEANS & CHEESE),Asda,,,,178,,230,,0,,178,,168,,206,,270,,,,,,,,,,,,,,,,,,,,,MISSING,MISSING,,,,,,,,,,,
,M11395,Asda,AS TOASTIES ( CHEESE & TOAMATO),Asda,,,,326,,412,,0,,306,,318,,366,,486,,,,,,,,,,,,,,,,,,,,,MISSING,MISSING,,,,,,,,,,,
,,,,,,,,9%,,14%,,28%,,28%,,16%,,18%,,14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BP,,Totals ASDA,,,,13354,13354,20592,20538,6985,40240,25276,40240,26338,22852,26375,26686,17317,20060,0,0,0,179104,145268,120081,32274,12608,24358,0,40240,24066,24144,19852,0,19852,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Test,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLD EAT,21459,BP,BP Southern Fried  Chicken Wrap x4,BP,P+3,Wrap,139,60,236,236,240,236,,,169,148,169,100,215,188,,,,972,968,1040,242,,236,236,0,148,100,188,,0,,,,,,,,4,15,59,59,0,37,25,47,242,OK
COLD EAT,21460,BP,BP Chicken & Stuffing Skillet x4,BP,P+3,Skillet,164,60,260,260,268,260,,,198,168,198,128,256,220,,,,1180,1096,1249,274,,260,260,0,168,128,220,,0,,,,,,,,4,15,65,65,0,42,32,55,274,OK
COLD EAT,21461,BP,BP Egg Mayo Skillet x4,BP,P+3,Skillet,170,60,268,268,276,272,,,204,180,204,132,257,220,,,,1264,1132,1302,283,,268,272,0,180,132,220,,0,,,,,,,,4,15,67,68,0,45,33,55,283,OK
COLD EAT,21462,BP,BP Cheese Ploughmans Skillet x4,BP,P+3,Skillet,163,60,260,260,268,260,,,202,180,202,132,258,228,,,,1176,1120,1239,280,,260,260,0,180,132,228,,0,,,,,,,,4,15,65,65,0,45,33,57,280,OK
COLD EAT,21463,BP,BP Cheese & Onion Skillet x4,BP,P+3,Skillet,166,60,268,268,276,272,,,214,184,214,136,277,240,,,,1264,1160,1339,290,,268,272,0,184,136,240,,0,,,,,,,,4,15,67,68,0,46,34,60,290,OK
COLD EAT,21465,BP,BP Prawn Mayo Skillet x4,BP,P+3,Skillet,128,60,228,228,228,224,,,168,148,168,104,228,180,,,,1004,944,1057,236,,228,224,0,148,104,180,,0,,,,,,,,4,15,57,56,0,37,26,45,236,OK
COLD EAT,21466,BP,BP Tuna Sweetcorn Skillet x4,BP,P+3,Skillet,164,60,272,272,276,272,,,205,176,205,120,265,220,,,,1196,1120,1290,280,,272,272,0,176,120,220,,0,,,,,,,,4,15,68,68,0,44,30,55,280,OK
COLD EAT,21467,BP,BP Chicken Salad Skillet x4,BP,P+3,Skillet,166,60,268,268,272,268,,,195,176,195,136,269,224,,,,1208,1132,1281,283,,268,268,0,176,136,224,,0,,,,,,,,4,15,67,67,0,44,34,56,283,OK
COLD EAT,21468,BP,BP Chicken & Bacon Skillet x4,BP,P+3,Skillet,189,60,308,308,300,296,,,218,188,218,144,304,248,,,,1372,1244,1465,311,,308,296,0,188,144,248,,0,,,,,,,,4,15,77,74,0,47,36,62,311,OK
COLD EAT,21471,BP,BP BLT Skillet x4,BP,P+3,Skillet,167,60,280,280,280,272,,,217,180,217,140,282,240,,,,1272,1172,1345,293,,280,272,0,180,140,240,,0,,,,,,,,4,15,70,68,0,45,35,60,293,OK
COLD EAT,21732,BP,BP Ham & Cheese Skillet x4,BP,P+3,Skillet,176,60,272,272,276,272,,,218,192,218,148,269,248,,,,1312,1192,1363,298,,272,272,0,192,148,248,,0,,,,,,,,4,15,68,68,0,48,37,62,298,OK
COLD EAT,21733,BP,BP Chicken Caesar Wrap x4,BP,P+3,Wrap,146,60,232,232,232,232,,,176,148,176,108,232,200,,,,1076,980,1114,245,,232,232,0,148,108,200,,0,,,,,,,,4,15,58,58,0,37,27,50,245,OK
HOT EAT,21746,BP,BP All Day Breakfast Baguette x4,BP,P+6,Alternative,1220,720,2140,2132,2468,2472,,,2038,1400,2038,1328,2997,2420,,,,11948,10472,12155,2618,,2132,2472,0,1400,1328,2420,,0,,,,,,,,4,180,533,618,0,350,332,605,2618,OK
HOT EAT,21758,BP,BP Sausage Bap x4,BP,P+7,Alternative,1228,720,2364,2352,2688,2696,,,243,1860,243,1472,3140,2500,,,,11656,11600,12683,2900,,2352,2696,0,1860,1472,2500,,0,,,,,,,,4,180,588,674,0,465,368,625,2900,OK
HOT EAT,21761,BP,BP Bacon Bap x4,BP,P+7,Alternative,1265,800,2364,2352,2684,2696,,,2018,1696,2018,1488,3127,2600,,,,13128,11632,13106,2908,,2352,2696,0,1696,1488,2600,,0,,,,,,,,4,200,588,674,0,424,372,650,2908,OK
HOT EAT,21762,BP,BP Bacon Baguette x4,BP,P+7,Alternative,813,560,1856,1848,2168,2172,,,855,1000,855,952,2181,1800,,,,9436,8332,8772,2083,,1848,2172,0,1000,952,1800,,0,,,,,,,,4,140,462,543,0,250,238,450,2083,OK
HOT EAT,21767,BP,BP Ham & Cheese Toastie x4,BP,P+7,Alternative,537,320,1104,1096,1276,1284,,,176,808,176,576,1302,1240,,,,4768,5324,4756,1331,,1096,1284,0,808,576,1240,,0,,,,,,,,4,80,274,321,0,202,144,310,1331,OK
COLD EAT,22796,BP,BP Breakfast Triple Skillet x4,BP,P+3,Alternative,134,80,316,316,312,304,,,1324,208,1324,144,302,260,,,,1400,1312,1479,328,,316,304,0,208,144,260,,0,,,,,MISSING,MISSING,,4,20,79,76,0,52,36,65,328,OK
HOT EAT,22799,BP,BP Ultimate Three Cheese Toastie x4,BP,P+7,Alternative,709,600,1592,1584,1836,1844,,,1909,840,1909,784,1787,1380,,,,6360,7032,6870,1758,,1584,1844,0,840,784,1380,,0,,,,,MISSING,MISSING,,4,150,396,461,0,210,196,345,1758,OK
HOT EAT,23364,BP,BP Steak & Onion Baguette,BP,P+7,Alternative,425,400,1380,1372,1532,1536,,,1044,592,1044,480,1186,820,,,,5564,5200,4545,1300,,1372,1536,0,592,480,820,,0,,,,,MISSING,MISSING,,4,100,343,384,0,148,120,205,1300,OK
HOT EAT,23623,BP,BP Scrambled Egg & Tomato Bap X4,BP,P+4,Alternative,,,,,,,,,,0,,0,,,,,,3188,0,642,0,,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK
HOT EAT,23840,BP,BP Classic Cheese & Ham Barmarked Toastie x4,BP,P+7,Alternative,647,400,1572,1564,1844,1852,,,986,704,986,740,1648,1200,,,,6100,6460,6571,1615,,1564,1852,0,704,740,1200,,0,,,,,MISSING,MISSING,,4,100,391,463,0,176,185,300,1615,OK
HOT EAT,23842,BP,BP Italian Style Meatball and Mozzarella Wrap x4,BP,P+7,Alternative,271,160,848,848,968,968,,,494,360,494,280,688,552,,,,2544,3168,2669,792,,848,968,0,360,280,552,,0,,,,,MISSING,MISSING,,4,40,212,242,0,90,70,138,792,OK
HOT EAT,23843,BP,BP Chicken & Chorizo Toastie x4,BP,P+7,Alternative,320,200,1408,1404,1576,1580,,,435,420,435,332,889,840,,,,4548,4776,4842,1194,,1404,1580,0,420,332,840,,0,,,,,MISSING,MISSING,,4,50,351,395,0,105,83,210,1194,OK
COLD EAT,23940,BP,"BP Turkey, Bacon, Stuffing & Cranberry Skillet",BP,P+3,Skillet,0,0,,,,,,,,0,,0,,,,,,760,0,181,0,,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK
HOT EAT,23841,BP,BP Hunters Chicken & Bacon Baguette,BP,P+7,Alternative,429,400,856,852,988,988,,,543,504,543,420,1075,960,,,,2480,4124,3065,1031,,852,988,0,504,420,960,,0,,,,,MISSING,MISSING,,4,100,213,247,0,126,105,240,1031,OK
SAL/HOT HOLD,23693,BP,BP Sour Cream (I5036) 1KG Tubs,BP,,Alternative,2,,2,,2,,,,2,,2,1,2,1,,,,5,2,5,1,,0,0,0,0,1,1,,0,,,,,MISSING,MISSING,,2,0,0,0,0,0,1,1,1,OK
SAL/HOT HOLD,23699,BP,"BP Cucumber, mooned and half slices (M4841) 1KG Tubs",BP,,Alternative,2,,2,,2,,,,2,,2,1,2,1,,,,5,2,5,0,,0,0,0,0,1,1,,0,,,,,MISSING,MISSING,,5,0,0,0,0,0,0,0,0,OK
SAL/HOT HOLD,23700,BP,BP Sliced Jalapenos (I5523) 1KG Tubs,BP,,Alternative,2,,2,,2,,,,2,,2,1,2,1,,,,5,2,5,1,,0,0,0,0,1,1,,0,,,,,MISSING,MISSING,,4,0,0,0,0,0,0,0,1,OK
SAL/HOT HOLD,23701,BP,BP Cocktail Vine Tomatoes (I7201) 1KG Tubs,BP,,Alternative,2,,2,,2,,,,2,,2,1,2,2,,,,6,3,7,2,,0,0,0,0,1,2,,0,,,,,MISSING,MISSING,,2,0,0,0,0,0,1,1,2,OK
SAL/HOT HOLD,23694,BP,BP Chargrilled Red & Yellow Peppers with Red Onions (I5585) 5KG,BP,,Alternative,,,,,,,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK
SAL/HOT HOLD,23695,BP,BP 50/50 Coleslaw Mix (I2552) 5KG,BP,,Alternative,1,,1,,1,,,,1,1,1,,1,1,,,,5,2,5,0,,0,0,0,1,0,1,,0,,,MISSING,MISSING,MISSING,MISSING,,5,0,0,0,0,0,0,0,0,OK
SAL/HOT HOLD,23696,BP,BP Fresh Rocket Leaf (i2245) 1KG,BP,,Alternative,1,,1,,1,,,,1,,1,1,1,2,,,,6,3,5,1,,0,0,0,0,1,2,,0,,,MISSING,MISSING,MISSING,MISSING,,4,0,0,0,0,0,0,1,1,OK
SAL/HOT HOLD,23697,BP,BP Fresh Coriander bunch unprepped (I7630),BP,,Alternative,1,,1,,1,,,,1,,1,,1,,,,,4,0,3,0,,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,2,0,0,0,0,0,0,0,0,OK
SAL/HOT HOLD,23698,BP,BP Mixed Green Leaf (Apollo and Endive) (I5084) 1KG,BP,,Alternative,1,,1,,1,,,,1,,1,1,1,1,,,,5,2,5,1,,0,0,0,0,1,1,,0,,,MISSING,MISSING,MISSING,MISSING,,4,0,0,0,0,0,0,0,1,OK
,BPT,,BP TOASTIES TO BAKE,,,12x4,stock,1120,stock,4084,stock,3128,stock,0,stock,1648,stock,1360,stock,2620,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M9240,,BP TOASTIES TO BAKE (CHEESE TOPPED),,,,,,0,1096,0,1284,0,0,0,808,0,576,0,1240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M10196,,BP TOASTIES TO BAKE (THREE CHEESES TOPPED),,,,,,0,1584,0,1844,0,0,0,840,0,784,0,1380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M11412,,BP TOASTIES TO BAKE (CHIPOTLE TOPPED),,,,,,0,1404,0,1580,0,0,0,420,0,332,0,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,hot eats total,,,,,0,,12268,,8750,,7900,,9040,,9300,,13550,,,,,,,,,7648,8848,0,5364,4488,8140,,,,,,,,,,,,,,,,,,,
,COOP,,Totals BP,,,,9946,6080,20960,20872,23540,23528,0,0,14456,12460,14456,10528,23443,19233,0,0,0,98217,92708,97460,23178,0,20872,23528,0,12461,10530,19237,0,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.000,,0.180,,0.190,,0.140,,0.130,,0.160,,0.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.000,,0.000,,0.000,,0.000,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19463,Co-op,Co-op Ham & Cheese Skillet,Co-op,P+4,Skillet,,,14155,13790,,0,7807,9850,14164,12225,13519,11194,10484,8089,,,,64484,55148,45429,55148,0,13790,0,9850,12225,11194,8089,,8089,,,,,MISSING,MISSING,,1,0,13790,0,9850,12225,11194,8089,55148,OK
TEMP delist 17/06,19488,Co-op,Co-op Chicken & Bacon Caesar Wrap,Co-op,P+3,wrap,,,8179,9489,,0,4511,6007,8185,8498,7812,7922,6058,5652,,,,40386,37568,26251,37568,0,9489,0,6007,8498,7922,5652,,5652,,,,,,MISSING,,1,0,9489,0,6007,8498,7922,5652,37568,OK
,19489,Co-op,Co-op Aromatic Duck Wrap,Co-op,P+3,wrap,,,0,,,0,0,,2300,421,4000,4090,4000,1456,,,,18539,5967,0,5967,0,0,0,0,421,4090,1456,,1456,,,,,,MISSING,,1,0,0,0,0,421,4090,1456,5967,OK
TEMP delist 08/07,19490,Co-op,Co-op Southern Fried Chicken Wrap,Co-op,P+3,wrap,,,6075,7466,,0,5481,4721,6016,7206,6835,5398,6521,4443,,,,34042,29234,24446,29234,0,7466,0,4721,7206,5398,4443,,4443,,,,,MISSING,MISSING,,1,0,7466,0,4721,7206,5398,4443,29234,OK
,19491,Co-op,Co-op Falafel Wrap,Co-op,P+4,wrap,,,2574,3712,,0,2290,2219,2619,3578,2735,2321,2579,2009,,,,16108,13839,10066,13839,0,3712,0,2219,3578,2321,2009,,2009,,,,,MISSING,MISSING,,1,0,3712,0,2219,3578,2321,2009,13839,OK
,19495,Co-op,Co-op GL Mexican Chipotle Bean Wrap,Co-op,P+3,wrap,,,0,,,0,0,,1600,321,3000,3871,3000,1022,,,,16691,5214,0,5214,0,0,0,0,321,3871,1022,,1022,,,,,,MISSING,,1,0,0,0,0,321,3871,1022,5214,OK
,20130,Co-op,Co-op Ham & Mustard Skillet,Co-op,P+4,Skillet,,,3628,3938,,0,3908,2610,4335,3339,2444,3029,3524,2093,,,,17451,15009,14113,15009,0,3938,0,2610,3339,3029,2093,,2093,,,,,MISSING,MISSING,,1,0,3938,0,2610,3339,3029,2093,15009,OK
Temp Delist,20453,Co-op,Co-op Low Fat Ham Salad Skillet,Co-op,P+3,Skillet,,,0,0,,0,0,0,0,,0,0,0,0,,,,2286,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,1,0,0,0,0,0,0,0,0,OK
Back depot 06/01,22844,Co-op,CO-OP All Day Breakfast Hot Wrap,Co-op,P+2,Alternative,,,,,,,,,,,,,,,,,,10866,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,1,0,0,0,0,0,0,0,0,OK
Back depot 06/01,22845,Co-op,CO-OP Chicken Fajita Hot Wap,Co-op,P+2,Alternative,,,,,,,,,,,,,,,,,,4451,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,1,0,0,0,0,0,0,0,0,OK
Back depot 06/01,22846,Co-op,CO-OP Ham & Cheese Toastie,Co-op,P+2,Alternative,,,,,,,,,,,,,,,,,,6694,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,1,0,0,0,0,0,0,0,0,OK
Back depot 06/01,23806,Co-op,CO-OP Mexican Hot Wrap,Co-op,P+2,Alternative,,,,,,,,,,,,,,,,,,1894,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,1,0,0,0,0,0,0,0,0,OK
,23850p,Sutherland,GU All Day Breakfast Panini,Sutherland,P+4,Alternative,,,,,,,,,,,,,,,,,,0,0,#N/A,0,0,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,1,0,0,0,0,0,0,0,0,OK
,23851p,Sutherland,GU Tuna Melt Panini,Sutherland,P+4,Alternative,,,,,,,,,,,,,,,,,,0,0,#N/A,0,0,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,1,0,0,0,0,0,0,0,0,OK
,23853p,Sutherland,GU Chicken & Red Pepper Panini,Sutherland,P+4,Alternative,,,,,,,,,,,,,,,,,,0,0,#N/A,0,0,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,1,0,0,0,0,0,0,0,0,OK
,17102,Co-op,Co-op Ham & Cheese Skillet x4,Co-op,P+4,Skillet,,,400,272,,0,275,416,499,264,476,368,369,376,,,,2220,1696,1600,424,0,272,0,416,264,368,376,,376,,,MISSING,MISSING,MISSING,MISSING,,4,0,68,0,104,66,92,94,424,OK
TEMP delist 08/07,17104,Co-op,Co-op Southern Fried Chicken Wrap x4,Co-op,P+3,wrap,,,300,184,,0,284,200,222,144,210,160,374,176,,,,1484,864,1101,216,0,184,0,200,144,160,176,,176,,,,,MISSING,MISSING,,4,0,46,0,50,36,40,44,216,OK
