,0,sku #,Customer,Sku Name,Date,Forecast,Actual
3687,,27946,Sainsbury's PFS,JS PFS Steak & caramelised onion sandwich,02/01/2022,16,30
3688,9929,27131,Sainsbury's PFS,JS PFS Chicken Salad Skillet x 1,02/01/2022,56,309
3689,,27179,Sainsbury's PFS,JS PFS Chicken & Maple Cured Bacon Skillet x 1,02/01/2022,,0
3690,,27109,Sainsbury's PFS,JS PFS Brie & Cranberry Skillet,02/01/2022,,
3691,,22288,Sainsbury's,JS Brie & Cranberry Skillet,02/01/2022,,
3692,,28111,Sainsbury's,JS Boxing Day Sub Roll,02/01/2022,,
3693,,28112,Sainsbury's,JS Rudolph's Christmas Feast,02/01/2022,,
3694,,28113,Sainsbury's,JS Beef Wellington Special,02/01/2022,,
3695,,28375,Sainsbury's,JS Christmas Platter,02/01/2022,,0
3696,,28474,Sainsbury's,JS PF BOXING DAY LEFTOVER SUB,02/01/2022,,0
3697,,28475,Sainsbury's,JS PF RUDOLPHS CARROT & VEG ST,02/01/2022,,0
3698,,27331,Sainsbury's,JS Indian Inspired Chickpea Flatbread,02/01/2022,,0
3699,,27332,Sainsbury's,JS Middle Eastern Lamb Kofta Flatbread  ,02/01/2022,,0
3700,,28100,Sainsbury's,JS Hell's Spicy Chicken Roll,02/01/2022,,0
3701,7980037,24649,Sainsbury's,JS Ham Hock & Mature Cheddar Grab Bag,02/01/2022,,0
3702,,23955,Sainsbury's,JS Seafood Platter x1,02/01/2022,,0
3703,7972085,24770,Sainsbury's,JS Party Sandwich Platter,02/01/2022,,0
3704,7972091,24480,Sainsbury's,JS Premium Sandwich Platter,02/01/2022,,0
3705,3277,22186,Sainsbury's PFS,JS DTS Southern Fried Chicken Wrap x 1,02/01/2022,,0
3706,3278,22187,Sainsbury's PFS,"JS DTS Ham & Egg Sub Roll 10"" x 1",02/01/2022,,0
3707,3292,23990,Sainsbury's PFS,JS DTS Chicken Salad Skillet x 1,02/01/2022,,0
3708,3294,23992,Sainsbury's PFS,JS DTS Seafood Cocktail Skillet x 1,02/01/2022,,0
3709,7799572,23686,Sainsbury's,JS Seafood Cocktail Skillet x 8,02/01/2022,,0
3710,,27781,Sainsbury's Café,JS CAFE Bacon Bap x 4          ,02/01/2022,1533,1824
3711,,27782,Sainsbury's Café,JS CAFE Sausage Bap x 4,02/01/2022,1231,1572
3712,,27783,Sainsbury's Café,JS CAFE Egg Florentine x 4,02/01/2022,0,
3713,,27784,Sainsbury's Café,JS CAFE Cheese & Onion Topped Toastie x 4,02/01/2022,1127,1468
3714,,27785,Sainsbury's Café,JS CAFE Ham & Cheese Topped Toastie x 4,02/01/2022,1221,1528
3715,,27786,Sainsbury's Café,JS CAFE Chicken & Bacon Topped Toastie x 4,02/01/2022,0,0
3716,,27787,Sainsbury's Café,JS CAFE Tomato & Mozarella Panini x 4,02/01/2022,0,0
3717,,27788,Sainsbury's Café,JS CAFE Tuna Cheese Melt Panini x 4,02/01/2022,764,1052
3718,,27789,Sainsbury's Café,JS CAFE Kids Cheese Sandwich x 4,02/01/2022,701,964
3719,,27790,Sainsbury's Café,JS CAFE Kids Ham Sandwich x 4,02/01/2022,697,948
3720,,27791,Sainsbury's Café,JS CAFE Egg & Cress Sandwich x 2,02/01/2022,484,630
3721,,27792,Sainsbury's Café,JS CAFE Prawn Mayonnaise Sandwich x 2,02/01/2022,454,606
3722,,27793,Sainsbury's Café,JS CAFE Chicken & Bacon Sandwich x 2,02/01/2022,0,0
3723,,27794,Sainsbury's Café,JS CAFE Cheese Ploughmans x 2,02/01/2022,0,0
3724,,28103,Sainsbury's Café,JS CAFE Pig Under Blankets Toastie,02/01/2022,,0
3725,,28104,Sainsbury's Café,JS CAFÉ Rudolph's Christmas Feast,02/01/2022,498,504
3726,,28105,Sainsbury's Café,JS CAFÉ Turkey Feast Sandwich Stack,02/01/2022,458,422
3727,,28106,Sainsbury's Café,JS CAFÉ Cheese & Chutney Toastie,02/01/2022,,0
3728,,28107,Sainsbury's Café,JS CAFÉ Turkey Trimmings Panini,02/01/2022,866,828
3729,,28108,Sainsbury's Café,JS CAFÉ Brie & Cranberry Panini,02/01/2022,869,808
3730,,28182,Sainsbury's Café,JS CAFÉ Cheese & Tomato Pizza,02/01/2022,,0
3731,,28296,Sainsbury's Café,JS CAFE Vegan Panini Meatless Marinara,02/01/2022,0,0
3732,,28297,Sainsbury's Café,JS CAFE Vegan Sausage Bap x 4,02/01/2022,0,0
3733,3700,27201,GDTS MCCOLLS,McColl's Southern Fried Chicken Wrap,02/01/2022,,
3734,3706,27202,GDTS MCCOLLS,McColl's Chicken & Bacon Caesar Wrap,02/01/2022,1566,1574
3735,3703,27205,GDTS MCCOLLS,McColl's FALAFEL & HOUMOUS WRAP,02/01/2022,0,0
3736,,28139,GDTS MCCOLLS,MC XMAS CHEESE BOARD WEDGE,02/01/2022,0,0
3737,,28140,GDTS MCCOLLS,MC XMAS TURKEY LUNCH WEDGE,02/01/2022,0,0
3738,,28141,GDTS MCCOLLS,MC XMAS PIGS UNDER BLANKETS WEDGE,02/01/2022,0,0
3739,,27410,WAITROSE,WR Shakshuka Eggs Flatbread x 4,02/01/2022,,
3740,,27411,WAITROSE,WR Spiced Roasted Aubergine Flatbread x 4,02/01/2022,,
3741,Wrap,443009,,44813,02/01/2022,,Sat / Sun
3742,,,,,03/01/2022,03/01/2022,02/01/2022
3743,9518832,20371,Asda,AS Chicken Fajita Triple Wrap x4,03/01/2022,2922,2932
3744,50193482,22592,Asda,AS Chicken & Bacon Skillet x 8,03/01/2022,6919,6336
3745,50243954,22708,Asda,AS Chicken Bacon Caesar Triple Wrap x 8,03/01/2022,6382,2872
3746,50535479,23870,Asda,AS Chicken Fajita Wrap x4,03/01/2022,1488,692
3747,50535476,23871,Asda,AS Chicken Bacon Caesar Wrap x 6,03/01/2022,5322,6348
3748,50779457,24806,Asda Café,ASC Tuna Melt Panini x4,03/01/2022,883,716
3749,50779460,24809,Asda Café,ASC Cheese & Tomato Toastie x4,03/01/2022,538,
3750,50779461,24810,Asda Café,ASC Ham & Cheese Toastie x4,03/01/2022,1098,816
3751,50779462,24811,Asda Café,ASC ADB Topped Toastie x4,03/01/2022,372,
3752,50773032,24821,Asda Café,ASC Cheeseboard Toastie,03/01/2022,814,
3753,50027363,26311,Asda Café,ASC Turkey Feast Toastie,03/01/2022,,0
3754,6250,19488,Co-op,Co-op Chicken & Bacon Caesar Wrap,03/01/2022,6185,5903
3755,6251,19489,Co-op,Co-op Aromatic Duck Wrap,03/01/2022,4167,3000
3756,6252,19490,Co-op,Co-op Southern Fried Chicken Wrap,03/01/2022,5475,3769
3757,6253,19491,Co-op,Co-op Falafel Wrap,03/01/2022,2750,2000
3758,6747,27443,Co-op,COOP HAM & CHEESE SUB ROLL,03/01/2022,7944,5075
3759,6748,27445,Co-op,COOP TUNA CRUNCH SUB ROLL,03/01/2022,4801,2749
3760,4458,17104,Co-op,Co-op Southern Fried Chicken Wrap x4,03/01/2022,219,928
3761,4448,17105,Co-op,Co-op Chicken & Bacon Caesar Wrap x4,03/01/2022,337,1160
3762,4413,19743,Co-op,Co-op Falafel Wrap x 4,03/01/2022,89,472
3763,4447,19783,Co-op,Co-op Aromatic Duck Wrap x4,03/01/2022,139,472
3764,,27444,Co-op,COOP HAM & CHEESE SUB ROLL x 4,03/01/2022,39,76
3765,,27446,Co-op,COOP TUNA CRUNCH SUB ROLL x 4,03/01/2022,14,28
3766,,17791,Co-op,COOP TI NEW YORK DELI GRAB BAG x4,03/01/2022,,
3767,,20161,Co-op,COOP HAM & MUSTARD x4,03/01/2022,,
3768,6390,22341,Co-op,CO-OP HAM & CHEESE PANINI,03/01/2022,,
3769,6393,22844,Co-op,CO-OP All Day Breakfast Hot Wrap,03/01/2022,,
3770,6338,25007,Co-op,Co-op Sausage & Egg Breakfast Muffin,03/01/2022,,
3771,,19463,Co-op,COOP HAM & CHEESE,03/01/2022,,
3772,6402,19506,Co-op,COOP TI NEW YORK DELI GRAB BAG,03/01/2022,,
3773,6058,20130,Co-op,COOP HAM & MUSTARD,03/01/2022,,
3774,4542167,27801,Morrisons,WM Southern Fried Chicken Wrap x8,03/01/2022,3984,3520
3775,4547196,18258,Morrisons,WM Aromatic Duck Wrap x4,03/01/2022,1904,944
3776,4542173,27806,Morrisons,WM Chicken & Bacon Caesar Wrap x12,03/01/2022,10116,8580
3777,4542164,27807,Morrisons,WM Sweet Chilli Chicken Wrap x6,03/01/2022,0,0
3778,4541063,28440,Morrisons,WM Falafel & Spiced Houmous Wrap x4,03/01/2022,1050,1500
3779,4540498,24993,Morrisons,WM Mexican Style 3 Bean Wrap x4,03/01/2022,1364,472
3780,,26156,Morrisons,WM Counted Med Tuna Wrap,03/01/2022,1840,356
3781,4540491,27436,Morrisons,WM Greek Chicken Wrap,03/01/2022,812,452
3782,4540492,27437,Morrisons,WM Korean Beef Wrap,03/01/2022,1828,772
3783,4542180,28002,Morrisons,WMM Cheeseboard Skillet,03/01/2022,,
3784,4542181,28003,Morrisons,WMM Turkey Curry Wrap,03/01/2022,,
3785,4542182,28004,Morrisons,WMM Vegan Feast Skillet,03/01/2022,,
3786,4542183,28005,Morrisons,WMM Pigs Under Blankets Skillet,03/01/2022,,
3787,4542184,28006,Morrisons,WMM Turkey Lunch Wedge Skillet,03/01/2022,,
3788,1855,21612,Morrisons PFS,WM DTS Southern Fried Chicken Wrap,03/01/2022,,
3789,1780,22865,Morrisons PFS,WM DTS Chicken & Bacon Caesar Wrap ,03/01/2022,4286,3857
3790,1770,24342,Morrisons PFS,WM DTS Sweet Chilli Chicken Wrap,03/01/2022,,
3791,,28136,Morrisons PFS,WMM DTS Pigs Under Blankets Skillet,03/01/2022,,
3792,,28137,Morrisons PFS,WMM DTS Cheeseboard Skillet,03/01/2022,,
3793,,28138,Morrisons PFS,WMM DTS Turkey Lunch Wedge Skillet,03/01/2022,,
3794,4549979,22864,Morrisons,WM 16 PIECE WRAP PLATTER x 1,03/01/2022,100,109
3795,4548306,24886,Morrisons,WM Vegetarian Sandwich Platter,03/01/2022,67,80
3796,4548303,24887,Morrisons,WM Meat Sandwich Platter,03/01/2022,102,95
3797,4549090,24890,Morrisons,WM Classic Sandwich Platter ,03/01/2022,229,139
3798,4548302,24891,Morrisons,WM Party Classic Sandwich Platter ,03/01/2022,,
3799,4548305,24888,Morrisons,WM Vegetarian Wraps Platter,03/01/2022,,
3800,4548301,24889,Morrisons,WM The Best Sandwich Platter,03/01/2022,,
3801,4540434,18257,Morrisons,WM Southern Fried Chicken Wrap x4,03/01/2022,,
3802,4540433,19799,Morrisons,WM Chicken Fajita Wrap x4,03/01/2022,,
3803,4540448,20119,Morrisons,WM Chicken & Bacon Caesar Wrap x4,03/01/2022,,
3804,4540498,23988,Morrisons,WM Falafel & Spiced Houmous Wrap x4,03/01/2022,,
3805,,21855,Morrisons,WM Sweet Chilli Chicken Wrap x4,03/01/2022,,
3806,,23768,Morrisons Café,MRS Egg & Cress Crisps Pack x 2 ,03/01/2022,,
3807,,23770,Morrisons Café,MRS Just Ham Crisps Pack x 2,03/01/2022,,
3808,,23773,Morrisons Café,MRS Salmon & Cucumber Crisps Pack x 2,03/01/2022,,
3809,7799572,21914,Sainsbury's,JS Seafood Cocktail Skillet x 4,03/01/2022,1963,2092
3810,7797696,21936,Sainsbury's,JS BGTY Tuna & Cucumber Skillet x 4,03/01/2022,2047,1976
3811,7798199,21970,Sainsbury's,JS New Yorker Grab Bag,03/01/2022,1642,3044
3812,7799556,21951,Sainsbury's,"JS Chicken, Bacon & Caesar Wrap x 4",03/01/2022,12211,11488
3813,7799565,21952,Sainsbury's,JS Duck & Hoisin Wrap x 4,03/01/2022,6311,6148
3814,7798446,21953,Sainsbury's,JS Southern Fried Chicken Wrap x4,03/01/2022,11768,10716
3815,7798442,21954,Sainsbury's,JS Falafel & Houmous Wrap x 4,03/01/2022,3808,3428
3816,7798436,21955,Sainsbury's,"JS Mozzarella, Tomato and Pesto Wrap x 4",03/01/2022,5739,5240
3817,7798864,22312,Sainsbury's,JS Chicken & Maple Cured Bacon Skillet x 6,03/01/2022,0,0
3818,7847033,22468,Sainsbury's,"JS Brie, Bacon & Chilli Chutney Skillet x4",03/01/2022,0,0
3819,7849630,22469,Sainsbury's,"JS Avocado, Tomato & Basil Skillet x4",03/01/2022,0,0
3820,7847035,22472,Sainsbury's,JS Chicken Fajita Triple Wrap x4,03/01/2022,3432,3124
3821,7958341,24077,Sainsbury's,JS Greek Chicken & Tzatziki Premium Wrap X4,03/01/2022,1578,2132
3822,7980040,24648,Sainsbury's,JS Steak & Caramelised Red Onion Grab Bag,03/01/2022,2289,1928
3823,7991425,24955,Sainsbury's,JS Vegan Mexican Bean Wrap,03/01/2022,1862,2564
3824,,25543,Sainsbury's,JS Harissa Chicken Wrap,03/01/2022,0,0
3825,,25544,Sainsbury's,JS Vegan Onion Bhaji Sandwich,03/01/2022,0,0
3826,,25545,Sainsbury's,JS Katsu Chicken Sandwich ,03/01/2022,0,0
3827,8018816,25608,Sainsbury's,JS Halloumi Roast Vegetable Wrap,03/01/2022,752,1224
3828,7798851,26002,Sainsbury's,JS Chicken Salad Skillet x 4,03/01/2022,13565,14320
3829,8046570,26981,Sainsbury's,JS Tuna Crunch Sub Roll ,03/01/2022,0,0
3830,8046550,26983,Sainsbury's,JS Chicken and Bacon Sub Roll ,03/01/2022,0,0
3831,8046562,26984,Sainsbury's,JS Ham and Cheese Sub Roll ,03/01/2022,4872,5156
3832,,28009,Sainsbury's,JS HTE Egg & Cheese Muffin,03/01/2022,0,0
3833,,28010,Sainsbury's,JS HTE Meatball Marinara Wrap,03/01/2022,0,0
3834,,28011,Sainsbury's,JS HTE Ham & Cheese Toastie,03/01/2022,0,0
3835,,28369,Sainsbury's,JS Hoisin No Duck Wrap x 4,03/01/2022,0,0
3836,8018816,28370,Sainsbury's,JS Vegan No Chicken Ceasar Wrap x 4,03/01/2022,0,0
3837,7798851,28371,Sainsbury's,JS Vegan No Coronation Chicken Skillet x 4,03/01/2022,0,0
3838,8046570,28372,Sainsbury's,JS Vegan Meatless Meatball Marinara Subroll x 4,03/01/2022,0,0
3839,8046550,28373,Sainsbury's,JS Vegan No Chicken Tikka Roll x 4,03/01/2022,0,0
3840,,22883,Sainsbury's,JS Wrap Platter x1,03/01/2022,100,0
3841,,23956,Sainsbury's,JS Classic Sandwich Platter x1,03/01/2022,100,164
3842,,22882,Sainsbury's,JS Meat Sandwich Platter x1,03/01/2022,100,0
3843,,23954,Sainsbury's,JS Vegetarian Sandwich Platter x1,03/01/2022,100,69
3844,8530,27728,Sainsbury's,"JS PF Chicken, Bacon & Caesar Wrap x 1",03/01/2022,17,20
3845,8581,27727,Sainsbury's PFS,"JS PFS Mozzarella, Tomato and Pesto Wrap x 1",03/01/2022,15,20
3846,8531,27729,Sainsbury's PFS,JS PFS Duck & Hoisin Wrap x 1,03/01/2022,17,20
3847,8534,27730,Sainsbury's PFS,JS PFS Southern Fried Chicken Wrap x1,03/01/2022,18,20
3848,9935,27133,Sainsbury's PFS,JS PFS Seafood Cocktail Skillet x 1,03/01/2022,0,0
3849,,27921,Sainsbury's PFS,JS PFS Chicken and Bacon Sub Roll ,03/01/2022,0,0
3850,,27924,Sainsbury's PFS,JS PFS Korean Chicken Sandwich,03/01/2022,0,0
3851,,27933,Sainsbury's PFS,JS PFS TUNA & CUCUMBER SUB,03/01/2022,0,0
3852,,27934,Sainsbury's PFS,JS PFS Ham And Cheese Sub Roll,03/01/2022,,0
3853,,27935,Sainsbury's PFS,JS PFS Sweet Chilli Chicken Wrap,03/01/2022,,0
3854,,27937,Sainsbury's PFS,JS PFS TTD Eggs Hollandaise with Avocado,03/01/2022,,0
3855,,27938,Sainsbury's PFS,"JS PFS Brie, Bacon & Chilli Chutney Skillet",03/01/2022,,0
3856,,27939,Sainsbury's PFS,JS PFS greek style chicken & tzatziki wrap,03/01/2022,14,18
3857,,27946,Sainsbury's PFS,JS PFS Steak & caramelised onion sandwich,03/01/2022,14,18
3858,9929,27131,Sainsbury's PFS,JS PFS Chicken Salad Skillet x 1,03/01/2022,49,413
3859,,27179,Sainsbury's PFS,JS PFS Chicken & Maple Cured Bacon Skillet x 1,03/01/2022,0,0
3860,,27109,Sainsbury's PFS,JS PFS Brie & Cranberry Skillet,03/01/2022,0,0
3861,,22288,Sainsbury's,JS Brie & Cranberry Skillet,03/01/2022,0,0
3862,,28111,Sainsbury's,JS Boxing Day Sub Roll,03/01/2022,0,0
3863,,28112,Sainsbury's,JS Rudolph's Christmas Feast,03/01/2022,0,0
3864,,28113,Sainsbury's,JS Beef Wellington Special,03/01/2022,0,0
3865,,28375,Sainsbury's,JS Christmas Platter,03/01/2022,0,0
3866,,28474,Sainsbury's,JS PF BOXING DAY LEFTOVER SUB,03/01/2022,,
3867,,28475,Sainsbury's,JS PF RUDOLPHS CARROT & VEG ST,03/01/2022,,
3868,,27331,Sainsbury's,JS Indian Inspired Chickpea Flatbread,03/01/2022,,
3869,,27332,Sainsbury's,JS Middle Eastern Lamb Kofta Flatbread  ,03/01/2022,,
3870,,28100,Sainsbury's,JS Hell's Spicy Chicken Roll,03/01/2022,,
3871,7980037,24649,Sainsbury's,JS Ham Hock & Mature Cheddar Grab Bag,03/01/2022,,
3872,,23955,Sainsbury's,JS Seafood Platter x1,03/01/2022,,
3873,7972085,24770,Sainsbury's,JS Party Sandwich Platter,03/01/2022,,
3874,7972091,24480,Sainsbury's,JS Premium Sandwich Platter,03/01/2022,,
3875,3277,22186,Sainsbury's PFS,JS DTS Southern Fried Chicken Wrap x 1,03/01/2022,,
3876,3278,22187,Sainsbury's PFS,"JS DTS Ham & Egg Sub Roll 10"" x 1",03/01/2022,,
3877,3292,23990,Sainsbury's PFS,JS DTS Chicken Salad Skillet x 1,03/01/2022,,
3878,3294,23992,Sainsbury's PFS,JS DTS Seafood Cocktail Skillet x 1,03/01/2022,,
3879,7799572,23686,Sainsbury's,JS Seafood Cocktail Skillet x 8,03/01/2022,,
3880,,27781,Sainsbury's Café,JS CAFE Bacon Bap x 4          ,03/01/2022,1407,1892
3881,,27782,Sainsbury's Café,JS CAFE Sausage Bap x 4,03/01/2022,1129,1592
3882,,27783,Sainsbury's Café,JS CAFE Egg Florentine x 4,03/01/2022,620,600
3883,,27784,Sainsbury's Café,JS CAFE Cheese & Onion Topped Toastie x 4,03/01/2022,1034,1400
3884,,27785,Sainsbury's Café,JS CAFE Ham & Cheese Topped Toastie x 4,03/01/2022,1120,1512
3885,,27786,Sainsbury's Café,JS CAFE Chicken & Bacon Topped Toastie x 4,03/01/2022,0,
3886,,27787,Sainsbury's Café,JS CAFE Tomato & Mozarella Panini x 4,03/01/2022,0,
3887,,27788,Sainsbury's Café,JS CAFE Tuna Cheese Melt Panini x 4,03/01/2022,701,960
3888,,27789,Sainsbury's Café,JS CAFE Kids Cheese Sandwich x 4,03/01/2022,643,876
3889,,27790,Sainsbury's Café,JS CAFE Kids Ham Sandwich x 4,03/01/2022,640,872
3890,,27791,Sainsbury's Café,JS CAFE Egg & Cress Sandwich x 2,03/01/2022,444,596
3891,,27792,Sainsbury's Café,JS CAFE Prawn Mayonnaise Sandwich x 2,03/01/2022,417,584
3892,,27793,Sainsbury's Café,JS CAFE Chicken & Bacon Sandwich x 2,03/01/2022,0,
3893,,27794,Sainsbury's Café,JS CAFE Cheese Ploughmans x 2,03/01/2022,0,
3894,,28103,Sainsbury's Café,JS CAFE Pig Under Blankets Toastie,03/01/2022,,
3895,,28104,Sainsbury's Café,JS CAFÉ Rudolph's Christmas Feast,03/01/2022,,
3896,,28105,Sainsbury's Café,JS CAFÉ Turkey Feast Sandwich Stack,03/01/2022,,
3897,,28106,Sainsbury's Café,JS CAFÉ Cheese & Chutney Toastie,03/01/2022,,
3898,,28107,Sainsbury's Café,JS CAFÉ Turkey Trimmings Panini,03/01/2022,,
3899,,28108,Sainsbury's Café,JS CAFÉ Brie & Cranberry Panini,03/01/2022,,
3900,,28182,Sainsbury's Café,JS CAFÉ Cheese & Tomato Pizza,03/01/2022,,
3901,,28296,Sainsbury's Café,JS CAFE Vegan Panini Meatless Marinara,03/01/2022,0,
3902,,28297,Sainsbury's Café,JS CAFE Vegan Sausage Bap x 4,03/01/2022,0,
3903,3700,27201,GDTS MCCOLLS,McColl's Southern Fried Chicken Wrap,03/01/2022,,
3904,3706,27202,GDTS MCCOLLS,McColl's Chicken & Bacon Caesar Wrap,03/01/2022,2261,2159
3905,3703,27205,GDTS MCCOLLS,McColl's FALAFEL & HOUMOUS WRAP,03/01/2022,0,0
3906,,28139,GDTS MCCOLLS,MC XMAS CHEESE BOARD WEDGE,03/01/2022,0,0
3907,,28140,GDTS MCCOLLS,MC XMAS TURKEY LUNCH WEDGE,03/01/2022,0,0
3908,,28141,GDTS MCCOLLS,MC XMAS PIGS UNDER BLANKETS WEDGE,03/01/2022,0,0
3909,,27410,WAITROSE,WR Shakshuka Eggs Flatbread x 4,03/01/2022,,
3910,,27411,WAITROSE,WR Spiced Roasted Aubergine Flatbread x 4,03/01/2022,,
3911,Wrap,443009,,44813,03/01/2022,,Sun/Mon
3912,,,,,04/01/2022,04/01/2022,01/01/2022
3913,9518832,20371,Asda,AS Chicken Fajita Triple Wrap x4,04/01/2022,2912,556
3914,50193482,22592,Asda,AS Chicken & Bacon Skillet x 8,04/01/2022,6896,6592
3915,50243954,22708,Asda,AS Chicken Bacon Caesar Triple Wrap x 8,04/01/2022,6361,8024
3916,50535479,23870,Asda,AS Chicken Fajita Wrap x4,04/01/2022,1483,1544
3917,50535476,23871,Asda,AS Chicken Bacon Caesar Wrap x 6,04/01/2022,5304,4242
3918,50779457,24806,Asda Café,ASC Tuna Melt Panini x4,04/01/2022,405,372
3919,50779460,24809,Asda Café,ASC Cheese & Tomato Toastie x4,04/01/2022,2216,244
3920,50779461,24810,Asda Café,ASC Ham & Cheese Toastie x4,04/01/2022,493,456
3921,50779462,24811,Asda Café,ASC ADB Topped Toastie x4,04/01/2022,1548,204
3922,50773032,24821,Asda Café,ASC Cheeseboard Toastie,04/01/2022,204,
3923,50027363,26311,Asda Café,ASC Turkey Feast Toastie,04/01/2022,0,0
3924,6250,19488,Co-op,Co-op Chicken & Bacon Caesar Wrap,04/01/2022,6185,7000
3925,6251,19489,Co-op,Co-op Aromatic Duck Wrap,04/01/2022,2248,3000
3926,6252,19490,Co-op,Co-op Southern Fried Chicken Wrap,04/01/2022,5475,6000
3927,6253,19491,Co-op,Co-op Falafel Wrap,04/01/2022,1494,2000
3928,6747,27443,Co-op,COOP HAM & CHEESE SUB ROLL,04/01/2022,5990,4968
3929,6748,27445,Co-op,COOP TUNA CRUNCH SUB ROLL,04/01/2022,3317,2708
3930,4458,17104,Co-op,Co-op Southern Fried Chicken Wrap x4,04/01/2022,206,748
3931,4448,17105,Co-op,Co-op Chicken & Bacon Caesar Wrap x4,04/01/2022,317,836
3932,4413,19743,Co-op,Co-op Falafel Wrap x 4,04/01/2022,83,348
3933,4447,19783,Co-op,Co-op Aromatic Duck Wrap x4,04/01/2022,130,344
3934,,27444,Co-op,COOP HAM & CHEESE SUB ROLL x 4,04/01/2022,36,80
3935,,27446,Co-op,COOP TUNA CRUNCH SUB ROLL x 4,04/01/2022,13,24
3936,,17791,Co-op,COOP TI NEW YORK DELI GRAB BAG x4,04/01/2022,,
3937,,20161,Co-op,COOP HAM & MUSTARD x4,04/01/2022,,
3938,6390,22341,Co-op,CO-OP HAM & CHEESE PANINI,04/01/2022,,
3939,6393,22844,Co-op,CO-OP All Day Breakfast Hot Wrap,04/01/2022,,
3940,6338,25007,Co-op,Co-op Sausage & Egg Breakfast Muffin,04/01/2022,,
3941,,19463,Co-op,COOP HAM & CHEESE,04/01/2022,,
3942,6402,19506,Co-op,COOP TI NEW YORK DELI GRAB BAG,04/01/2022,,
3943,6058,20130,Co-op,COOP HAM & MUSTARD,04/01/2022,,
3944,4542167,27801,Morrisons,WM Southern Fried Chicken Wrap x8,04/01/2022,4617,6000
3945,4547196,18258,Morrisons,WM Aromatic Duck Wrap x4,04/01/2022,2512,2784
3946,4542173,27806,Morrisons,WM Chicken & Bacon Caesar Wrap x12,04/01/2022,9585,10992
3947,4542164,27807,Morrisons,WM Sweet Chilli Chicken Wrap x6,04/01/2022,0,0
3948,4541063,28440,Morrisons,WM Falafel & Spiced Houmous Wrap x4,04/01/2022,1660,1768
3949,4540498,24993,Morrisons,WM Mexican Style 3 Bean Wrap x4,04/01/2022,1400,1816
3950,,26156,Morrisons,WM Counted Med Tuna Wrap,04/01/2022,1242,1428
3951,4540491,27436,Morrisons,WM Greek Chicken Wrap,04/01/2022,1297,1852
3952,4540492,27437,Morrisons,WM Korean Beef Wrap,04/01/2022,2165,2804
3953,4542180,28002,Morrisons,WMM Cheeseboard Skillet,04/01/2022,,
3954,4542181,28003,Morrisons,WMM Turkey Curry Wrap,04/01/2022,,
3955,4542182,28004,Morrisons,WMM Vegan Feast Skillet,04/01/2022,,
3956,4542183,28005,Morrisons,WMM Pigs Under Blankets Skillet,04/01/2022,,
3957,4542184,28006,Morrisons,WMM Turkey Lunch Wedge Skillet,04/01/2022,,
3958,1855,21612,Morrisons PFS,WM DTS Southern Fried Chicken Wrap,04/01/2022,,
3959,1780,22865,Morrisons PFS,WM DTS Chicken & Bacon Caesar Wrap ,04/01/2022,4172,3778
3960,1770,24342,Morrisons PFS,WM DTS Sweet Chilli Chicken Wrap,04/01/2022,,
3961,,28136,Morrisons PFS,WMM DTS Pigs Under Blankets Skillet,04/01/2022,,
3962,,28137,Morrisons PFS,WMM DTS Cheeseboard Skillet,04/01/2022,,
3963,,28138,Morrisons PFS,WMM DTS Turkey Lunch Wedge Skillet,04/01/2022,,
3964,4549979,22864,Morrisons,WM 16 PIECE WRAP PLATTER x 1,04/01/2022,100,61
3965,4548306,24886,Morrisons,WM Vegetarian Sandwich Platter,04/01/2022,74,34
3966,4548303,24887,Morrisons,WM Meat Sandwich Platter,04/01/2022,124,61
3967,4549090,24890,Morrisons,WM Classic Sandwich Platter ,04/01/2022,212,63
3968,4548302,24891,Morrisons,WM Party Classic Sandwich Platter ,04/01/2022,,
3969,4548305,24888,Morrisons,WM Vegetarian Wraps Platter,04/01/2022,,
3970,4548301,24889,Morrisons,WM The Best Sandwich Platter,04/01/2022,,
3971,4540434,18257,Morrisons,WM Southern Fried Chicken Wrap x4,04/01/2022,,
3972,4540433,19799,Morrisons,WM Chicken Fajita Wrap x4,04/01/2022,,
3973,4540448,20119,Morrisons,WM Chicken & Bacon Caesar Wrap x4,04/01/2022,,
3974,4540498,23988,Morrisons,WM Falafel & Spiced Houmous Wrap x4,04/01/2022,,
3975,,21855,Morrisons,WM Sweet Chilli Chicken Wrap x4,04/01/2022,,
3976,,23768,Morrisons Café,MRS Egg & Cress Crisps Pack x 2 ,04/01/2022,,
3977,,23770,Morrisons Café,MRS Just Ham Crisps Pack x 2,04/01/2022,,
3978,,23773,Morrisons Café,MRS Salmon & Cucumber Crisps Pack x 2,04/01/2022,,
3979,7799572,21914,Sainsbury's,JS Seafood Cocktail Skillet x 4,04/01/2022,1455,1808
3980,7797696,21936,Sainsbury's,JS BGTY Tuna & Cucumber Skillet x 4,04/01/2022,1518,1788
3981,7798199,21970,Sainsbury's,JS New Yorker Grab Bag,04/01/2022,1218,1136
3982,7799556,21951,Sainsbury's,"JS Chicken, Bacon & Caesar Wrap x 4",04/01/2022,9055,9972
3983,7799565,21952,Sainsbury's,JS Duck & Hoisin Wrap x 4,04/01/2022,4680,5100
3984,7798446,21953,Sainsbury's,JS Southern Fried Chicken Wrap x4,04/01/2022,8727,9692
