Week no.,WK 20,,,3,4,5,8,,10,,12,,14,,16,,18,,20,20,35,36,37,,,,,,,,,,,,,Contribution Report,,,,,,,,CASES ORDERED,,,,,,,,,
50535476,23871,Asda,AS Chicken Bacon Caesar Wrap x 6,Asda,P+3,Wrap,1100,1296,2500,2496,2600,2826,3000,2934,3000,3276,2400,2694,1600,1680,,,,15858,17202,17661,2867,1296,2496,2826,2934,3276,2694,1680,,1680,,,,,MISSING,MISSING,,6,216,416,471,489,546,449,280,2867,OK
50422416,23355,Asda,AS Crunchy Tuna & Salad Sub Roll x 4,Asda,P+2,Alternative,900,676,2100,2192,1500,1332,1600,1284,1500,1600,800,660,900,932,,,,8172,8676,9473,2169,676,2192,1332,1284,1600,660,932,,932,,,,,MISSING,MISSING,,4,169,548,333,321,400,165,233,2169,OK
50422414,23356,Asda,AS Ham & Cheese Sub Roll x 4,Asda,P+2,Alternative,900,848,2100,2456,1650,1624,1800,1716,1700,1880,900,984,1000,1084,,,,9584,10592,11603,2648,848,2456,1624,1716,1880,984,1084,,1084,,,,,MISSING,MISSING,,4,212,614,406,429,470,246,271,2648,OK
50422415,23357,Asda,AS Chicken & Bacon Caesar Sub Roll x 4,Asda,P+2,Alternative,300,300,500,396,550,576,500,448,500,472,450,388,400,240,,,,2672,2820,4155,705,300,396,576,448,472,388,240,,240,,,,,MISSING,MISSING,,4,75,99,144,112,118,97,60,705,OK
,23358,Asda,AS Chicken Tikka Sub Roll x4,Asda,P+3,Alternative,300,272,600,660,650,556,600,508,600,636,400,396,400,348,,,,2948,3376,3711,844,272,660,556,508,636,396,348,,348,,,,,MISSING,MISSING,,4,68,165,139,127,159,99,87,844,OK
50422417,23359,Asda,AS Cheese Ploughmans Sub Roll x4,Asda,P+3,Alternative,250,140,350,380,450,364,400,340,400,368,400,316,220,216,,,,1876,2124,2893,531,140,380,364,340,368,316,216,,216,,,,,MISSING,MISSING,,4,35,95,91,85,92,79,54,531,OK
50535479,23870,Asda,AS Chicken Fajita Wrap x4,Asda,P+3,Wrap,400,432,900,856,1100,1160,1200,1072,1200,1368,1000,964,900,692,,,,6016,6544,6891,1091,432,856,1160,1072,1368,964,692,,692,,,,,MISSING,MISSING,,6,72,143,193,179,228,161,115,1091,OK
,23362,Asda,AS Pulled Pork Sub Roll x4,Asda,P+3,Alternative,160,96,300,336,350,248,300,268,300,300,200,232,200,160,,,,1400,1640,1849,410,96,336,248,268,300,232,160,,160,,,,,MISSING,MISSING,,4,24,84,62,67,75,58,40,410,OK
50302720,22678,Asda,AS Loaded Tomato &Basil Chicken Salad,Asda,P+4,Alternative,550,540,1300,1344,1000,960,1400,1372,1400,1176,1100,1168,800,824,,,,7008,7384,8313,1846,540,1344,960,1372,1176,1168,824,,824,,,,,MISSING,MISSING,,4,135,336,240,343,294,292,206,1846,OK
50302723,22681,Asda,AS Loaded Chicken & Bacon Salad,Asda,P+4,Alternative,700,812,2400,2468,1100,952,1800,1840,1600,1432,1200,1376,1000,956,,,,9388,9836,9938,2459,812,2468,952,1840,1432,1376,956,,956,,,,,MISSING,MISSING,,4,203,617,238,460,358,344,239,2459,OK
,23753,Asda Café,ASC Cheese Savoury Stack x4,Asda,P+4,Alternative,400,384,400,376,400,368,300,224,400,356,350,332,360,344,,,,2304,2384,1600,596,384,376,368,224,356,332,344,,344,,,,,MISSING,MISSING,,4,96,94,92,56,89,83,86,596,OK
,23754,Asda Café,"ASC Chicken, Stuffing & Bacon Stack x4",Asda,P+4,Alternative,360,356,420,384,400,404,300,244,420,344,380,304,360,340,,,,2232,2376,1600,594,356,384,404,244,344,304,340,,340,,,,,MISSING,MISSING,,4,89,96,101,61,86,76,85,594,OK
,23755,Asda Café,"ASC Ham, Cheese & Pickle Stack x4",Asda,P+4,Alternative,360,336,440,432,400,348,300,216,420,364,350,308,400,364,,,,2360,2368,1601,592,336,432,348,216,364,308,364,,364,,,,,MISSING,MISSING,,4,84,108,87,54,91,77,91,592,OK
,23756,Asda Café,ASC Chicken & Bacon Caesar Wrap x4,Asda,P+4,Alternative,200,168,250,236,250,228,200,152,250,184,220,188,200,176,,,,1200,1332,1370,333,168,236,228,152,184,188,176,,176,,,,,MISSING,MISSING,,4,42,59,57,38,46,47,44,333,OK
,23757,Asda Café,ASC Ham & Cheese Toastie x2,Asda,P+7,Alternative,450,506,500,514,500,516,400,326,550,478,500,486,500,524,,,,3082,3350,4122,1675,506,514,516,326,478,486,524,,524,,,,,MISSING,MISSING,,2,253,257,258,163,239,243,262,1675,OK
,23758,Asda Café,ASC Cheese & Tomato Toastie x2,Asda,P+7,Alternative,400,412,400,418,400,460,300,244,450,376,380,358,420,422,,,,2456,2690,4123,1345,412,418,460,244,376,358,422,,422,,,,,MISSING,MISSING,,2,206,209,230,122,188,179,211,1345,OK
,23759,Asda Café,ASC BLT Stack x4,Asda,P+4,Alternative,400,324,400,348,400,372,300,264,380,348,360,296,350,344,,,,2172,2296,1854,574,324,348,372,264,348,296,344,,344,,,,,MISSING,MISSING,,4,81,87,93,66,87,74,86,574,OK
,23760,Asda Café,ASC ADB Topped Toastie x2,Asda,P+7,Alternative,200,198,250,234,220,226,200,128,250,194,200,202,220,222,,,,1308,1404,2240,702,198,234,226,128,194,202,222,,222,,,,,MISSING,MISSING,,2,99,117,113,64,97,101,111,702,OK
,23761,Asda Café,ASC Tuna Melt Panini x2,Asda,P+7,Alternative,350,432,450,480,420,466,300,314,420,446,400,430,450,462,,,,2734,3030,1868,1515,432,480,466,314,446,430,462,,462,,,,,MISSING,MISSING,,2,216,240,233,157,223,215,231,1515,OK
,23762,Asda Café,ASC Mozzarella & Pesto Panini x2,Asda,P+7,Alternative,300,380,400,490,350,400,300,232,400,362,380,344,380,348,,,,2314,2556,3237,1278,380,490,400,232,362,344,348,,348,,,,,MISSING,MISSING,,2,190,245,200,116,181,172,174,1278,OK
,23763,Asda Café,ASC Chicken & Chorizo Panini x2,Asda,P+7,Alternative,360,426,400,434,400,452,300,272,440,396,400,396,400,424,,,,2578,2800,2259,1400,426,434,452,272,396,396,424,,424,,,,,MISSING,MISSING,,2,213,217,226,136,198,198,212,1400,OK
,23764,Asda Café,ASC Cheese & Ham Panini x2,Asda,P+7,Alternative,450,540,500,556,500,550,400,372,520,518,500,500,520,560,,,,3248,3596,3241,1798,540,556,550,372,518,500,560,,560,,,,,MISSING,MISSING,,2,270,278,275,186,259,250,280,1798,OK
50535474,23868,Asda,AS Chicken & Stuffing Skillet x 6,Asda,P+3,Skillet,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,6,0,0,0,0,0,0,0,0,OK
delist 13/08,23638,Asda,AS Ham Hock & Cheddar Wrap,Asda,P+3,Wrap,,,,,,,,,,,,,,,,,,0,0,#N/A,0,0,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,6,0,0,0,0,0,0,0,0,OK
delist 07/08,23606,Asda,AS Wrap Platter,Asda,P+3,Alternative,,,,,,,,,,,,,,,,,,0,0,#N/A,0,0,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,6,0,0,0,0,0,0,0,0,OK
,M11393,Asda,AS TOASTIES (CHEESE & MUSTARD),Asda,,,,506,,514,,516,,326,,478,,486,,524,,,,,,,,,,,,,,,,,,,,,MISSING,MISSING,,,,,,,,,,,
,M11394,Asda,AS TOASTIES (BEANS & CHEESE),Asda,,,,198,,234,,226,,128,,194,,202,,222,,,,,,,,,,,,,,,,,,,,,MISSING,MISSING,,,,,,,,,,,
,M11395,Asda,AS TOASTIES ( CHEESE & TOAMATO),Asda,,,,412,,418,,460,,244,,376,,358,,422,,,,,,,,,,,,,,,,,,,,,MISSING,MISSING,,,,,,,,,,,
,,,,,,,,11%,,17%,,15%,,16%,,17%,,13%,,11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BP,,Totals ASDA,,,,17420,18438,26090,27606,26150,25062,28400,26032,26920,27996,22110,22278,17900,18516,0,0,0,154202,165822,175829,38913,15538,29618,25564,25258,28282,22656,18906,0,18906,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Test,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLD EAT,21459,BP,BP Southern Fried  Chicken Wrap x4,BP,P+3,Wrap,86,76,118,120,118,152,154,104,119,96,86,120,169,108,,,,836,776,967,194,76,120,152,104,96,120,108,,0,,,,,,,,4,19,30,38,26,24,30,27,194,OK
COLD EAT,21460,BP,BP Chicken & Stuffing Skillet x4,BP,P+3,Skillet,113,100,142,144,142,172,172,144,148,120,113,160,190,124,,,,928,964,1105,241,100,144,172,144,120,160,124,,0,,,,,,,,4,25,36,43,36,30,40,31,241,OK
COLD EAT,21461,BP,BP Egg Mayo Skillet x4,BP,P+3,Skillet,122,108,142,160,142,176,186,148,153,124,122,164,200,128,,,,1000,1008,1180,252,108,160,176,148,124,164,128,,0,,,,,,,,4,27,40,44,37,31,41,32,252,OK
COLD EAT,21462,BP,BP Cheese Ploughmans Skillet x4,BP,P+3,Skillet,113,100,147,148,147,164,168,132,158,124,113,164,195,128,,,,952,960,1104,240,100,148,164,132,124,164,128,,0,,,,,,,,4,25,37,41,33,31,41,32,240,OK
COLD EAT,21463,BP,BP Cheese & Onion Skillet x4,BP,P+3,Skillet,131,116,152,160,152,172,177,152,158,128,131,156,206,132,,,,1008,1016,1203,254,116,160,172,152,128,156,132,,0,,,,,,,,4,29,40,43,38,32,39,33,254,OK
COLD EAT,21465,BP,BP Prawn Mayo Skillet x4,BP,P+3,Skillet,91,80,114,124,114,144,140,108,124,96,91,136,153,100,,,,764,788,909,197,80,124,144,108,96,136,100,,0,,,,,,,,4,20,31,36,27,24,34,25,197,OK
COLD EAT,21466,BP,BP Tuna Sweetcorn Skillet x4,BP,P+3,Skillet,109,96,142,152,142,200,177,132,162,120,109,156,200,124,,,,992,980,1159,245,96,152,200,132,120,156,124,,0,,,,,,,,4,24,38,50,33,30,39,31,245,OK
COLD EAT,21467,BP,BP Chicken Salad Skillet x4,BP,P+3,Skillet,127,112,152,152,152,180,177,140,162,128,127,160,216,140,,,,1008,1012,1177,253,112,152,180,140,128,160,140,,0,,,,,,,,4,28,38,45,35,32,40,35,253,OK
COLD EAT,21468,BP,BP Chicken & Bacon Skillet x4,BP,P+3,Skillet,131,116,171,176,171,216,204,164,177,140,131,176,221,148,,,,1120,1136,1292,284,116,176,216,164,140,176,148,,0,,,,,,,,4,29,44,54,41,35,44,37,284,OK
COLD EAT,21471,BP,BP BLT Skillet x4,BP,P+3,Skillet,131,116,152,164,152,192,195,144,167,128,131,176,211,140,,,,1052,1060,1203,265,116,164,192,144,128,176,140,,0,,,,,,,,4,29,41,48,36,32,44,35,265,OK
COLD EAT,21732,BP,BP Ham & Cheese Skillet x4,BP,P+3,Skillet,131,116,156,168,156,208,190,160,167,132,131,164,216,140,,,,1092,1088,1232,272,116,168,208,160,132,164,140,,0,,,,,,,,4,29,42,52,40,33,41,35,272,OK
COLD EAT,21733,BP,BP Chicken Caesar Wrap x4,BP,P+3,Wrap,95,84,118,124,118,164,150,104,119,108,95,128,163,120,,,,816,832,945,208,84,124,164,104,108,128,120,,0,,,,,,,,4,21,31,41,26,27,32,30,208,OK
HOT EAT,21746,BP,BP All Day Breakfast Baguette x4,BP,P+6,Alternative,1562,1444,1619,1676,1619,1040,1782,1508,1646,1544,1562,1600,2468,1804,,,,9868,10616,10143,2654,1444,1676,1040,1508,1544,1600,1804,,0,,,,,,,,4,361,419,260,377,386,400,451,2654,OK
HOT EAT,21758,BP,BP Sausage Bap x4,BP,P+7,Alternative,1627,1504,1793,1752,1793,1464,1873,1688,1793,1628,1627,1744,2529,1880,,,,10636,11660,12016,2915,1504,1752,1464,1688,1628,1744,1880,,0,,,,,,,,4,376,438,366,422,407,436,470,2915,OK
HOT EAT,21761,BP,BP Bacon Bap x4,BP,P+7,Alternative,1635,1512,1806,1772,1806,1372,1890,1640,1756,1576,1635,1668,2529,1800,,,,10428,11340,12963,2835,1512,1772,1372,1640,1576,1668,1800,,0,,,,,,,,4,378,443,343,410,394,417,450,2835,OK
HOT EAT,21762,BP,BP Bacon Baguette x4,BP,P+7,Alternative,1056,976,1148,1172,1148,800,1324,916,1125,992,1056,972,1693,1160,,,,7248,6988,8347,1747,976,1172,800,916,992,972,1160,,0,,,,,,,,4,244,293,200,229,248,243,290,1747,OK
HOT EAT,21767,BP,BP Ham & Cheese Toastie x4,BP,P+7,Alternative,848,784,924,972,924,676,952,892,883,876,848,888,1307,1032,,,,5636,6120,4518,1530,784,972,676,892,876,888,1032,,0,,,,,,,,4,196,243,169,223,219,222,258,1530,OK
COLD EAT,22796,BP,BP Breakfast Triple Skillet x4,BP,P+3,Alternative,136,120,180,192,180,224,218,168,191,156,136,184,237,152,,,,1204,1196,1585,299,120,192,224,168,156,184,152,,0,,,,,MISSING,MISSING,,4,30,48,56,42,39,46,38,299,OK
HOT EAT,22799,BP,BP Ultimate Three Cheese Toastie x4,BP,P+7,Alternative,848,784,951,992,951,480,1129,832,910,828,848,816,1404,960,,,,5652,5692,5715,1423,784,992,480,832,828,816,960,,0,,,,,MISSING,MISSING,,4,196,248,120,208,207,204,240,1423,OK
HOT EAT,23364,BP,BP Steak & Onion Baguette,BP,P+7,Alternative,493,456,585,672,585,280,818,488,576,536,493,516,882,680,,,,3776,3628,4481,907,456,672,280,488,536,516,680,,0,,,,,MISSING,MISSING,,4,114,168,70,122,134,129,170,907,OK
HOT EAT,23840,BP,BP Classic Cheese & Ham Barmarked Toastie x4,BP,P+7,Alternative,558,516,691,732,691,240,947,576,704,540,558,552,973,720,,,,4440,3876,5856,969,516,732,240,576,540,552,720,,0,,,,,MISSING,MISSING,,4,129,183,60,144,135,138,180,969,OK
HOT EAT,23842,BP,BP Italian Style Meatball and Mozzarella Wrap x4,BP,P+7,Alternative,303,280,357,432,357,72,510,316,366,336,303,340,557,440,,,,2436,2216,2467,554,280,432,72,316,336,340,440,,0,,,,,MISSING,MISSING,,4,70,108,18,79,84,85,110,554,OK
HOT EAT,23843,BP,BP Chicken & Chorizo Toastie x4,BP,P+7,Alternative,541,500,604,636,604,244,844,540,572,580,541,552,968,708,,,,4004,3760,4517,940,500,636,244,540,580,552,708,,0,,,,,MISSING,MISSING,,4,125,159,61,135,145,138,177,940,OK
HOT EAT,23841,BP,BP Hunters Chicken & Bacon Baguette,BP,P+7,Alternative,549,508,585,660,585,320,675,504,585,544,549,528,872,640,,,,3668,3704,2908,926,508,660,320,504,544,528,640,,0,,,,,MISSING,MISSING,,4,127,165,80,126,136,132,160,926,OK
SAL/HOT HOLD,23693,BP,BP Sour Cream (I5036) 1KG Tubs,BP,,Alternative,2,,2,,2,,2,,2,0,2,0,2,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,2,0,0,0,0,0,0,0,0,OK
SAL/HOT HOLD,23699,BP,"BP Cucumber, mooned and half slices (M4841) 1KG Tubs",BP,,Alternative,2,1,2,3,2,1,2,3,2,1,2,2,2,3,,,,10,14,5,3,1,3,1,3,1,2,3,,0,,,,,MISSING,MISSING,,5,0,1,0,1,0,0,1,3,OK
SAL/HOT HOLD,23700,BP,BP Sliced Jalapenos (I5523) 1KG Tubs,BP,,Alternative,2,1,2,3,2,1,2,3,2,1,2,2,2,3,,,,10,14,5,4,1,3,1,3,1,2,3,,0,,,,,MISSING,MISSING,,4,0,1,0,1,0,1,1,4,OK
SAL/HOT HOLD,23701,BP,BP Cocktail Vine Tomatoes (I7201) 1KG Tubs,BP,,Alternative,2,2,2,5,2,1,2,4,2,2,2,3,2,4,,,,15,21,7,11,2,5,1,4,2,3,4,,0,,,,,MISSING,MISSING,,2,1,3,1,2,1,2,2,11,OK
SAL/HOT HOLD,23694,BP,BP Chargrilled Red & Yellow Peppers with Red Onions (I5585) 5KG,BP,,Alternative,1,,1,,1,,1,,1,0,1,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK
SAL/HOT HOLD,23695,BP,BP 50/50 Coleslaw Mix (I2552) 5KG,BP,,Alternative,1,1,1,2,1,,1,2,1,1,1,2,1,1,,,,9,9,5,2,1,2,0,2,1,2,1,,0,,,MISSING,MISSING,MISSING,MISSING,,5,0,0,0,0,0,0,0,2,OK
SAL/HOT HOLD,23696,BP,BP Fresh Rocket Leaf (i2245) 1KG,BP,,Alternative,1,,1,,1,,1,,1,0,1,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK
SAL/HOT HOLD,23697,BP,BP Fresh Coriander bunch unprepped (I7630),BP,,Alternative,1,,1,,1,,1,,1,0,1,0,1,,,,,0,0,3,0,0,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,2,0,0,0,0,0,0,0,0,OK
SAL/HOT HOLD,23698,BP,BP Mixed Green Leaf (Apollo and Endive) (I5084) 1KG,BP,,Alternative,1,1,1,3,1,,1,3,1,1,1,2,1,3,,,,9,13,5,3,1,3,0,3,1,2,3,,0,,,MISSING,MISSING,MISSING,MISSING,,4,0,1,0,1,0,1,1,3,OK
,BPT,,BP TOASTIES TO BAKE,,,12x4,stock,2068,stock,2600,stock,1156,stock,1724,stock,1704,stock,1704,stock,1992,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M9240,,BP TOASTIES TO BAKE (CHEESE TOPPED),,,,0,972,0,972,0,676,0,892,0,876,0,888,0,1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M10196,,BP TOASTIES TO BAKE (THREE CHEESES TOPPED),,,,0,992,0,992,0,480,0,832,0,828,0,816,0,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M11412,,BP TOASTIES TO BAKE (CHIPOTLE TOPPED),,,,0,636,0,636,0,244,0,540,0,580,0,552,0,708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,hot eats total,,,,,0,,12268,,8750,,7900,,9040,,9300,,13550,,,,,,,,,5668,4312,5136,5072,5272,5872,,,,,,,,,,,,,,,,,,,
,COOP,,Totals BP,,,,11545,10608,12956,13463,12956,9355,15059,11710,12931,11584,11545,12227,18768,13518,0,0,0,80617,82487,89022,20626,10610,13468,9355,11715,11586,12231,13522,0,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.000,,0.180,,0.190,,0.140,,0.130,,0.160,,0.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.000,,0.000,,0.000,,0.000,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19463,Co-op,Co-op Ham & Cheese Skillet,Co-op,P+4,Skillet,,,11000,10972,12000,11958,10000,11106,9500,9271,10000,8968,12000,11698,,,,62454,63973,57081,63973,0,10972,11958,11106,9271,8968,11698,,11698,,,,,MISSING,MISSING,,1,0,10972,11958,11106,9271,8968,11698,63973,OK
TEMP delist 17/06,19488,Co-op,Co-op Chicken & Bacon Caesar Wrap,Co-op,P+3,wrap,,,8000,7806,8000,8801,7000,8221,6500,6612,7300,6847,8500,8443,,,,46491,46730,41430,46730,0,7806,8801,8221,6612,6847,8443,,8443,,,,,,MISSING,,1,0,7806,8801,8221,6612,6847,8443,46730,OK
,19489,Co-op,Co-op Aromatic Duck Wrap,Co-op,P+3,wrap,,,4500,4204,3300,3197,2600,2802,3000,2891,3500,3101,2000,1731,,,,17734,17926,16460,17926,0,4204,3197,2802,2891,3101,1731,,1731,,,,,,MISSING,,1,0,4204,3197,2802,2891,3101,1731,17926,OK
TEMP delist 08/07,19490,Co-op,Co-op Southern Fried Chicken Wrap,Co-op,P+3,wrap,,,7000,6898,7500,7098,6000,5006,5500,5653,6500,6398,6500,5938,,,,36690,36991,35457,36991,0,6898,7098,5006,5653,6398,5938,,5938,,,,,MISSING,MISSING,,1,0,6898,7098,5006,5653,6398,5938,36991,OK
,19491,Co-op,Co-op Falafel Wrap,Co-op,P+4,wrap,,,3500,3304,3000,2909,2000,1982,2600,2505,2800,2739,3000,2319,,,,15706,15758,13005,15758,0,3304,2909,1982,2505,2739,2319,,2319,,,,,MISSING,MISSING,,1,0,3304,2909,1982,2505,2739,2319,15758,OK
,19495,Co-op,Co-op GL Mexican Chipotle Bean Wrap,Co-op,P+3,wrap,,,3500,3339,2500,2324,1800,1806,2500,2348,2500,2235,1600,1088,,,,13094,13140,13013,13140,0,3339,2324,1806,2348,2235,1088,,1088,,,,,,MISSING,,1,0,3339,2324,1806,2348,2235,1088,13140,OK
,20130,Co-op,Co-op Ham & Mustard Skillet,Co-op,P+4,Skillet,,,3200,3223,3500,3359,3000,3170,2500,2639,2800,2474,3100,3038,,,,17535,17903,15685,17903,0,3223,3359,3170,2639,2474,3038,,3038,,,,,MISSING,MISSING,,1,0,3223,3359,3170,2639,2474,3038,17903,OK
Temp Delist,20453,Co-op,Co-op Low Fat Ham Salad Skillet,Co-op,P+3,Skillet,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,1,0,0,0,0,0,0,0,0,OK
,22844,Co-op,CO-OP All Day Breakfast Hot Wrap,Co-op,P+2,Alternative,,,2200,2262,2000,1856,1500,1244,2000,1897,2000,1952,2000,1472,,,,10700,10683,10493,10683,0,2262,1856,1244,1897,1952,1472,,1472,,,,,MISSING,MISSING,,1,0,2262,1856,1244,1897,1952,1472,10683,OK
,22845,Co-op,CO-OP Chicken Fajita Hot Wap,Co-op,P+2,Alternative,,,1200,1266,1100,1091,1000,647,1000,1030,1100,1014,1000,717,,,,5808,5765,6318,5765,0,1266,1091,647,1030,1014,717,,717,,,,,MISSING,MISSING,,1,0,1266,1091,647,1030,1014,717,5765,OK
,22846,Co-op,CO-OP Ham & Cheese Toastie,Co-op,P+2,Alternative,,,1200,1228,1200,1126,1000,771,1200,1149,1200,1238,1100,936,,,,6500,6448,5548,6448,0,1228,1126,771,1149,1238,936,,936,,,,,MISSING,MISSING,,1,0,1228,1126,771,1149,1238,936,6448,OK
,23806,Co-op,CO-OP Mexican Hot Wrap,Co-op,P+2,Alternative,,,500,557,400,330,250,160,400,491,400,308,500,183,,,,2038,2029,1640,2029,0,557,330,160,491,308,183,,183,,,,,MISSING,MISSING,,1,0,557,330,160,491,308,183,2029,OK
,17102,Co-op,Co-op Ham & Cheese Skillet x4,Co-op,P+4,Skillet,,,400,276,450,380,350,336,400,292,300,296,400,436,,,,2136,2016,2132,504,0,276,380,336,292,296,436,,436,,,MISSING,MISSING,MISSING,MISSING,,4,0,69,95,84,73,74,109,504,OK
TEMP delist 08/07,17104,Co-op,Co-op Southern Fried Chicken Wrap x4,Co-op,P+3,wrap,,,200,196,300,220,200,148,200,156,200,168,200,192,,,,1076,1080,1428,270,0,196,220,148,156,168,192,,192,,,,,MISSING,MISSING,,4,0,49,55,37,39,42,48,270,OK
TEMP delist 17/06,17105,Co-op,Co-op Chicken & Bacon Caesar Wrap x4,Co-op,P+3,wrap,,,300,308,350,364,300,348,300,280,300,284,300,324,,,,1924,1908,1603,477,0,308,364,348,280,284,324,,324,,,,,MISSING,MISSING,,4,0,77,91,87,70,71,81,477,OK
,19743,Co-op,Co-op Falafel Wrap x 4,Co-op,P+3,wrap,,,150,84,150,92,100,68,100,108,100,72,100,92,,,,500,516,444,129,0,84,92,68,108,72,92,,92,,,,,MISSING,MISSING,,4,0,21,23,17,27,18,23,129,OK
,19746,Co-op,Co-op GL Mexican Chipotle Bean Wrap x 4,Co-op,P+3,wrap,,,150,140,150,108,100,92,100,88,100,72,60,40,,,,556,540,455,135,0,140,108,92,88,72,40,,40,,,,,MISSING,MISSING,,4,0,35,27,23,22,18,10,135,OK
,19783,Co-op,Co-op Aromatic Duck Wrap x4,Co-op,P+3,wrap,,,200,200,200,148,120,112,120,116,200,120,80,72,100,100,100,744,768,719,192,0,200,148,112,116,120,72,,72,,,,,MISSING,MISSING,,4,0,50,37,28,29,30,18,192,OK
,20161,Co-op,Co-op Ham & Mustard Skillet x4,Co-op,P+4,Skillet,,,200,128,200,144,130,156,120,124,100,120,150,104,,,,828,776,838,194,0,128,144,156,124,120,104,,104,,,MISSING,MISSING,MISSING,MISSING,,4,0,32,36,39,31,30,26,194,OK
