Week no.,WK 37,,,3,4,5,8,,10,,12,,14,,16,,18,,20,20,35,36,37,,,,,,,,,,,,,Contribution Report,,,,,,,,CASES ORDERED,,,,,,,,,,,
,24334,Asda Café,ASC Cheese & Ham Panini x4,Asda,P+7,Alternative,600,560,620,576,630,548,350,416,600,688,570,556,300,600,,,,3960,3944,3953,986,560,576,548,416,688,556,600,,600,,,,,MISSING,MISSING,,4,140,144,137,104,172,139,150,986,OK,,#N/A
,24335,Asda Café,ASC Cheese & Tomato Toastie x4,Asda,P+7,Alternative,450,408,450,408,500,456,300,280,460,532,400,408,400,472,,,,2856,2964,2988,741,408,408,456,280,532,408,472,,472,,,,,MISSING,MISSING,,4,102,102,114,70,133,102,118,741,OK,,#N/A
,24336,Asda Café,ASC Ham & Cheese Toastie x4,Asda,P+7,Alternative,500,476,550,584,580,508,350,288,600,608,500,508,520,564,,,,3544,3536,3577,884,476,584,508,288,608,508,564,,564,,,,,MISSING,MISSING,,4,119,146,127,72,152,127,141,884,OK,,#N/A
,24337,Asda Café,ASC ADB Topped Toastie x4,Asda,P+7,Alternative,280,248,300,252,300,228,180,152,300,272,220,216,236,252,,,,1668,1620,1679,405,248,252,228,152,272,216,252,,252,,,,,MISSING,MISSING,,4,62,63,57,38,68,54,63,405,OK,,#N/A
delist 07/08,23606,Asda,AS Wrap Platter,Asda,P+3,Alternative,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,6,0,0,0,0,0,0,0,0,OK,,23606
,M11393,Asda,AS TOASTIES (CHEESE & MUSTARD),Asda,,,,476,,584,,508,,288,,608,,508,,564,,,,,,,,,,,,,,,,,,,,,MISSING,MISSING,,,,,,,,,,,,,
,M11394,Asda,AS TOASTIES (BEANS & CHEESE),Asda,,,,248,,252,,228,,152,,272,,216,,252,,,,,,,,,,,,,,,,,,,,,MISSING,MISSING,,,,,,,,,,,,,
,M11395,Asda,AS TOASTIES ( CHEESE & TOAMATO),Asda,,,,408,,408,,456,,280,,532,,408,,472,,,,,,,,,,,,,,,,,,,,,MISSING,MISSING,,,,,,,,,,,,,
,,,,,,,,11%,,20%,,15%,,18%,,17%,,10%,,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BP,,Totals ASDA,,,,17500,17042,31904,30130,27140,23100,30670,27872,29370,26456,25916,14776,20588,15022,0,0,0,166248,154302,169156,29955,14854,31158,24348,25700,27924,12232,18086,0,18086,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Test,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLD EAT,21459,BP,BP Southern Fried  Chicken Wrap x4,BP,P+3,Wrap,126,136,110,140,127,100,118,132,85,112,118,108,95,104,,,,836,832,787,208,136,140,100,132,112,108,104,,0,,,,,,,,4,34,35,25,33,28,27,26,208,OK,,21459
COLD EAT,21460,BP,BP Chicken & Stuffing Skillet x4,BP,P+3,Skillet,159,180,140,168,139,124,149,168,112,132,143,168,101,116,,,,1008,1056,1000,264,180,168,124,168,132,168,116,,0,,,,,,,,4,45,42,31,42,33,42,29,264,OK,,21460
COLD EAT,21461,BP,BP Egg Mayo Skillet x4,BP,P+3,Skillet,171,188,147,160,143,132,143,156,111,128,152,156,111,124,,,,1008,1044,1002,261,188,160,132,156,128,156,124,,0,,,,,,,,4,47,40,33,39,32,39,31,261,OK,,21461
COLD EAT,21462,BP,BP Cheese Ploughmans Skillet x4,BP,P+3,Skillet,157,188,145,172,144,136,145,168,112,124,148,156,104,124,,,,1032,1068,1024,267,188,172,136,168,124,156,124,,0,,,,,,,,4,47,43,34,42,31,39,31,267,OK,,21462
COLD EAT,21463,BP,BP Cheese & Onion Skillet x4,BP,P+3,Skillet,168,192,152,180,152,132,152,168,108,136,151,168,121,116,,,,1060,1092,1032,273,192,180,132,168,136,168,116,,0,,,,,,,,4,48,45,33,42,34,42,29,273,OK,,21463
COLD EAT,21465,BP,BP Prawn Mayo Skillet x4,BP,P+3,Skillet,135,144,122,140,106,92,121,148,84,84,120,124,93,92,,,,800,824,797,206,144,140,92,148,84,124,92,,0,,,,,,,,4,36,35,23,37,21,31,23,206,OK,,21465
COLD EAT,21466,BP,BP Tuna Sweetcorn Skillet x4,BP,P+3,Skillet,156,172,140,172,142,132,147,176,111,116,149,160,106,108,,,,1032,1036,980,259,172,172,132,176,116,160,108,,0,,,,,,,,4,43,43,33,44,29,40,27,259,OK,,21466
COLD EAT,21467,BP,BP Chicken Salad Skillet x4,BP,P+3,Skillet,172,188,153,160,148,128,159,176,123,140,158,172,123,124,,,,1080,1088,1073,272,188,160,128,176,140,172,124,,0,,,,,,,,4,47,40,32,44,35,43,31,272,OK,,21467
COLD EAT,21468,BP,BP Chicken & Bacon Skillet x4,BP,P+3,Skillet,185,204,180,208,164,148,181,176,132,148,185,196,126,140,,,,1224,1220,1205,305,204,208,148,176,148,196,140,,0,,,,,,,,4,51,52,37,44,37,49,35,305,OK,,21468
COLD EAT,21471,BP,BP BLT Skillet x4,BP,P+3,Skillet,164,184,154,184,151,136,159,192,118,144,160,176,110,140,,,,1096,1156,1044,289,184,184,136,192,144,176,140,,0,,,,,,,,4,46,46,34,48,36,44,35,289,OK,,21471
COLD EAT,21732,BP,BP Ham & Cheese Skillet x4,BP,P+3,Skillet,176,184,156,192,159,140,168,188,126,140,171,180,123,148,,,,1120,1172,1108,293,184,192,140,188,140,180,148,,0,,,,,,,,4,46,48,35,47,35,45,37,293,OK,,21732
COLD EAT,21733,BP,BP Chicken Caesar Wrap x4,BP,P+3,Wrap,126,140,113,136,124,124,115,128,100,120,114,116,102,104,,,,888,868,854,217,140,136,124,128,120,116,104,,0,,,,,,,,4,35,34,31,32,30,29,26,217,OK,,21733
HOT EAT,21767,BP,BP Ham & Cheese Toastie x4,BP,P+7,Alternative,836,808,861,824,750,792,853,896,785,836,828,980,1003,980,,,,5920,6116,5838,1529,808,824,792,896,836,980,980,,0,,,,,,,,4,202,206,198,224,209,245,245,1529,OK,,21767
COLD EAT,22796,BP,BP Breakfast Triple Skillet x4,BP,P+3,Alternative,216,212,191,224,191,172,190,208,153,168,191,216,147,140,,,,1348,1340,1312,335,212,224,172,208,168,216,140,,0,,,,,MISSING,MISSING,,4,53,56,43,52,42,54,35,335,OK,,22796
HOT EAT,22799,BP,BP Ultimate Three Cheese Toastie x4,BP,P+7,Alternative,813,808,823,736,681,712,788,872,703,728,842,828,926,856,,,,5412,5540,5268,1385,808,736,712,872,728,828,856,,0,,,,,MISSING,MISSING,,4,202,184,178,218,182,207,214,1385,OK,,22799
HOT EAT,23840,BP,BP Classic Cheese & Ham Barmarked Toastie x4,BP,P+7,Alternative,556,556,621,536,533,384,615,644,487,532,613,608,585,628,,,,4004,3888,3910,972,556,536,384,644,532,608,628,,0,,,,,MISSING,MISSING,,4,139,134,96,161,133,152,157,972,OK,,23840
HOT EAT,23842,BP,BP Italian Style Meatball and Mozzarella Wrap x4,BP,P+7,Alternative,328,284,366,332,283,228,303,272,316,324,331,340,348,304,,,,2108,2084,2138,521,284,332,228,272,324,340,304,,0,,,,,MISSING,MISSING,,4,71,83,57,68,81,85,76,521,OK,,23842
HOT EAT,23843,BP,BP Chicken & Chorizo Toastie x4,BP,P+7,Alternative,522,520,597,488,512,436,513,588,480,548,544,540,593,580,,,,3672,3700,3661,925,520,488,436,588,548,540,580,,0,,,,,MISSING,MISSING,,4,130,122,109,147,137,135,145,925,OK,,23843
,24185,BP,BP All Day Breakfast Sub Roll x4,BP,P+6,Alternative,1501,1224,1618,1544,1276,1132,1426,1536,1406,1428,1538,1684,1709,1496,,,,9768,10044,9585,2511,1224,1544,1132,1536,1428,1684,1496,,0,,,,,MISSING,MISSING,,4,306,386,283,384,357,421,374,2511,OK,,#N/A
,24186,BP,BP Egg & Mushroom Croissant x4,BP,P+4,Alternative,400,388,500,376,400,304,500,372,500,388,500,356,500,376,,,,2600,2560,2900,640,388,376,304,372,388,356,376,,0,,,,,MISSING,MISSING,,4,97,94,76,93,97,89,94,640,OK,,#N/A
,24187,BP,"BP Sausage, Bacon & Cheese Wrap x4",BP,P+7,Alternative,650,532,800,748,600,556,700,648,600,660,600,692,600,712,,,,4328,4548,4553,1137,532,748,556,648,660,692,712,,0,,,,,MISSING,MISSING,,4,133,187,139,162,165,173,178,1137,OK,,#N/A
,24188,BP,BP Hunters Chicken Sub Roll x4,BP,P+7,Alternative,549,572,562,480,501,428,502,488,503,520,558,532,568,472,,,,3480,3492,3471,873,572,480,428,488,520,532,472,,0,,,,,MISSING,MISSING,,4,143,120,107,122,130,133,118,873,OK,,#N/A
,24189,BP,BP Italian Meat Feast Sub Roll x4,BP,P+7,Alternative,450,512,700,460,450,332,600,428,500,484,600,420,600,460,1208,1208,1208,4044,3096,3485,774,512,460,332,428,484,420,460,,0,,,,,MISSING,MISSING,,4,128,115,83,107,121,105,115,774,OK,,#N/A
,24190,BP,BP Tuna Melt Panini x4,BP,P+7,Alternative,450,384,550,436,500,396,500,396,500,520,500,388,500,508,,,,3020,3028,3088,757,384,436,396,396,520,388,508,,0,,,,,MISSING,MISSING,,4,96,109,99,99,130,97,127,757,OK,,#N/A
,24191,BP,BP Mini Cheese & Tomato Toastie x4,BP,P+7,Alternative,200,208,400,184,250,152,400,196,400,212,400,184,400,188,,,,1508,1324,1700,331,208,184,152,196,212,184,188,,0,,,,,MISSING,MISSING,,4,52,46,38,49,53,46,47,331,OK,,#N/A
,24192,BP,BP Bacon Bap x4,BP,P+7,Alternative,1769,1880,1968,1900,1636,1456,1857,1956,1799,1856,1923,2104,2125,1940,,,,12844,13092,12505,3273,1880,1900,1456,1956,1856,2104,1940,,0,,,,,MISSING,MISSING,,4,470,475,364,489,464,526,485,3273,OK,,#N/A
,24193,BP,BP Sausage Bap x4,BP,P+7,Alternative,1731,1856,1936,1872,1576,1560,1814,1832,1749,1728,1908,2144,2076,1852,,,,12488,12844,12112,3211,1856,1872,1560,1832,1728,2144,1852,,0,,,,,MISSING,MISSING,,4,464,468,390,458,432,536,463,3211,OK,,#N/A
SAL/HOT HOLD,23699,BP,"BP Cucumber, mooned and half slices (M4449) 1KG Tubs",BP,,Alternative,2,2,2,3,2,1,2,2,2,1,2,2,2,2,,,,13,13,13,3,2,3,1,2,1,2,2,,0,,,,,MISSING,MISSING,,5,0,1,0,0,0,0,0,3,OK,,#N/A
SAL/HOT HOLD,23700,BP,BP Sliced Jalapenos (I5523) 1KG Tubs,BP,,Alternative,2,2,2,3,2,,2,2,2,0,2,2,2,,,,,9,9,10,2,2,3,0,2,0,2,0,,0,,,,,MISSING,MISSING,,4,1,1,0,1,0,1,0,2,OK,,#N/A
SAL/HOT HOLD,23701,BP,BP Cocktail Vine Tomatoes (I7201) 1KG Tubs,BP,,Alternative,2,2,2,3,2,1,2,2,2,0,2,2,2,1,,,,11,11,11,6,2,3,1,2,0,2,1,,0,,,,,MISSING,MISSING,,2,1,2,1,1,0,1,1,6,OK,,#N/A
SAL/HOT HOLD,23695,BP,BP 50/50 Coleslaw Mix (I2552) 5KG,BP,,Alternative,2,2,2,2,2,,2,2,2,0,2,2,2,,,,,8,8,8,2,2,2,0,2,0,2,0,,0,,,MISSING,MISSING,MISSING,MISSING,,5,0,0,0,0,0,0,0,2,OK,,#N/A
SAL/HOT HOLD,23698,BP,BP Mixed Green Leaf (Apollo and Endive) (I5084) 1KG,BP,,Alternative,2,2,2,3,2,,2,2,2,1,2,2,2,1,,,,11,11,11,3,2,3,0,2,1,2,1,,0,,,MISSING,MISSING,MISSING,MISSING,,4,1,1,0,1,0,1,0,3,OK,,#N/A
,BPT,,BP TOASTIES TO BAKE,,,12x4,stock,2136,stock,2048,stock,1504,stock,1768,stock,1564,stock,1808,stock,1836,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M9240,,BP TOASTIES TO BAKE (CHEESE TOPPED),,,,0,824,0,824,0,792,0,896,0,836,0,980,0,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M10196,,BP TOASTIES TO BAKE (THREE CHEESES TOPPED),,,,0,736,0,736,0,712,0,872,0,728,0,828,0,856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M11412,,BP TOASTIES TO BAKE (CHIPOTLE TOPPED),,,,0,488,0,488,0,436,0,588,0,548,0,540,0,580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M11842,,BP TOASTIES TO BAKE (Mini Toastie),,,,0,416,0,368,0,304,0,392,0,424,0,368,0,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,hot eats total,,,,,0,,12268,,8750,,7900,,9040,,9300,,13550,,,,,,,,,824,792,896,836,980,980,,,,,,,,,,,,,,,,,,,,,
,COOP,,Totals BP,,,,12872,12850,14212,13161,11843,10566,13324,13314,12210,12457,13653,13902,14001,12935,0,0,0,88780,89204,87485,22303,12854,13166,10566,13318,12458,13906,12936,0,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.000,,0.180,,0.190,,0.140,,0.130,,0.160,,0.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.000,,0.000,,0.000,,0.000,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19463,Co-op,Co-op Ham & Cheese Skillet,Co-op,P+4,Skillet,,,13000,12651,14000,12615,13000,13739,12000,9121,10000,9195,14500,16387,,,,81738,73708,77021,73708,0,12651,12615,13739,9121,9195,16387,,15947,,,,,MISSING,MISSING,,1,0,12651,12615,13739,9121,9195,16387,73708,OK,,19463
TEMP delist 17/06,19488,Co-op,Co-op Chicken & Bacon Caesar Wrap,Co-op,P+3,wrap,,,9000,7692,9500,8098,8900,8580,8000,5899,7000,5975,9500,10401,,,,52600,46645,50722,46645,0,7692,8098,8580,5899,5975,10401,,10067,,,,,,MISSING,,1,0,7692,8098,8580,5899,5975,10401,46645,OK,,19488
,19489,Co-op,Co-op Aromatic Duck Wrap,Co-op,P+3,wrap,,,4500,4096,4500,3965,3000,2571,3200,2815,3500,3693,3500,3793,,,,21412,20933,22444,20933,0,4096,3965,2571,2815,3693,3793,,3642,,,,,,MISSING,,1,0,4096,3965,2571,2815,3693,3793,20933,OK,,19489
TEMP delist 08/07,19490,Co-op,Co-op Southern Fried Chicken Wrap,Co-op,P+3,wrap,,,7500,7187,8000,7496,5800,5159,6500,4947,6000,6698,7000,6824,,,,41815,38311,39724,38311,0,7187,7496,5159,4947,6698,6824,,6509,,,,,MISSING,MISSING,,1,0,7187,7496,5159,4947,6698,6824,38311,OK,,19490
,19491,Co-op,Co-op Falafel Wrap,Co-op,P+4,wrap,,,3500,3533,3500,3202,2300,2146,3000,2680,2800,3117,3200,3218,,,,17936,17896,19443,17896,0,3533,3202,2146,2680,3117,3218,,3095,,,,,MISSING,MISSING,,1,0,3533,3202,2146,2680,3117,3218,17896,OK,,19491
,19495,Co-op,Co-op GL Mexican Chipotle Bean Wrap,Co-op,P+3,wrap,,,3500,3252,3000,2620,2000,1542,2600,2317,2400,2498,2500,2098,,,,15287,14327,16165,14327,0,3252,2620,1542,2317,2498,2098,,1994,,,,,,MISSING,,1,0,3252,2620,1542,2317,2498,2098,14327,OK,,19495
,20130,Co-op,Co-op Ham & Mustard Skillet,Co-op,P+4,Skillet,,,3800,3884,4000,3431,3800,3661,3500,2551,2600,2574,2800,3965,,,,21520,20066,22220,20066,0,3884,3431,3661,2551,2574,3965,,3827,,,,,MISSING,MISSING,,1,0,3884,3431,3661,2551,2574,3965,20066,OK,,20130
DEPOT 12/03,20453,Co-op,Co-op Low Fat Ham Salad Skillet,Co-op,P+3,Skillet,,,3500,3182,3000,2636,2200,1741,2500,1621,2000,1931,2500,1876,,,,14599,12987,14114,12987,0,3182,2636,1741,1621,1931,1876,,1876,,,,,MISSING,MISSING,,1,0,3182,2636,1741,1621,1931,1876,12987,OK,,20453
MAY,22341,Co-op,CO-OP HAM & CHEESE PANINI,Co-op,P+3,Alternative,,,1500,1168,1500,1265,1000,778,1200,869,1000,1090,1500,1000,,,,7183,6170,6628,6170,0,1168,1265,778,869,1090,1000,,1000,,,,,,,,1,0,1168,1265,778,869,1090,1000,6170,OK,,#N/A
,22844,Co-op,CO-OP All Day Breakfast Hot Wrap,Co-op,P+2,Alternative,,,2200,2003,2000,1784,1300,1056,2000,1533,1900,1794,2000,1499,,,,11045,9669,10043,9669,0,2003,1784,1056,1533,1794,1499,,1499,,,,,MISSING,MISSING,,1,0,2003,1784,1056,1533,1794,1499,9669,OK,,22844
,22845,Co-op,CO-OP Chicken Fajita Hot Wap,Co-op,P+2,Alternative,,,1300,1187,1000,769,1000,430,1000,1002,1000,886,1000,633,,,,2992,4907,5497,4907,0,1187,769,430,1002,886,633,,633,,,,,MISSING,MISSING,,1,0,1187,769,430,1002,886,633,4907,OK,,22845
,22846,Co-op,CO-OP Ham & Cheese Toastie,Co-op,P+2,Alternative,,,1100,1068,1100,974,800,594,1200,873,1000,967,1500,840,,,,6247,5316,5554,5316,0,1068,974,594,873,967,840,,840,,,,,MISSING,MISSING,,1,0,1068,974,594,873,967,840,5316,OK,,22846
DEPOT 02/04,24111,Co-op,CO-OP HOT SAUSAGE ROLL,Sutherland,P+3,Alternative,,,60,58,100,78,90,81,120,63,110,61,110,53,,,,422,394,497,394,0,58,78,81,63,61,53,,0,,,,,MISSING,MISSING,,1,0,58,78,81,63,61,53,394,OK,,#N/A
DEPOT 02/04,24120,Co-op,CO-OP HOT TUNA MELT PANINI,Co-op,P+3,Alternative,,,60,77,80,58,60,56,75,42,80,42,75,59,,,,364,334,345,334,0,77,58,56,42,42,59,,59,,,,,MISSING,MISSING,,1,0,77,58,56,42,42,59,334,OK,,#N/A
DEPOT 02/04,24121,Co-op,CO-OP HOT CHEESE BURGER,Co-op,P+3,Alternative,,,60,67,80,51,60,54,65,38,55,40,55,51,,,,313,301,321,301,0,67,51,54,38,40,51,,51,,,,,,,,1,0,67,51,54,38,40,51,301,OK,,#N/A
DEPOT 02/04,24122,Co-op,CO-OP HOT SOUTHERN FRIED CHICKEN BURGER,Co-op,P+3,Alternative,,,60,71,80,58,60,55,75,36,65,39,65,54,,,,357,313,350,313,0,71,58,55,36,39,54,,54,,,,,MISSING,MISSING,,1,0,71,58,55,36,39,54,313,OK,,#N/A
DEPOT 02/04,24123,Co-op,CO-OP HOT BACON ROLL,Co-op,P+3,Alternative,,,100,86,100,82,80,66,115,78,100,80,100,62,,,,481,454,493,454,0,86,82,66,78,80,62,,62,,,,,MISSING,MISSING,,1,0,86,82,66,78,80,62,454,OK,,#N/A
,24395,Co-op,COOP GU Ham & Cheese Toastie,Co-op,P+4,Alternative,,,15,,15,3,15,,15,8,15,24,15,7,,,,42,42,20,42,0,0,3,0,8,24,7,,7,,,,,MISSING,MISSING,,1,0,0,3,0,8,24,7,42,OK,,#N/A
,24396,Co-op,COOP GU Cheese Toastie,Co-op,P+4,Alternative,,,15,1,15,3,15,1,15,2,15,10,15,5,,,,22,22,20,22,0,1,3,1,2,10,5,,5,,,,,MISSING,MISSING,,1,0,1,3,1,2,10,5,22,OK,,#N/A
,24397,Co-op,COOP GU Tuna Melt Panini,Co-op,P+4,Alternative,,,15,3,15,6,15,5,15,9,15,21,15,10,,,,54,54,21,54,0,3,6,5,9,21,10,,10,,,,,MISSING,MISSING,,1,0,3,6,5,9,21,10,54,OK,,#N/A
