Week no.,WK 19,,,3,4,5,8,,10,,12,,14,,16,,18,,20,20,35,36,37,,,,,,,,,,,,,Contribution Report,,,,,,,,CASES ORDERED,,,,,,,,,
50302723,22681,Asda,AS Loaded Chicken & Bacon Salad,Asda,P+4,Alternative,700,620,2400,2508,1500,896,2000,1688,1600,1608,1300,1064,1000,1004,,,,9636,9388,9961,2347,620,2508,896,1688,1608,1064,1004,,1004,,,,,MISSING,MISSING,,4,155,627,224,422,402,266,251,2347,OK
,23753,Asda Café,ASC Cheese Savoury Stack x4,Asda,P+4,Alternative,400,336,400,368,400,364,300,236,400,332,350,336,400,332,,,,2484,2304,1603,576,336,368,364,236,332,336,332,,332,,,,,MISSING,MISSING,,4,84,92,91,59,83,84,83,576,OK
,23754,Asda Café,"ASC Chicken, Stuffing & Bacon Stack x4",Asda,P+4,Alternative,360,300,420,384,400,364,300,220,420,368,380,268,420,328,,,,2520,2232,1603,558,300,384,364,220,368,268,328,,328,,,,,MISSING,MISSING,,4,75,96,91,55,92,67,82,558,OK
,23755,Asda Café,"ASC Ham, Cheese & Pickle Stack x4",Asda,P+4,Alternative,360,344,440,372,400,364,300,220,420,388,350,296,400,376,,,,2432,2360,1604,590,344,372,364,220,388,296,376,,376,,,,,MISSING,MISSING,,4,86,93,91,55,97,74,94,590,OK
,23756,Asda Café,ASC Chicken & Bacon Caesar Wrap x4,Asda,P+4,Alternative,200,148,250,212,250,228,200,128,250,208,220,120,250,156,,,,1328,1200,1374,300,148,212,228,128,208,120,156,,156,,,,,MISSING,MISSING,,4,37,53,57,32,52,30,39,300,OK
,23757,Asda Café,ASC Ham & Cheese Toastie x2,Asda,P+7,Alternative,450,430,500,506,500,492,400,306,550,442,500,418,500,488,,,,3140,3082,4131,1541,430,506,492,306,442,418,488,,488,,,,,MISSING,MISSING,,2,215,253,246,153,221,209,244,1541,OK
,23758,Asda Café,ASC Cheese & Tomato Toastie x2,Asda,P+7,Alternative,400,314,400,410,400,378,300,258,450,380,380,306,420,410,,,,2554,2456,4132,1228,314,410,378,258,380,306,410,,410,,,,,MISSING,MISSING,,2,157,205,189,129,190,153,205,1228,OK
,23759,Asda Café,ASC BLT Stack x4,Asda,P+4,Alternative,400,272,400,324,400,348,300,264,380,360,360,284,350,320,,,,2408,2172,1858,543,272,324,348,264,360,284,320,,320,,,,,MISSING,MISSING,,4,68,81,87,66,90,71,80,543,OK
,23760,Asda Café,ASC ADB Topped Toastie x2,Asda,P+7,Alternative,200,186,250,206,220,210,200,142,250,202,200,162,220,200,,,,1296,1308,2245,654,186,206,210,142,202,162,200,,200,,,,,MISSING,MISSING,,2,93,103,105,71,101,81,100,654,OK
,23761,Asda Café,ASC Tuna Melt Panini x2,Asda,P+7,Alternative,350,456,450,410,420,406,300,266,420,402,400,360,420,434,,,,2674,2734,1873,1367,456,410,406,266,402,360,434,,434,,,,,MISSING,MISSING,,2,228,205,203,133,201,180,217,1367,OK
,23762,Asda Café,ASC Mozzarella & Pesto Panini x2,Asda,P+7,Alternative,300,342,400,340,350,352,300,242,400,344,380,324,380,370,,,,2344,2314,3244,1157,342,340,352,242,344,324,370,,370,,,,,MISSING,MISSING,,2,171,170,176,121,172,162,185,1157,OK
,23763,Asda Café,ASC Chicken & Chorizo Panini x2,Asda,P+7,Alternative,360,386,400,394,400,404,300,248,440,368,400,372,350,406,,,,2610,2578,2264,1289,386,394,404,248,368,372,406,,406,,,,,MISSING,MISSING,,2,193,197,202,124,184,186,203,1289,OK
,23764,Asda Café,ASC Cheese & Ham Panini x2,Asda,P+7,Alternative,450,468,500,512,500,478,400,324,520,482,500,452,500,532,,,,3280,3248,3249,1624,468,512,478,324,482,452,532,,532,,,,,MISSING,MISSING,,2,234,256,239,162,241,226,266,1624,OK
50535474,23868,Asda,AS Chicken & Stuffing Skillet x 6,Asda,P+3,Skillet,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,6,0,0,0,0,0,0,0,0,OK
delist 13/08,23638,Asda,AS Ham Hock & Cheddar Wrap,Asda,P+3,Wrap,,,,,,,,,,,,,,,,,,0,0,#N/A,0,0,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,6,0,0,0,0,0,0,0,0,OK
delist 07/08,23606,Asda,AS Wrap Platter,Asda,P+3,Alternative,,,,,,,,,,,,,,,,,,0,0,#N/A,0,0,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,6,0,0,0,0,0,0,0,0,OK
,M11393,Asda,AS TOASTIES (CHEESE & MUSTARD),Asda,,,,430,,506,,492,,306,,442,,418,,488,,,,,,,,,,,,,,,,,,,,,MISSING,MISSING,,,,,,,,,,,
,M11394,Asda,AS TOASTIES (BEANS & CHEESE),Asda,,,,186,,206,,210,,142,,202,,162,,200,,,,,,,,,,,,,,,,,,,,,MISSING,MISSING,,,,,,,,,,,
,M11395,Asda,AS TOASTIES ( CHEESE & TOAMATO),Asda,,,,314,,410,,378,,258,,380,,306,,410,,,,,,,,,,,,,,,,,,,,,MISSING,MISSING,,,,,,,,,,,
,,,,,,,,11%,,16%,,16%,,17%,,15%,,13%,,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BP,,Totals ASDA,,,,17420,17452,27890,24370,26450,24018,28400,26708,27020,23386,22660,20610,17930,18330,0,0,0,160500,154202,176242,36062,14316,26572,24224,25470,24692,20304,18624,0,18624,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Test,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLD EAT,21459,BP,BP Southern Fried  Chicken Wrap x4,BP,P+3,Wrap,28,20,181,148,122,172,153,136,121,100,88,132,177,128,,,,824,836,940,209,,168,172,136,100,132,128,,0,,,,,,,,4,5,37,43,34,25,33,32,209,OK
COLD EAT,21460,BP,BP Chicken & Stuffing Skillet x4,BP,P+3,Skillet,20,20,209,172,144,180,172,152,154,124,125,136,209,144,,,,996,928,1117,232,,192,180,152,124,136,144,,0,,,,,,,,4,5,43,45,38,31,34,36,232,OK
COLD EAT,21461,BP,BP Egg Mayo Skillet x4,BP,P+3,Skillet,32,28,233,188,148,188,185,164,157,128,126,152,220,152,,,,1024,1000,1143,250,,216,188,164,128,152,152,,0,,,,,,,,4,7,47,47,41,32,38,38,250,OK
COLD EAT,21462,BP,BP Cheese Ploughmans Skillet x4,BP,P+3,Skillet,24,20,218,180,152,180,171,148,162,132,122,144,214,148,,,,992,952,1073,238,,200,180,148,132,144,148,,0,,,,,,,,4,5,45,45,37,33,36,37,238,OK
COLD EAT,21463,BP,BP Cheese & Onion Skillet x4,BP,P+3,Skillet,32,24,229,188,158,192,180,156,160,132,129,160,232,156,,,,1036,1008,1165,252,,212,192,156,132,160,156,,0,,,,,,,,4,6,47,48,39,33,40,39,252,OK
COLD EAT,21465,BP,BP Prawn Mayo Skillet x4,BP,P+3,Skillet,16,16,187,156,116,144,140,124,129,104,96,104,174,116,,,,792,764,881,191,,172,144,124,104,104,116,,0,,,,,,,,4,4,39,36,31,26,26,29,191,OK
COLD EAT,21466,BP,BP Tuna Sweetcorn Skillet x4,BP,P+3,Skillet,24,20,224,188,145,196,179,156,167,136,117,144,222,152,,,,1004,992,1122,248,,208,196,156,136,144,152,,0,,,,,,,,4,5,47,49,39,34,36,38,248,OK
COLD EAT,21467,BP,BP Chicken Salad Skillet x4,BP,P+3,Skillet,32,24,224,184,156,192,180,156,165,136,130,152,228,164,,,,1028,1008,1140,252,,208,192,156,136,152,164,,0,,,,,,,,4,6,46,48,39,34,38,41,252,OK
COLD EAT,21468,BP,BP Chicken & Bacon Skillet x4,BP,P+3,Skillet,32,32,257,204,170,212,205,180,180,148,132,176,243,168,,,,1180,1120,1251,280,,236,212,180,148,176,168,,0,,,,,,,,4,8,51,53,45,37,44,42,280,OK
COLD EAT,21471,BP,BP BLT Skillet x4,BP,P+3,Skillet,24,24,239,196,156,212,194,172,172,140,129,148,232,160,,,,1104,1052,1166,263,,220,212,172,140,148,160,,0,,,,,,,,4,6,49,53,43,35,37,40,263,OK
COLD EAT,21732,BP,BP Ham & Cheese Skillet x4,BP,P+3,Skillet,36,28,241,196,163,216,192,176,171,140,132,172,233,164,,,,1100,1092,1223,273,,224,216,176,140,172,164,,0,,,,,,,,4,7,49,54,44,35,43,41,273,OK
COLD EAT,21733,BP,BP Chicken Caesar Wrap x4,BP,P+3,Wrap,24,20,184,152,116,168,152,132,123,100,97,120,179,124,,,,856,816,915,204,,172,168,132,100,120,124,,0,,,,,,,,4,5,38,42,33,25,30,31,204,OK
HOT EAT,21746,BP,BP All Day Breakfast Baguette x4,BP,P+6,Alternative,,,2152,2088,1697,1416,1787,1648,1679,1440,1413,1328,2363,1948,,,,10524,9868,10643,2467,,2088,1416,1648,1440,1328,1948,,0,,,,,,,,4,0,522,354,412,360,332,487,2467,OK
HOT EAT,21758,BP,BP Sausage Bap x4,BP,P+7,Alternative,,,2252,2188,1838,1568,1879,1732,1826,1568,1481,1584,2348,1996,,,,11628,10636,12872,2659,,2188,1568,1732,1568,1584,1996,,0,,,,,,,,4,0,547,392,433,392,396,499,2659,OK
HOT EAT,21761,BP,BP Bacon Bap x4,BP,P+7,Alternative,,,2290,2224,1854,1580,1895,1748,1790,1536,1488,1344,2363,1996,,,,11536,10428,13108,2607,,2224,1580,1748,1536,1344,1996,,0,,,,,,,,4,0,556,395,437,384,336,499,2607,OK
HOT EAT,21762,BP,BP Bacon Baguette x4,BP,P+7,Alternative,,,1587,1540,1193,1064,1328,1224,1148,984,977,1100,1625,1336,,,,6944,7248,8968,1812,,1540,1064,1224,984,1100,1336,,0,,,,,,,,4,0,385,266,306,246,275,334,1812,OK
HOT EAT,21767,BP,BP Ham & Cheese Toastie x4,BP,P+7,Alternative,,,1183,1148,926,808,954,880,899,836,767,932,1186,1032,,,,6376,5636,4637,1409,,1148,808,880,836,932,1032,,0,,,,,,,,4,0,287,202,220,209,233,258,1409,OK
COLD EAT,22796,BP,BP Breakfast Triple Skillet x4,BP,P+3,Alternative,44,36,268,212,181,236,221,192,197,160,142,188,254,180,,,,1268,1204,1544,301,,248,236,192,160,188,180,,0,,,,,MISSING,MISSING,,4,9,53,59,48,40,47,45,301,OK
HOT EAT,22799,BP,BP Ultimate Three Cheese Toastie x4,BP,P+7,Alternative,,,1344,1304,965,800,1133,1044,928,796,782,600,1341,1108,,,,6064,5652,5623,1413,,1304,800,1044,796,600,1108,,0,,,,,MISSING,MISSING,,4,0,326,200,261,199,150,277,1413,OK
HOT EAT,23364,BP,BP Steak & Onion Baguette,BP,P+7,Alternative,,,974,948,610,512,820,756,589,504,445,360,840,696,,,,3884,3776,4431,944,,948,512,756,504,360,696,,0,,,,,MISSING,MISSING,,4,0,237,128,189,126,90,174,944,OK
HOT EAT,23840,BP,BP Classic Cheese & Ham Barmarked Toastie x4,BP,P+7,Alternative,,,1092,1060,716,604,948,876,719,616,557,516,995,768,,,,3996,4440,6010,1110,,1060,604,876,616,516,768,,0,,,,,MISSING,MISSING,,4,0,265,151,219,154,129,192,1110,OK
HOT EAT,23842,BP,BP Italian Style Meatball and Mozzarella Wrap x4,BP,P+7,Alternative,,,631,612,357,312,510,472,375,320,275,280,538,440,,,,2336,2436,2454,609,,612,312,472,320,280,440,,0,,,,,MISSING,MISSING,,4,0,153,78,118,80,70,110,609,OK
HOT EAT,23843,BP,BP Chicken & Chorizo Toastie x4,BP,P+7,Alternative,,,961,932,613,528,845,780,583,500,456,500,862,764,,,,4136,4004,4707,1001,,932,528,780,500,500,764,,0,,,,,MISSING,MISSING,,4,0,233,132,195,125,125,191,1001,OK
HOT EAT,23841,BP,BP Hunters Chicken & Bacon Baguette,BP,P+7,Alternative,,,849,824,602,512,675,624,597,512,508,508,863,688,,,,3760,3668,2800,917,,824,512,624,512,508,688,,0,,,,,MISSING,MISSING,,4,0,206,128,156,128,127,172,917,OK
SAL/HOT HOLD,23693,BP,BP Sour Cream (I5036) 1KG Tubs,BP,,Alternative,,,2,,2,,2,,2,,2,0,2,,,,,3,0,0,0,,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,2,0,0,0,0,0,0,0,0,OK
SAL/HOT HOLD,23699,BP,"BP Cucumber, mooned and half slices (M4841) 1KG Tubs",BP,,Alternative,,,2,1,2,2,2,2,2,1,2,2,2,2,,,,4,10,5,2,,1,2,2,1,2,2,,0,,,,,MISSING,MISSING,,5,0,0,0,0,0,0,0,2,OK
SAL/HOT HOLD,23700,BP,BP Sliced Jalapenos (I5523) 1KG Tubs,BP,,Alternative,,,2,1,2,2,2,2,2,1,2,2,2,2,,,,6,10,5,3,,1,2,2,1,2,2,,0,,,,,MISSING,MISSING,,4,0,0,1,1,0,1,1,3,OK
SAL/HOT HOLD,23701,BP,BP Cocktail Vine Tomatoes (I7201) 1KG Tubs,BP,,Alternative,,,2,1,2,3,2,3,2,2,2,3,2,3,,,,6,15,7,8,,1,3,3,2,3,3,,0,,,,,MISSING,MISSING,,2,0,1,2,2,1,2,2,8,OK
SAL/HOT HOLD,23694,BP,BP Chargrilled Red & Yellow Peppers with Red Onions (I5585) 5KG,BP,,Alternative,,,1,,1,,1,,1,,1,0,1,,,,,0,0,0,0,,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK
SAL/HOT HOLD,23695,BP,BP 50/50 Coleslaw Mix (I2552) 5KG,BP,,Alternative,,,1,1,1,1,1,2,1,1,1,2,1,2,,,,3,9,5,2,,1,1,2,1,2,2,,0,,,MISSING,MISSING,MISSING,MISSING,,5,0,0,0,0,0,0,0,2,OK
SAL/HOT HOLD,23696,BP,BP Fresh Rocket Leaf (i2245) 1KG,BP,,Alternative,,,1,,1,,1,,1,,1,0,1,,,,,2,0,0,0,,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK
SAL/HOT HOLD,23697,BP,BP Fresh Coriander bunch unprepped (I7630),BP,,Alternative,,,1,,1,,1,,1,,1,0,1,,,,,0,0,3,0,,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,2,0,0,0,0,0,0,0,0,OK
SAL/HOT HOLD,23698,BP,BP Mixed Green Leaf (Apollo and Endive) (I5084) 1KG,BP,,Alternative,,,1,1,1,1,1,2,1,1,1,2,1,2,,,,3,9,5,2,,1,1,2,1,2,2,,0,,,MISSING,MISSING,MISSING,MISSING,,4,0,0,0,1,0,1,1,2,OK
,BPT,,BP TOASTIES TO BAKE,,,12x4,,,stock,3384,stock,1608,stock,1924,stock,1632,stock,1532,stock,2140,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M9240,,BP TOASTIES TO BAKE (CHEESE TOPPED),,,,,,0,1148,0,808,0,880,0,836,0,932,0,1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M10196,,BP TOASTIES TO BAKE (THREE CHEESES TOPPED),,,,,,0,1304,0,800,0,1044,0,796,0,600,0,1108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M11412,,BP TOASTIES TO BAKE (CHIPOTLE TOPPED),,,,,,0,932,0,528,0,780,0,500,0,500,0,764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,hot eats total,,,,,0,,12268,,8750,,7900,,9040,,9300,,13550,,,,,,,,,7100,5020,5584,4924,4960,6360,,,,,,,,,,,,,,,,,,,
,COOP,,Totals BP,,,,368,17549,18217,17235,13305,12199,15103,13835,13202,11296,10724,10987,18149,14735,0,0,0,84415,80617,90963,20157,0,17549,12201,13839,11298,10991,14739,0,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.000,,0.180,,0.190,,0.140,,0.130,,0.160,,0.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.000,,0.000,,0.000,,0.000,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19463,Co-op,Co-op Ham & Cheese Skillet,Co-op,P+4,Skillet,,,11000,10777,12000,11815,10000,10544,9500,8730,10000,9146,12000,11442,,,,61521,62454,58660,62454,0,10777,11815,10544,8730,9146,11442,,11133,,,,,MISSING,MISSING,,1,0,10777,11815,10544,8730,9146,11442,62454,OK
TEMP delist 17/06,19488,Co-op,Co-op Chicken & Bacon Caesar Wrap,Co-op,P+3,wrap,,,8000,7886,8600,8756,7500,7778,6500,6363,7000,7304,8000,8404,,,,45519,46491,41702,46491,0,7886,8756,7778,6363,7304,8404,,8159,,,,,,MISSING,,1,0,7886,8756,7778,6363,7304,8404,46491,OK
,19489,Co-op,Co-op Aromatic Duck Wrap,Co-op,P+3,wrap,,,4500,4145,3600,3204,2600,2610,3000,2737,3500,3307,2000,1731,,,,17774,17734,16561,17734,0,4145,3204,2610,2737,3307,1731,,1593,,,,,,MISSING,,1,0,4145,3204,2610,2737,3307,1731,17734,OK
TEMP delist 08/07,19490,Co-op,Co-op Southern Fried Chicken Wrap,Co-op,P+3,wrap,,,7000,7025,7200,7095,5000,4825,5500,5462,6000,6451,7000,5832,,,,35622,36690,35676,36690,0,7025,7095,4825,5462,6451,5832,,5594,,,,,MISSING,MISSING,,1,0,7025,7095,4825,5462,6451,5832,36690,OK
,19491,Co-op,Co-op Falafel Wrap,Co-op,P+4,wrap,,,3500,3364,3000,2826,2000,1875,2600,2536,3000,2746,3000,2359,,,,15574,15706,13066,15706,0,3364,2826,1875,2536,2746,2359,,2247,,,,,MISSING,MISSING,,1,0,3364,2826,1875,2536,2746,2359,15706,OK
,19495,Co-op,Co-op GL Mexican Chipotle Bean Wrap,Co-op,P+3,wrap,,,3500,3388,2600,2313,2000,1699,2500,2312,3000,2302,2000,1080,,,,13107,13094,13090,13094,0,3388,2313,1699,2312,2302,1080,,988,,,,,,MISSING,,1,0,3388,2313,1699,2312,2302,1080,13094,OK
,20130,Co-op,Co-op Ham & Mustard Skillet,Co-op,P+4,Skillet,,,3200,3060,3500,3331,3000,3010,2500,2475,3000,2574,3100,3085,,,,17596,17535,15781,17535,0,3060,3331,3010,2475,2574,3085,,3085,,,,,MISSING,MISSING,,1,0,3060,3331,3010,2475,2574,3085,17535,OK
Temp Delist,20453,Co-op,Co-op Low Fat Ham Salad Skillet,Co-op,P+3,Skillet,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,1,0,0,0,0,0,0,0,0,OK
,22844,Co-op,CO-OP All Day Breakfast Hot Wrap,Co-op,P+2,Alternative,,,2200,2215,2000,1846,2000,1321,2000,1949,2000,1876,2000,1493,,,,10667,10700,10574,10700,0,2215,1846,1321,1949,1876,1493,,1493,,,,,MISSING,MISSING,,1,0,2215,1846,1321,1949,1876,1493,10700,OK
,22845,Co-op,CO-OP Chicken Fajita Hot Wap,Co-op,P+2,Alternative,,,1200,1244,1100,1072,1000,767,1000,983,1100,962,1000,780,,,,5905,5808,6360,5808,0,1244,1072,767,983,962,780,,780,,,,,MISSING,MISSING,,1,0,1244,1072,767,983,962,780,5808,OK
,22846,Co-op,CO-OP Ham & Cheese Toastie,Co-op,P+2,Alternative,,,1200,1235,1200,1103,1000,784,1200,1143,1200,1206,1100,1029,,,,6573,6500,5597,6500,0,1235,1103,784,1143,1206,1029,,1029,,,,,MISSING,MISSING,,1,0,1235,1103,784,1143,1206,1029,6500,OK
,23806,Co-op,CO-OP Mexican Hot Wrap,Co-op,P+2,Alternative,,,500,543,500,305,400,209,400,447,500,317,500,217,,,,1996,2038,1719,2038,0,543,305,209,447,317,217,,217,,,,,MISSING,MISSING,,1,0,543,305,209,447,317,217,2038,OK
,17102,Co-op,Co-op Ham & Cheese Skillet x4,Co-op,P+4,Skillet,,,400,428,450,372,350,316,400,268,400,284,400,468,,,,1996,2136,2141,534,0,428,372,316,268,284,468,,468,,,MISSING,MISSING,MISSING,MISSING,,4,0,107,93,79,67,71,117,534,OK
TEMP delist 08/07,17104,Co-op,Co-op Southern Fried Chicken Wrap x4,Co-op,P+3,wrap,,,200,180,300,236,200,168,200,144,200,144,200,204,,,,1004,1076,1437,269,0,180,236,168,144,144,204,,204,,,,,MISSING,MISSING,,4,0,45,59,42,36,36,51,269,OK
TEMP delist 17/06,17105,Co-op,Co-op Chicken & Bacon Caesar Wrap x4,Co-op,P+3,wrap,,,300,312,350,384,300,340,300,284,300,264,300,340,,,,1828,1924,1613,481,0,312,384,340,284,264,340,,340,,,,,MISSING,MISSING,,4,0,78,96,85,71,66,85,481,OK
,19743,Co-op,Co-op Falafel Wrap x 4,Co-op,P+3,wrap,,,150,92,150,96,100,92,100,68,100,64,100,88,,,,476,500,446,125,0,92,96,92,68,64,88,,88,,,,,MISSING,MISSING,,4,0,23,24,23,17,16,22,125,OK
,19746,Co-op,Co-op GL Mexican Chipotle Bean Wrap x 4,Co-op,P+3,wrap,,,150,132,150,100,100,84,100,84,100,112,60,44,,,,592,556,455,139,0,132,100,84,84,112,44,,44,,,,,MISSING,MISSING,,4,0,33,25,21,21,28,11,139,OK
,19783,Co-op,Co-op Aromatic Duck Wrap x4,Co-op,P+3,wrap,,,200,192,200,120,120,140,120,80,200,152,80,60,100,100,100,828,744,722,186,0,192,120,140,80,152,60,,60,,,,,MISSING,MISSING,,4,0,48,30,35,20,38,15,186,OK
,20161,Co-op,Co-op Ham & Mustard Skillet x4,Co-op,P+4,Skillet,,,200,148,200,144,130,140,120,136,100,120,150,140,,,,788,828,842,207,0,148,144,140,136,120,140,,140,,,MISSING,MISSING,MISSING,MISSING,,4,0,37,36,35,34,30,35,207,OK
Temp Delist,20489,Co-op,Co-op Low Fat Ham Salad Skillet x4,Co-op,P+3,Skillet,,,,,,,,,,,,,,,100,100,100,0,0,0,0,0,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK
