Week no.,WK 08,,,3,4,5,8,,10,,12,,14,,16,,18,,20,20,35,36,37,,,,,,,,,,,,,Contribution Report,,,,,,,,CASES ORDERED,,,,,,,,,,,
50779462,24811,Asda Café,ASC NEW ADB Topped Toastie x4,Asda,P+7,Alternative,353,440,370,408,328,380,425,292,436,436,372,424,395,480,,,,2800,2860,3107,715,440,408,380,292,436,424,480,,480,,,,,MISSING,MISSING,,4,110,102,95,73,109,106,120,715,OK,,#N/A
50779464,24813,Asda Café,ASC NEW Meatball Hot Wrap x4,Asda,P+7,Alternative,110,136,59,68,55,72,97,140,64,144,88,104,59,168,,,,796,832,0,208,136,68,72,140,144,104,168,,168,,,,,MISSING,MISSING,,4,34,17,18,35,36,26,42,208,OK,,#N/A
50773032,24821,Asda Café,ASC XMAS CHEESEBOARD TOASTIE x4,Asda,P+7,Alternative,345,436,429,340,366,388,441,284,412,1976,900,728,700,520,,,,1864,4672,2551,1168,436,340,388,284,1976,728,520,,520,,,,,MISSING,MISSING,,4,109,85,97,71,494,182,130,1168,OK,,#N/A
50142562,24958,Asda Café,ASC XMAS BRIE & CRANBERRY PANINI x4,Asda,P+7,Alternative,236,256,307,248,257,240,257,300,240,272,344,360,273,292,,,,2236,1968,2044,492,256,248,240,300,272,360,292,,292,,,,,MISSING,MISSING,,4,64,62,60,75,68,90,73,492,OK,,#N/A
,M11393,Asda,AS TOASTIES (CHEESE & MUSTARD),Asda,,,,420,,520,,496,,496,,520,,596,,476,,,,,,,,,,,,,,,,,,,,,MISSING,MISSING,,,,,,,,,,,,,
,M11394,Asda,AS TOASTIES (BEANS & CHEESE),Asda,,,,440,,408,,380,,292,,436,,424,,480,,,,,,,,,,,,,,,,,,,,,MISSING,MISSING,,,,,,,,,,,,,
,M11395,Asda,AS TOASTIES ( CHEESE & TOAMATO),Asda,,,,372,,412,,416,,388,,320,,480,,352,,,,,,,,,,,,,,,,,,,,,MISSING,MISSING,,,,,,,,,,,,,
,M11934,Asda,AS TOASTIES ( XMAS - CHEESE &BECHAMEL),Asda,,,,436,,340,,388,,284,,1976,,728,,520,,,,,,,,,,,,,,,,,,,,,MISSING,MISSING,,,,,,,,,,,,,
50779463,24812,Asda Café,ASC NEW Chicken Fajita Hot Wrap x4,Asda,P+7,Alternative,,,,,,,,,,,,,,,,,,664,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK,,#N/A
,,,,,,,,15%,,15%,,14%,,17%,,15%,,14%,,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BP,,Totals ASDA,,,,16118,21520,19378,20672,20123,20156,19855,23450,19552,21112,17313,19104,15395,16306,0,0,0,125186,140196,128793,24560,21580,20572,20400,21594,21888,19540,16590,0,16298,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Test,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLD EAT,21459,BP,BP Southern Fried  Chicken Wrap x4,BP,P+3,Wrap,112,120,126,120,77,80,115,120,86,84,104,108,88,92,,,,752,724,747,181,120,120,80,120,84,108,92,,0,,,,,,,,4,30,30,20,30,21,27,23,181,OK,,21459
COLD EAT,21460,BP,BP Chicken & Stuffing Skillet x4,BP,P+3,Skillet,155,148,154,164,95,80,144,144,106,104,148,148,105,100,,,,892,888,956,222,148,164,80,144,104,148,100,,0,,,,,,,,4,37,41,20,36,26,37,25,222,OK,,21460
COLD EAT,21461,BP,BP Egg Mayo Skillet x4,BP,P+3,Skillet,152,136,156,148,107,96,141,144,114,112,137,136,104,100,,,,944,872,951,218,136,148,96,144,112,136,100,,0,,,,,,,,4,34,37,24,36,28,34,25,218,OK,,21461
COLD EAT,21462,BP,BP Cheese Ploughmans Skillet x4,BP,P+3,Skillet,151,140,152,160,104,96,149,148,112,104,137,144,108,104,,,,980,896,973,224,140,160,96,148,104,144,104,,0,,,,,,,,4,35,40,24,37,26,36,26,224,OK,,21462
COLD EAT,21463,BP,BP Cheese & Onion Skillet x4,BP,P+3,Skillet,162,168,165,164,106,104,156,144,118,128,149,148,110,104,,,,984,960,1020,240,168,164,104,144,128,148,104,,0,,,,,,,,4,42,41,26,36,32,37,26,240,OK,,21463
COLD EAT,21465,BP,BP Prawn Mayo Skillet x4,BP,P+3,Skillet,113,120,134,136,67,64,113,116,79,84,103,112,87,72,,,,712,704,757,176,120,136,64,116,84,112,72,,0,,,,,,,,4,30,34,16,29,21,28,18,176,OK,,21465
COLD EAT,21466,BP,BP Tuna Sweetcorn Skillet x4,BP,P+3,Skillet,149,148,158,164,102,104,143,136,106,116,139,140,99,100,,,,924,908,940,227,148,164,104,136,116,140,100,,0,,,,,,,,4,37,41,26,34,29,35,25,227,OK,,21466
COLD EAT,21467,BP,BP Chicken Salad Skillet x4,BP,P+3,Skillet,163,148,163,160,108,92,151,152,124,120,146,148,117,100,,,,1004,920,1007,230,148,160,92,152,120,148,100,,0,,,,,,,,4,37,40,23,38,30,37,25,230,OK,,21467
COLD EAT,21468,BP,BP Chicken & Bacon Skillet x4,BP,P+3,Skillet,182,168,189,184,124,116,172,180,139,128,168,168,129,132,,,,1132,1076,1142,269,168,184,116,180,128,168,132,,0,,,,,,,,4,42,46,29,45,32,42,33,269,OK,,21468
COLD EAT,21471,BP,BP BLT Skillet x4,BP,P+3,Skillet,156,156,174,168,108,96,154,148,119,116,151,164,113,120,,,,1004,968,1036,242,156,168,96,148,116,164,120,,0,,,,,,,,4,39,42,24,37,29,41,30,242,OK,,21471
COLD EAT,21732,BP,BP Ham & Cheese Skillet x4,BP,P+3,Skillet,175,176,181,176,111,92,168,176,133,128,163,164,119,104,,,,1096,1016,1089,254,176,176,92,176,128,164,104,,0,,,,,,,,4,44,44,23,44,32,41,26,254,OK,,21732
COLD EAT,21733,BP,BP Chicken Caesar Wrap x4,BP,P+3,Wrap,124,128,138,120,85,88,116,124,98,96,121,112,92,96,,,,776,764,816,191,128,120,88,124,96,112,96,,0,,,,,,,,4,32,30,22,31,24,28,24,191,OK,,21733
HOT EAT,21767,BP,BP Ham & Cheese Toastie x4,BP,P+7,Alternative,1061,1044,1120,1116,932,812,1094,1132,1021,1048,1007,1076,1140,1148,,,,7128,7376,6514,1844,1044,1116,812,1132,1048,1076,1148,,0,,,,,,,,4,261,279,203,283,262,269,287,1844,OK,,21767
COLD EAT,22796,BP,BP Breakfast Triple Skillet x4,BP,P+3,Alternative,224,208,226,240,145,136,209,212,167,160,197,200,158,152,,,,1356,1308,1296,327,208,240,136,212,160,200,152,,0,,,,,MISSING,MISSING,,4,52,60,34,53,40,50,38,327,OK,,22796
HOT EAT,22799,BP,BP Ultimate Three Cheese Toastie x4,BP,P+7,Alternative,921,864,1006,948,868,656,924,952,879,908,874,876,996,916,,,,6092,6120,5736,1530,864,948,656,952,908,876,916,,0,,,,,MISSING,MISSING,,4,216,237,164,238,227,219,229,1530,OK,,22799
HOT EAT,23840,BP,BP Classic Cheese & Ham Barmarked Toastie x4,BP,P+7,Alternative,773,700,883,780,680,644,811,784,722,736,762,740,850,772,,,,5156,5156,4760,1289,700,780,644,784,736,740,772,,0,,,,,MISSING,MISSING,,4,175,195,161,196,184,185,193,1289,OK,,23840
HOT EAT,23842,BP,BP Italian Style Meatball and Mozzarella Wrap x4,BP,P+7,Alternative,465,452,480,528,374,300,398,420,435,440,423,424,457,468,,,,2940,3032,2664,758,452,528,300,420,440,424,468,,0,,,,,MISSING,MISSING,,4,113,132,75,105,110,106,117,758,OK,,23842
HOT EAT,24187,BP,"BP Sausage, Bacon & Cheese Wrap x4",BP,P+7,Alternative,1066,1060,1093,1160,912,760,1047,1076,958,992,936,860,1100,1080,,,,7012,6988,5836,1747,1060,1160,760,1076,992,860,1080,,0,,,,,MISSING,MISSING,,4,265,290,190,269,248,215,270,1747,OK,,#N/A
HOT EAT,24190,BP,BP Tuna Melt Panini x4,BP,P+7,Alternative,568,576,640,588,519,388,526,536,579,608,555,500,627,636,,,,3820,3832,3532,958,576,588,388,536,608,500,636,,0,,,,,MISSING,MISSING,,4,144,147,97,134,152,125,159,958,OK,,#N/A
HOT EAT,24192,BP,BP Bacon Bap x4,BP,P+7,Alternative,2081,1880,2324,2180,1884,1488,2150,2188,2019,1932,2058,1968,2363,2344,,,,13972,13980,13281,3495,1880,2180,1488,2188,1932,1968,2344,,0,,,,,MISSING,MISSING,,4,470,545,372,547,483,492,586,3495,OK,,24192
HOT EAT,24193,BP,BP Sausage Bap x4,BP,P+7,Alternative,2043,1872,2247,2080,1824,1472,2093,2152,1950,1824,1986,1920,2260,2196,,,,13640,13516,12920,3379,1872,2080,1472,2152,1824,1920,2196,,0,,,,,MISSING,MISSING,,4,468,520,368,538,456,480,549,3379,OK,,#N/A
HOT EAT,24734,BP,BP Signature Hot Dog,BP,P+6,Alternative,597,448,668,628,539,416,557,528,561,552,548,508,608,596,,,,3728,3676,4155,919,448,628,416,528,552,508,596,,0,,,,,MISSING,MISSING,,4,112,157,104,132,138,127,149,919,OK,,#N/A
HOT EAT,24778,BP,BP Mozzarella & Tomato Panini,BP,P+7,Alternative,561,492,614,568,488,460,522,520,540,548,521,528,620,680,,,,3556,3796,3710,949,492,568,460,520,548,528,680,,0,,,,,MISSING,MISSING,,4,123,142,115,130,137,132,170,949,OK,,#N/A
HOT EAT,24779,BP,BP Pepperoni & Mozzarella Panini,BP,P+7,Alternative,648,476,709,680,567,472,584,596,639,624,576,632,673,788,,,,4052,4268,4113,1067,476,680,472,596,624,632,788,,0,,,,,MISSING,MISSING,,4,119,170,118,149,156,158,197,1067,OK,,#N/A
HOT EAT,24780,BP,BP All Day Breakfast Bap,BP,P+6,Alternative,1686,1624,1821,1808,1486,1096,1643,1760,1614,1656,1571,1508,1831,1776,,,,11156,11228,10382,2807,1624,1808,1096,1760,1656,1508,1776,,0,,,,,MISSING,MISSING,,4,406,452,274,440,414,377,444,2807,OK,,#N/A
26-Oct,24837,BP,BP Turkey Toastie,BP,P+7,Alternative,664,472,610,512,489,416,699,560,614,412,447,520,426,520,,,,3600,3412,5007,853,472,512,416,560,412,520,520,,0,,,,,MISSING,MISSING,,4,118,128,104,140,103,130,130,853,OK,,#N/A
SAL/HOT HOLD,23699,BP,"BP Cucumber, mooned and half slices (M4449) 1KG Tubs",BP,,Alternative,2,2,2,3,2,1,2,2,2,0,2,2,2,2,,,,12,12,12,2,2,3,1,2,0,2,2,,0,,,,,MISSING,MISSING,,5,0,1,0,0,0,0,0,2,OK,,#N/A
SAL/HOT HOLD,23700,BP,BP Sliced Jalapenos (I5523) 1KG Tubs,BP,,Alternative,2,2,2,2,2,1,2,2,2,0,2,2,2,1,,,,10,10,10,3,2,2,1,2,0,2,1,,0,,,,,MISSING,MISSING,,4,1,1,0,1,0,1,0,3,OK,,#N/A
SAL/HOT HOLD,23701,BP,BP Cocktail Vine Tomatoes (I7201) 1KG Tubs,BP,,Alternative,2,2,2,3,2,1,2,2,2,0,2,2,2,1,,,,11,11,11,6,2,3,1,2,0,2,1,,0,,,,,MISSING,MISSING,,2,1,2,1,1,0,1,1,6,OK,,#N/A
SAL/HOT HOLD,23695,BP,BP 50/50 Coleslaw Mix (I2552) 5KG,BP,,Alternative,2,1,2,2,2,,2,1,2,1,2,1,2,1,,,,7,7,7,1,1,2,0,1,1,1,1,,0,,,MISSING,MISSING,MISSING,MISSING,,5,0,0,0,0,0,0,0,1,OK,,#N/A
SAL/HOT HOLD,23698,BP,BP Mixed Green Leaf (Apollo and Endive) (I5084) 1KG,BP,,Alternative,2,1,2,3,2,,2,1,2,1,2,1,2,1,,,,8,8,9,2,1,3,0,1,1,1,1,,0,,,MISSING,MISSING,MISSING,MISSING,,4,0,1,0,0,0,0,0,2,OK,,#N/A
HOT EAT,23843,BP,BP Chicken & Chorizo Toastie x4,BP,P+7,Alternative,,,,,,,,,,,,,,,,,,0,0,4069,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK,,23843
,BPT,,BP TOASTIES TO BAKE,,,12x4,stock,1908,stock,2064,stock,1468,stock,2084,stock,1956,stock,1952,stock,2064,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M9240,,BP TOASTIES TO BAKE (CHEESE TOPPED),,,,0,1044,0,1116,0,812,0,1132,0,1048,0,1076,0,1148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M10196,,BP TOASTIES TO BAKE (THREE CHEESES TOPPED),,,,0,864,0,948,0,656,0,952,0,908,0,876,0,916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M11412,,BP TOASTIES TO BAKE (CHIPOTLE TOPPED),,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M11412,,BP TOASTIES TO BAKE (CHIPOTLE TOPPED),,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M12079,,BP TOASTIES TO BAKE (PORK STUFFING TOPPED),,,,0,472,0,512,0,416,0,560,0,412,0,520,0,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,hot eats total,,,,,0,,12268,,8750,,7900,,9040,,9300,,13550,,,,,,,,,1116,812,1132,1048,1076,1148,,,,,,,,,,,,,,,,,,,,,
,COOP,,Totals BP,,,,15160,13930,16340,15688,12906,10627,14984,15154,14038,13760,14132,13958,15388,15300,0,0,0,98456,98432,99458,24610,13932,15693,10627,15156,13762,13960,15302,0,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.000,,0.180,,0.190,,0.140,,0.130,,0.160,,0.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.000,,0.000,,0.000,,0.000,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19488,Co-op,Co-op Chicken & Bacon Caesar Wrap,Co-op,P+3,wrap,,,6666,6666,7400,7087,7000,6498,6000,5592,5900,6074,8000,8116,,,,42435,40033,43778,40033,0,6666,7087,6498,5592,6074,8116,,8116,,,,,,MISSING,,1,0,6666,7087,6498,5592,6074,8116,40033,OK,,19488
,19489,Co-op,Co-op Aromatic Duck Wrap,Co-op,P+3,wrap,,,3590,3590,3600,3752,2700,2505,3000,2814,2900,3466,3800,3267,,,,19576,19394,20276,19394,0,3590,3752,2505,2814,3466,3267,,3267,,,,,,MISSING,,1,0,3590,3752,2505,2814,3466,3267,19394,OK,,19489
,19490,Co-op,Co-op Southern Fried Chicken Wrap,Co-op,P+3,wrap,,,5787,5787,6500,6695,4900,4443,4600,4701,4600,6008,7000,5983,,,,35150,33617,36782,33617,0,5787,6695,4443,4701,6008,5983,,5983,,,,,MISSING,MISSING,,1,0,5787,6695,4443,4701,6008,5983,33617,OK,,19490
,19491,Co-op,Co-op Falafel Wrap,Co-op,P+4,wrap,,,3100,3145,3000,3082,2200,2151,2500,2454,2500,2945,3000,2648,,,,16182,16425,15870,16425,0,3145,3082,2151,2454,2945,2648,,2648,,,,,MISSING,MISSING,,1,0,3145,3082,2151,2454,2945,2648,16425,OK,,19491
,19495,Co-op,Co-op GL Mexican Chipotle Bean Wrap,Co-op,P+3,wrap,,,2500,3103,2500,2794,1900,1774,2500,2444,2500,2541,2400,1994,,,,13877,14650,14468,14650,0,3103,2794,1774,2444,2541,1994,,1994,,,,,,MISSING,,1,0,3103,2794,1774,2444,2541,1994,14650,OK,,19495
,20130,Co-op,Co-op Ham & Mustard Skillet,Co-op,P+4,Skillet,,,,,,,,,,,,,,,,,,0,0,4,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,1,0,0,0,0,0,0,0,0,OK,,20130
,22341,Co-op,CO-OP HAM & CHEESE PANINI,Co-op,P+3,Alternative,,,1500,1661,1400,1314,1000,866,1200,1347,1200,1295,1100,1022,,,,6911,7505,6196,7505,0,1661,1314,866,1347,1295,1022,,1022,,,,,,,,1,0,1661,1314,866,1347,1295,1022,7505,OK,,#N/A
,22844,Co-op,CO-OP All Day Breakfast Hot Wrap,Co-op,P+2,Alternative,,,2000,2342,2000,2007,1300,1320,1700,1911,1900,1990,1800,1662,,,,10755,11232,9635,11232,0,2342,2007,1320,1911,1990,1662,,1662,,,,,MISSING,MISSING,,1,0,2342,2007,1320,1911,1990,1662,11232,OK,,22844
,22845,Co-op,CO-OP Chicken Fajita Hot Wap,Co-op,P+2,Alternative,,,1100,1343,1000,923,700,569,1050,1149,1050,1038,800,724,,,,5134,5746,5139,5746,0,1343,923,569,1149,1038,724,,724,,,,,MISSING,MISSING,,1,0,1343,923,569,1149,1038,724,5746,OK,,22845
,22846,Co-op,CO-OP Ham & Cheese Toastie,Co-op,P+2,Alternative,,,1200,1247,1100,1099,800,677,950,1064,1050,1071,900,975,,,,5856,6133,4897,6133,0,1247,1099,677,1064,1071,975,,975,,,,,MISSING,MISSING,,1,0,1247,1099,677,1064,1071,975,6133,OK,,22846
,24395,Co-op,COOP GU Ham & Cheese Toastie,Co-op,P+4,Alternative,,,15,9,15,8,15,4,15,5,15,5,15,8,,,,34,39,94,39,0,9,8,4,5,5,8,,8,,,,,MISSING,MISSING,,1,0,9,8,4,5,5,8,39,OK,,#N/A
,24396,Co-op,COOP GU Cheese Toastie,Co-op,P+4,Alternative,,,15,2,15,,15,1,15,2,15,1,15,2,,,,9,8,51,8,0,2,0,1,2,1,2,,2,,,,,MISSING,MISSING,,1,0,2,0,1,2,1,2,8,OK,,#N/A
,24397,Co-op,COOP GU Tuna Melt Panini,Co-op,P+4,Alternative,,,15,5,15,1,15,3,15,2,15,3,15,3,,,,18,17,20,17,0,5,1,3,2,3,3,,3,,,,,MISSING,MISSING,,1,0,5,1,3,2,3,3,17,OK,,#N/A
,24398,Co-op,COOP GU Chicken & Red Pepper Panini,Co-op,P+4,Alternative,,,15,5,15,4,15,5,15,7,15,6,15,4,,,,24,31,27,31,0,5,4,5,7,6,4,,4,,,,,MISSING,MISSING,,1,0,5,4,5,7,6,4,31,OK,,#N/A
,24399,Co-op,COOP GU All Day Breakfast Panini,Co-op,P+4,Alternative,,,15,1,15,,15,3,15,2,15,3,15,1,,,,9,10,9,10,0,1,0,3,2,3,1,,1,,,,,MISSING,MISSING,,1,0,1,0,3,2,3,1,10,OK,,#N/A
,24735,Co-op,CO-OP Four Cheese Toastie,Co-op,P+2,Alternative,,,1000,1475,900,680,800,399,900,1302,900,740,1000,524,,,,4712,5120,4155,5120,0,1475,680,399,1302,740,524,,524,,,,,MISSING,MISSING,,1,0,1475,680,399,1302,740,524,5120,OK,,#N/A
,17104,Co-op,Co-op Southern Fried Chicken Wrap x4,Co-op,P+3,wrap,,,200,192,300,224,180,176,160,152,200,184,250,228,,,,1156,1156,1206,289,0,192,224,176,152,184,228,,228,,,,,MISSING,MISSING,,4,0,48,56,44,38,46,57,289,OK,,17104
,17105,Co-op,Co-op Chicken & Bacon Caesar Wrap x4,Co-op,P+3,wrap,,,300,292,300,300,300,344,280,212,220,216,300,416,,,,1776,1780,1817,445,0,292,300,344,212,216,416,,416,,,,,MISSING,MISSING,,4,0,73,75,86,53,54,104,445,OK,,17105
,19743,Co-op,Co-op Falafel Wrap x 4,Co-op,P+3,wrap,,,180,124,100,88,100,152,90,44,120,120,100,88,,,,668,616,799,154,0,124,88,152,44,120,88,,88,,,,,MISSING,MISSING,,4,0,31,22,38,11,30,22,154,OK,,19743
,19746,Co-op,Co-op GL Mexican Chipotle Bean Wrap x 4,Co-op,P+3,wrap,,,180,188,160,140,100,128,120,116,140,108,160,148,,,,800,828,990,207,0,188,140,128,116,108,148,,148,,,,,MISSING,MISSING,,4,0,47,35,32,29,27,37,207,OK,,19746
,19783,Co-op,Co-op Aromatic Duck Wrap x4,Co-op,P+3,wrap,,,180,212,160,108,150,156,140,148,180,132,180,188,100,100,100,952,944,1121,236,0,212,108,156,148,132,188,,188,,,,,MISSING,MISSING,,4,0,53,27,39,37,33,47,236,OK,,19783
,20161,Co-op,Co-op Ham & Mustard Skillet x4,Co-op,P+4,Skillet,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK,,20161
,M10325,,COOP TOASTIES TO BAKE (TWO CHEESE &MUSTARD),,,,,,0,1447,0,1199,0,677,0,1064,0,1071,0,975,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,M12017,,COOP TOASTIES TO BAKE (TWO CHEESE) NEW,,,,,,0,1475,0,680,0,399,0,1302,0,740,0,524,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
1233475,24815,Co-op,Co-op DF Fajita Beef Chilli Salad,Co-op,P+6,Alternative,,,50,42,28,21,50,44,28,22,28,,28,,,,,154,129,176,129,0,42,21,44,22,0,0,,0,,,,,MISSING,MISSING,,1,0,42,21,44,22,0,0,129,OK,,#N/A
6682405,24816,Co-op,Co-op DF Korean BBQ Beef Salad,Co-op,P+6,Alternative,,,50,42,28,21,50,44,28,22,28,,28,,,,,154,129,176,129,0,42,21,44,22,0,0,,0,,,,,MISSING,MISSING,,1,0,42,21,44,22,0,0,129,OK,,#N/A
