Week no.,WK 43,,,3,4,5,8,,10,,12,,14,,16,,18,,20,20,35,36,37,,,,,,,,,,,,,Contribution Report,,,,,,,,CASES ORDERED,,,,,,,,,,,
delist 19/07,23754,Asda Café,"ASC Chicken, Stuffing & Bacon Stack x4",Asda,P+4,Alternative,,,,,,,,,,,,,,,,,,1928,0,1910,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK,,23754
delist 19/07,23755,Asda Café,"ASC Ham, Cheese & Pickle Stack x4",Asda,P+4,Alternative,,,,,,,,,,,,,,,,,,2016,0,2096,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK,,23755
delist 19/07,23756,Asda Café,ASC Chicken & Bacon Caesar Wrap x4,Asda,P+4,Alternative,,,,,,,,,,,,,,,,,,1008,0,972,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK,,23756
delist 19/07,23759,Asda Café,ASC BLT Stack x4,Asda,P+4,Alternative,,,,,,,,,,,,,,,,,,2020,0,1954,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK,,23759
,24332,Asda Café,ASC Mozzarella & Pesto Panini x4,Asda,P+7,Alternative,,,,,,,,,,,,,,,,,,2864,0,2783,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK,,24332
50302720,22678,Asda,AS Loaded Tomato &Basil Chicken Salad,Asda,P+4,Alternative,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK,,22678
50302723,22681,Asda,AS Loaded Chicken & Bacon Salad,Asda,P+4,Alternative,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK,,22681
,M11393,Asda,AS TOASTIES (CHEESE & MUSTARD),Asda,,,,496,,576,,540,,360,,616,,524,,556,,,,,,,,,,,,,,,,,,,,,MISSING,MISSING,,,,,,,,,,,,,
,M11394,Asda,AS TOASTIES (BEANS & CHEESE),Asda,,,,224,,276,,240,,172,,348,,256,,304,,,,,,,,,,,,,,,,,,,,,MISSING,MISSING,,,,,,,,,,,,,
,M11395,Asda,AS TOASTIES ( CHEESE & TOAMATO),Asda,,,,456,,508,,480,,296,,532,,448,,448,,,,,,,,,,,,,,,,,,,,,MISSING,MISSING,,,,,,,,,,,,,
,,,,,,,,12%,,14%,,16%,,16%,,17%,,15%,,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BP,,Totals ASDA,,,,14050,15250,26960,18718,17810,20888,22950,21024,24690,21924,19926,20088,18130,13812,0,0,0,133446,131764,152077,24666,14882,18926,21768,19540,22496,20040,14112,0,14112,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Test,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLD EAT,21459,BP,BP Southern Fried  Chicken Wrap x4,BP,P+3,Wrap,138,136,127,144,91,76,120,128,112,104,106,128,93,96,,,,808,812,830,203,136,144,76,128,104,128,96,,0,,,,,,,,4,34,36,19,32,26,32,24,203,OK,,21459
COLD EAT,21460,BP,BP Chicken & Stuffing Skillet x4,BP,P+3,Skillet,181,160,162,180,110,100,161,184,122,108,145,176,113,112,,,,1068,1020,1012,255,160,180,100,184,108,176,112,,0,,,,,,,,4,40,45,25,46,27,44,28,255,OK,,21460
COLD EAT,21461,BP,BP Egg Mayo Skillet x4,BP,P+3,Skillet,183,164,158,184,126,112,156,184,130,124,141,172,112,132,,,,1048,1072,1024,268,164,184,112,184,124,172,132,,0,,,,,,,,4,41,46,28,46,31,43,33,268,OK,,21461
COLD EAT,21462,BP,BP Cheese Ploughmans Skillet x4,BP,P+3,Skillet,186,164,172,180,125,108,159,168,124,124,141,164,111,112,,,,1092,1020,1032,255,164,180,108,168,124,164,112,,0,,,,,,,,4,41,45,27,42,31,41,28,255,OK,,21462
COLD EAT,21463,BP,BP Cheese & Onion Skillet x4,BP,P+3,Skillet,188,164,177,200,125,108,171,164,130,128,150,204,114,136,,,,1084,1104,1050,276,164,200,108,164,128,204,136,,0,,,,,,,,4,41,50,27,41,32,51,34,276,OK,,21463
COLD EAT,21465,BP,BP Prawn Mayo Skillet x4,BP,P+3,Skillet,134,128,135,160,89,72,132,136,97,84,111,128,90,92,,,,888,800,804,200,128,160,72,136,84,128,92,,0,,,,,,,,4,32,40,18,34,21,32,23,200,OK,,21465
COLD EAT,21466,BP,BP Tuna Sweetcorn Skillet x4,BP,P+3,Skillet,171,172,166,180,128,136,164,184,123,124,146,152,104,116,,,,1072,1064,1061,266,172,180,136,184,124,152,116,,0,,,,,,,,4,43,45,34,46,31,38,29,266,OK,,21466
COLD EAT,21467,BP,BP Chicken Salad Skillet x4,BP,P+3,Skillet,191,172,166,188,123,132,171,168,141,132,148,192,121,136,,,,1140,1120,1151,280,172,188,132,168,132,192,136,,0,,,,,,,,4,43,47,33,42,33,48,34,280,OK,,21467
COLD EAT,21468,BP,BP Chicken & Bacon Skillet x4,BP,P+3,Skillet,208,192,204,212,139,136,186,200,145,144,183,192,133,140,,,,1224,1216,1307,304,192,212,136,200,144,192,140,,0,,,,,,,,4,48,53,34,50,36,48,35,304,OK,,21468
COLD EAT,21471,BP,BP BLT Skillet x4,BP,P+3,Skillet,179,160,181,188,123,128,175,176,143,124,160,180,126,136,,,,1172,1092,1230,273,160,188,128,176,124,180,136,,0,,,,,,,,4,40,47,32,44,31,45,34,273,OK,,21471
COLD EAT,21732,BP,BP Ham & Cheese Skillet x4,BP,P+3,Skillet,188,164,182,208,128,120,177,188,137,144,163,180,139,140,,,,1204,1144,1195,286,164,208,120,188,144,180,140,,0,,,,,,,,4,41,52,30,47,36,45,35,286,OK,,21732
COLD EAT,21733,BP,BP Chicken Caesar Wrap x4,BP,P+3,Wrap,132,128,144,168,111,84,129,140,116,116,110,124,107,116,,,,876,876,883,219,128,168,84,140,116,124,116,,0,,,,,,,,4,32,42,21,35,29,31,29,219,OK,,21733
HOT EAT,21767,BP,BP Ham & Cheese Toastie x4,BP,P+7,Alternative,832,908,933,932,770,680,889,804,885,720,879,792,982,980,,,,6056,5816,5845,1454,908,932,680,804,720,792,980,,0,,,,,,,,4,227,233,170,201,180,198,245,1454,OK,,21767
COLD EAT,22796,BP,BP Breakfast Triple Skillet x4,BP,P+3,Alternative,229,232,229,232,165,164,214,232,173,156,195,192,146,168,,,,1420,1376,1375,344,232,232,164,232,156,192,168,,0,,,,,MISSING,MISSING,,4,58,58,41,58,39,48,42,344,OK,,22796
HOT EAT,22799,BP,BP Ultimate Three Cheese Toastie x4,BP,P+7,Alternative,797,792,863,760,712,640,830,760,783,656,781,708,864,880,,,,5300,5196,5583,1299,792,760,640,760,656,708,880,,0,,,,,MISSING,MISSING,,4,198,190,160,190,164,177,220,1299,OK,,22799
HOT EAT,23840,BP,BP Classic Cheese & Ham Barmarked Toastie x4,BP,P+7,Alternative,525,496,605,664,461,440,597,572,568,416,599,568,583,580,,,,3884,3736,3975,934,496,664,440,572,416,568,580,,0,,,,,MISSING,MISSING,,4,124,166,110,143,104,142,145,934,OK,,23840
HOT EAT,23842,BP,BP Italian Style Meatball and Mozzarella Wrap x4,BP,P+7,Alternative,291,280,345,308,253,248,307,272,327,256,313,304,303,316,,,,2032,1984,2222,496,280,308,248,272,256,304,316,,0,,,,,MISSING,MISSING,,4,70,77,62,68,64,76,79,496,OK,,23842
HOT EAT,23843,BP,BP Chicken & Chorizo Toastie x4,BP,P+7,Alternative,513,556,583,480,484,400,555,456,518,412,517,496,576,620,,,,3740,3420,3692,855,556,480,400,456,412,496,620,,0,,,,,MISSING,MISSING,,4,139,120,100,114,103,124,155,855,OK,,23843
HOT EAT,24185,BP,BP All Day Breakfast Sub Roll x4,BP,P+6,Alternative,1340,1368,1607,1652,1180,1040,1456,1256,1411,972,1499,888,1549,1492,,,,9516,8668,9902,2167,1368,1652,1040,1256,972,888,1492,,0,,,,,MISSING,MISSING,,4,342,413,260,314,243,222,373,2167,OK,,#N/A
HOT EAT,24186,BP,BP Egg & Mushroom Croissant x4,BP,P+4,Alternative,314,256,413,280,323,248,373,316,378,208,375,280,401,352,,,,2152,1940,2636,485,256,280,248,316,208,280,352,,0,,,,,MISSING,MISSING,,4,64,70,62,79,52,70,88,485,OK,,#N/A
HOT EAT,24187,BP,"BP Sausage, Bacon & Cheese Wrap x4",BP,P+7,Alternative,644,596,737,688,554,480,652,640,637,524,663,664,710,752,,,,4540,4344,4444,1086,596,688,480,640,524,664,752,,0,,,,,MISSING,MISSING,,4,149,172,120,160,131,166,188,1086,OK,,#N/A
HOT EAT,24188,BP,BP Hunters Chicken Sub Roll x4,BP,P+7,Alternative,516,476,565,536,444,360,490,440,507,400,493,520,504,496,,,,3360,3228,3372,807,476,536,360,440,400,520,496,,0,,,,,MISSING,MISSING,,4,119,134,90,110,100,130,124,807,OK,,#N/A
HOT EAT,24189,BP,BP Italian Meat Feast Sub Roll x4,BP,P+7,Alternative,479,484,521,496,387,320,464,420,444,320,470,424,476,472,1208,1208,1208,3044,2936,3206,734,484,496,320,420,320,424,472,,0,,,,,MISSING,MISSING,,4,121,124,80,105,80,106,118,734,OK,,#N/A
HOT EAT,24190,BP,BP Tuna Melt Panini x4,BP,P+7,Alternative,394,448,458,456,409,376,420,380,462,364,424,356,481,484,,,,2860,2864,3585,716,448,456,376,380,364,356,484,,0,,,,,MISSING,MISSING,,4,112,114,94,95,91,89,121,716,OK,,#N/A
HOT EAT,24191,BP,BP Mini Cheese & Tomato Toastie x4,BP,P+7,Alternative,184,172,214,112,165,128,180,76,204,172,193,128,213,176,,,,1064,964,1511,241,172,112,128,76,172,128,176,,0,,,,,MISSING,MISSING,,4,43,28,32,19,43,32,44,241,OK,,#N/A
HOT EAT,24192,BP,BP Bacon Bap x4,BP,P+7,Alternative,1729,2104,2094,2180,1645,1600,1919,1944,1900,1644,1962,1680,2010,1896,,,,13612,13048,12804,3262,2104,2180,1600,1944,1644,1680,1896,,0,,,,,MISSING,MISSING,,4,526,545,400,486,411,420,474,3262,OK,,24192
HOT EAT,24193,BP,BP Sausage Bap x4,BP,P+7,Alternative,1766,1768,2052,2120,1611,1364,1857,1816,1850,1508,1924,1672,1944,1872,,,,12984,12120,12165,3030,1768,2120,1364,1816,1508,1672,1872,,0,,,,,MISSING,MISSING,,4,442,530,341,454,377,418,468,3030,OK,,#N/A
SAL/HOT HOLD,23699,BP,"BP Cucumber, mooned and half slices (M4449) 1KG Tubs",BP,,Alternative,2,2,2,3,2,1,2,2,2,1,2,2,2,2,,,,11,13,13,3,2,3,1,2,1,2,2,,0,,,,,MISSING,MISSING,,5,0,1,0,0,0,0,0,3,OK,,#N/A
SAL/HOT HOLD,23700,BP,BP Sliced Jalapenos (I5523) 1KG Tubs,BP,,Alternative,2,2,2,3,2,,2,2,2,,2,2,2,0,,,,9,9,11,2,2,3,0,2,0,2,0,,0,,,,,MISSING,MISSING,,4,1,1,0,1,0,1,0,2,OK,,#N/A
SAL/HOT HOLD,23701,BP,BP Cocktail Vine Tomatoes (I7201) 1KG Tubs,BP,,Alternative,2,2,2,3,2,1,2,2,2,,2,2,2,1,,,,12,11,12,6,2,3,1,2,0,2,1,,0,,,,,MISSING,MISSING,,2,1,2,1,1,0,1,1,6,OK,,#N/A
SAL/HOT HOLD,23695,BP,BP 50/50 Coleslaw Mix (I2552) 5KG,BP,,Alternative,2,2,2,2,2,,2,2,2,,2,2,2,0,,,,8,8,8,2,2,2,0,2,0,2,0,,0,,,MISSING,MISSING,MISSING,MISSING,,5,0,0,0,0,0,0,0,2,OK,,#N/A
SAL/HOT HOLD,23698,BP,BP Mixed Green Leaf (Apollo and Endive) (I5084) 1KG,BP,,Alternative,2,1,2,2,2,,2,2,2,1,2,2,2,1,,,,11,9,11,2,1,2,0,2,1,2,1,,0,,,MISSING,MISSING,MISSING,MISSING,,4,0,1,0,1,0,1,0,2,OK,,#N/A
,BPT,,BP TOASTIES TO BAKE,,,12x4,stock,2256,stock,2172,stock,1320,stock,1564,stock,1376,stock,1500,stock,1860,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M9240,,BP TOASTIES TO BAKE (CHEESE TOPPED),,,,0,932,0,932,0,680,0,804,0,720,0,792,0,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M10196,,BP TOASTIES TO BAKE (THREE CHEESES TOPPED),,,,0,760,0,760,0,640,0,760,0,656,0,708,0,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M11412,,BP TOASTIES TO BAKE (CHIPOTLE TOPPED),,,,0,480,0,480,0,400,0,456,0,412,0,496,0,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M11842,,BP TOASTIES TO BAKE (Mini Toastie),,,,0,344,0,224,0,256,0,152,0,344,0,256,0,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,hot eats total,,,,,0,,12268,,8750,,7900,,9040,,9300,,13550,,,,,,,,,932,680,804,720,792,980,,,,,,,,,,,,,,,,,,,,,
,COOP,,Totals BP,,,,12638,12846,14201,14097,10992,9802,13111,12410,12572,10185,12997,11670,13109,13003,0,0,0,88291,84030,88951,21009,12849,14101,9802,12414,10186,11674,13004,0,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.000,,0.180,,0.190,,0.140,,0.130,,0.160,,0.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.000,,0.000,,0.000,,0.000,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19463,Co-op,Co-op Ham & Cheese Skillet,Co-op,P+4,Skillet,,,14568,14568,14500,15578,14000,14384,13000,12178,13000,10988,15000,17438,,,,80069,85134,77549,85134,0,14568,15578,14384,12178,10988,17438,,17438,,,,,MISSING,MISSING,,1,0,14568,15578,14384,12178,10988,17438,85134,OK,,19463
,19488,Co-op,Co-op Chicken & Bacon Caesar Wrap,Co-op,P+3,wrap,,,6946,6946,9000,8356,8500,8070,8000,6814,7800,7452,9500,9761,,,,49749,47399,51544,47399,0,6946,8356,8070,6814,7452,9761,,9761,,,,,,MISSING,,1,0,6946,8356,8070,6814,7452,9761,47399,OK,,19488
,19489,Co-op,Co-op Aromatic Duck Wrap,Co-op,P+3,wrap,,,4098,4098,4000,4057,3000,2783,3800,3308,4000,4361,4000,3734,,,,22326,22341,22501,22341,0,4098,4057,2783,3308,4361,3734,,3734,,,,,,MISSING,,1,0,4098,4057,2783,3308,4361,3734,22341,OK,,19489
,19490,Co-op,Co-op Southern Fried Chicken Wrap,Co-op,P+3,wrap,,,6902,6902,8000,7332,6000,5199,6600,6286,7500,7505,7000,6933,,,,41114,40157,43152,40157,0,6902,7332,5199,6286,7505,6933,,6933,,,,,MISSING,MISSING,,1,0,6902,7332,5199,6286,7505,6933,40157,OK,,19490
,19491,Co-op,Co-op Falafel Wrap,Co-op,P+4,wrap,,,4000,3623,3200,3315,2500,2269,3200,2889,3200,3326,3000,2867,,,,18509,18289,17770,18289,0,3623,3315,2269,2889,3326,2867,,2867,,,,,MISSING,MISSING,,1,0,3623,3315,2269,2889,3326,2867,18289,OK,,19491
,19495,Co-op,Co-op GL Mexican Chipotle Bean Wrap,Co-op,P+3,wrap,,,3500,3329,2800,2696,2000,1722,2600,2712,2600,2659,2200,2105,,,,14831,15223,16274,15223,0,3329,2696,1722,2712,2659,2105,,2105,,,,,,MISSING,,1,0,3329,2696,1722,2712,2659,2105,15223,OK,,19495
,20130,Co-op,Co-op Ham & Mustard Skillet,Co-op,P+4,Skillet,,,4000,3920,4000,4055,4000,3798,3500,3368,3500,3291,3800,4399,,,,22257,22831,21702,22831,0,3920,4055,3798,3368,3291,4399,,4399,,,,,MISSING,MISSING,,1,0,3920,4055,3798,3368,3291,4399,22831,OK,,20130
,20453,Co-op,Co-op Low Fat Ham Salad Skillet,Co-op,P+3,Skillet,,,3000,3103,2500,2531,2000,1854,2300,2147,2300,2248,1900,1724,,,,13174,13607,13408,13607,0,3103,2531,1854,2147,2248,1724,,1724,,,,,MISSING,MISSING,,1,0,3103,2531,1854,2147,2248,1724,13607,OK,,20453
,22341,Co-op,CO-OP HAM & CHEESE PANINI,Co-op,P+3,Alternative,,,1500,1400,1300,1147,900,642,1100,937,1100,1040,1000,869,,,,6017,6035,6707,6035,0,1400,1147,642,937,1040,869,,869,,,,,,,,1,0,1400,1147,642,937,1040,869,6035,OK,,#N/A
,22844,Co-op,CO-OP All Day Breakfast Hot Wrap,Co-op,P+2,Alternative,,,2200,2188,1800,1734,1100,959,1800,1596,1800,1717,1600,1446,,,,9554,9640,10246,9640,0,2188,1734,959,1596,1717,1446,,1446,,,,,MISSING,MISSING,,1,0,2188,1734,959,1596,1717,1446,9640,OK,,22844
,22845,Co-op,CO-OP Chicken Fajita Hot Wap,Co-op,P+2,Alternative,,,1300,1308,900,841,700,539,1000,888,1000,904,800,668,,,,5112,5148,5724,5148,0,1308,841,539,888,904,668,,668,,,,,MISSING,MISSING,,1,0,1308,841,539,888,904,668,5148,OK,,22845
,22846,Co-op,CO-OP Ham & Cheese Toastie,Co-op,P+2,Alternative,,,1100,1164,1000,922,800,527,1000,952,1000,924,900,749,,,,5117,5238,5674,5238,0,1164,922,527,952,924,749,,749,,,,,MISSING,MISSING,,1,0,1164,922,527,952,924,749,5238,OK,,22846
,24111,Co-op,CO-OP HOT SAUSAGE ROLL,Sutherland,P+3,Alternative,,,90,80,100,68,90,74,80,70,100,70,80,55,,,,423,417,401,417,0,80,68,74,70,70,55,,0,,,,,MISSING,MISSING,,1,0,80,68,74,70,70,55,417,OK,,#N/A
,24120,Co-op,CO-OP HOT TUNA MELT PANINI,Co-op,P+3,Alternative,,,80,80,60,42,60,51,50,57,60,48,60,47,,,,292,325,323,325,0,80,42,51,57,48,47,,47,,,,,MISSING,MISSING,,1,0,80,42,51,57,48,47,325,OK,,#N/A
,24121,Co-op,CO-OP HOT CHEESE BURGER,Co-op,P+3,Alternative,,,80,69,60,35,60,41,50,34,60,40,60,42,,,,233,261,291,261,0,69,35,41,34,40,42,,42,,,,,,,,1,0,69,35,41,34,40,42,261,OK,,#N/A
,24122,Co-op,CO-OP HOT SOUTHERN FRIED CHICKEN BURGER,Co-op,P+3,Alternative,,,80,68,60,42,60,46,50,30,60,52,60,39,,,,242,277,331,277,0,68,42,46,30,52,39,,39,,,,,MISSING,MISSING,,1,0,68,42,46,30,52,39,277,OK,,#N/A
,24123,Co-op,CO-OP HOT BACON ROLL,Co-op,P+3,Alternative,,,110,101,100,81,80,77,80,56,100,89,80,71,,,,478,475,486,475,0,101,81,77,56,89,71,,71,,,,,MISSING,MISSING,,1,0,101,81,77,56,89,71,475,OK,,#N/A
,24395,Co-op,COOP GU Ham & Cheese Toastie,Co-op,P+4,Alternative,,,15,4,15,0,15,2,15,,15,4,15,13,,,,22,23,20,23,0,4,0,2,0,4,13,,13,,,,,MISSING,MISSING,,1,0,4,0,2,0,4,13,23,OK,,#N/A
,24396,Co-op,COOP GU Cheese Toastie,Co-op,P+4,Alternative,,,15,4,15,0,15,2,15,,15,5,15,13,,,,24,24,18,24,0,4,0,2,0,5,13,,13,,,,,MISSING,MISSING,,1,0,4,0,2,0,5,13,24,OK,,#N/A
,24397,Co-op,COOP GU Tuna Melt Panini,Co-op,P+4,Alternative,,,15,2,15,1,15,1,15,1,15,4,15,11,,,,36,20,21,20,0,2,1,1,1,4,11,,11,,,,,MISSING,MISSING,,1,0,2,1,1,1,4,11,20,OK,,#N/A
,24398,Co-op,COOP GU Chicken & Red Pepper Panini,Co-op,P+4,Alternative,,,15,2,15,0,15,,15,,15,4,15,12,,,,29,18,28,18,0,2,0,0,0,4,12,,12,,,,,MISSING,MISSING,,1,0,2,0,0,0,4,12,18,OK,,#N/A
