Week no.,WK 16,,,3,4,5,8,,10,,12,,14,,16,,18,,20,20,35,36,37,,,,,,,,,,,,,Contribution Report,,,,,,,,CASES ORDERED,,,,,,,,,
50535476,23871,Asda,AS Chicken Bacon Caesar Wrap x 6,Asda,P+3,Wrap,900,924,2600,2064,3000,2838,3000,2802,3500,2784,2300,2346,1800,1398,,,,16812,15156,16483,2526,924,2064,2838,2802,2784,2346,1398,,1398,,,,,MISSING,MISSING,,6,154,344,473,467,464,391,233,2526,OK
50422416,23355,Asda,AS Crunchy Tuna & Salad Sub Roll x 4,Asda,P+2,Alternative,800,644,1800,1560,1400,1672,1400,1564,2000,1240,1200,808,1000,832,,,,9004,8320,9351,2080,644,1560,1672,1564,1240,808,832,,832,,,,,MISSING,MISSING,,4,161,390,418,391,310,202,208,2080,OK
50422414,23356,Asda,AS Ham & Cheese Sub Roll x 4,Asda,P+2,Alternative,900,896,2000,2172,1800,1420,1900,1828,1300,1676,1500,1016,1200,1008,,,,10704,10016,11454,2504,896,2172,1420,1828,1676,1016,1008,,1008,,,,,MISSING,MISSING,,4,224,543,355,457,419,254,252,2504,OK
50422415,23357,Asda,AS Chicken & Bacon Caesar Sub Roll x 4,Asda,P+2,Alternative,350,204,520,256,500,496,500,404,600,436,500,364,350,240,,,,3072,2400,4102,600,204,256,496,404,436,364,240,,240,,,,,MISSING,MISSING,,4,51,64,124,101,109,91,60,600,OK
Temp Delist,23358,Asda,AS Chicken Tikka Sub Roll x4,Asda,P+3,Alternative,360,152,700,344,500,652,600,544,900,640,600,476,500,352,,,,4052,3160,3663,790,152,344,652,544,640,476,352,,352,,,,,MISSING,MISSING,,4,38,86,163,136,160,119,88,790,OK
50422417,23359,Asda,AS Cheese Ploughmans Sub Roll x4,Asda,P+3,Alternative,200,116,400,124,300,428,300,308,600,384,400,344,300,224,,,,2280,1928,2772,482,116,124,428,308,384,344,224,,224,,,,,MISSING,MISSING,,4,29,31,107,77,96,86,56,482,OK
50535479,23870,Asda,AS Chicken Fajita Wrap x4,Asda,P+3,Wrap,450,244,1000,532,1000,1176,1300,1016,1500,1116,1000,920,800,644,,,,6884,5648,6550,941,244,532,1176,1016,1116,920,644,,644,,,,,MISSING,MISSING,,6,41,89,196,169,186,153,107,941,OK
Temp Delist,23362,Asda,AS Pulled Pork Sub Roll x4,Asda,P+3,Alternative,200,64,350,144,300,328,300,236,400,260,300,272,250,136,,,,1888,1440,1826,360,64,144,328,236,260,272,136,,136,,,,,MISSING,MISSING,,4,16,36,82,59,65,68,34,360,OK
50302720,22678,Asda,AS Loaded Tomato &Basil Chicken Salad,Asda,P+4,Alternative,900,292,1500,952,1500,884,1500,1476,1500,1144,1500,1212,900,876,,,,8864,6836,8205,1709,292,952,884,1476,1144,1212,876,,876,,,,,MISSING,MISSING,,4,73,238,221,369,286,303,219,1709,OK
50302723,22681,Asda,AS Loaded Chicken & Bacon Salad,Asda,P+4,Alternative,1200,480,1800,1700,1800,1068,1800,1644,1800,1668,1800,1324,1000,968,,,,10992,8852,9151,2213,480,1700,1068,1644,1668,1324,968,,968,,,,,MISSING,MISSING,,4,120,425,267,411,417,331,242,2213,OK
SEPT,23753,Asda Café,ASC Cheese Savoury Stack x4,Asda,P+4,Alternative,472,336,460,364,300,344,350,236,420,360,380,324,450,336,,,,2716,2300,1579,575,336,364,344,236,360,324,336,,336,,,,,MISSING,MISSING,,4,84,91,86,59,90,81,84,575,OK
SEPT,23754,Asda Café,"ASC Chicken, Stuffing & Bacon Stack x4",Asda,P+4,Alternative,488,348,448,388,300,368,350,260,450,392,380,336,400,396,,,,2708,2488,1579,622,348,388,368,260,392,336,396,,396,,,,,MISSING,MISSING,,4,87,97,92,65,98,84,99,622,OK
SEPT,23755,Asda Café,"ASC Ham, Cheese & Pickle Stack x4",Asda,P+4,Alternative,452,360,476,372,300,364,360,228,450,364,380,332,420,428,,,,2760,2448,1580,612,360,372,364,228,364,332,428,,428,,,,,MISSING,MISSING,,4,90,93,91,57,91,83,107,612,OK
Temp Delist,23756,Asda Café,ASC Chicken & Bacon Caesar Wrap x4,Asda,P+4,Alternative,332,208,332,224,300,168,200,136,300,216,220,184,250,224,,,,1172,1360,1353,340,208,224,168,136,216,184,224,,224,,,,,MISSING,MISSING,,4,52,56,42,34,54,46,56,340,OK
SEPT,23757,Asda Café,ASC Ham & Cheese Toastie x2,Asda,P+7,Alternative,524,442,610,452,600,498,420,268,550,496,520,436,500,492,,,,3582,3084,4068,1542,442,452,498,268,496,436,492,,492,,,,,MISSING,MISSING,,2,221,226,249,134,248,218,246,1542,OK
SEPT,23758,Asda Café,ASC Cheese & Tomato Toastie x2,Asda,P+7,Alternative,444,364,520,384,500,384,350,220,450,402,420,334,420,396,,,,2990,2484,4069,1242,364,384,384,220,402,334,396,,396,,,,,MISSING,MISSING,,2,182,192,192,110,201,167,198,1242,OK
SEPT,23759,Asda Café,ASC BLT Stack x4,Asda,P+4,Alternative,500,332,492,352,300,344,400,244,450,328,380,340,400,328,,,,2252,2268,1830,567,332,352,344,244,328,340,328,,328,,,,,MISSING,MISSING,,4,83,88,86,61,82,85,82,567,OK
SEPT,23760,Asda Café,ASC ADB Topped Toastie x2,Asda,P+7,Alternative,248,168,294,182,250,190,200,124,250,240,220,168,220,204,,,,1556,1276,2211,638,168,182,190,124,240,168,204,,204,,,,,MISSING,MISSING,,2,84,91,95,62,120,84,102,638,OK
NOV,23761,Asda Café,ASC Tuna Melt Panini x2,Asda,P+7,Alternative,440,380,512,350,400,336,350,214,450,382,400,346,420,400,,,,2864,2408,1845,1204,380,350,336,214,382,346,400,,400,,,,,MISSING,MISSING,,2,190,175,168,107,191,173,200,1204,OK
NOV,23762,Asda Café,ASC Mozzarella & Pesto Panini x2,Asda,P+7,Alternative,384,296,454,278,350,312,330,200,420,342,330,300,380,320,,,,2558,2048,3196,1024,296,278,312,200,342,300,320,,320,,,,,MISSING,MISSING,,2,148,139,156,100,171,150,160,1024,OK
NOV,23763,Asda Café,ASC Chicken & Chorizo Panini x2,Asda,P+7,Alternative,412,348,448,326,350,354,400,222,420,338,350,330,350,348,,,,2634,2266,2230,1133,348,326,354,222,338,330,348,,348,,,,,MISSING,MISSING,,2,174,163,177,111,169,165,174,1133,OK
NOV,23764,Asda Café,ASC Cheese & Ham Panini x2,Asda,P+7,Alternative,554,430,638,410,550,488,500,312,550,470,500,430,500,496,,,,3680,3036,3201,1518,430,410,488,312,470,430,496,,496,,,,,MISSING,MISSING,,2,215,205,244,156,235,215,248,1518,OK
delist 13/08,23638,Asda,AS Ham Hock & Cheddar Wrap,Asda,P+3,Wrap,,,,,,,,,,,,,,,,,,0,0,#N/A,0,0,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,6,0,0,0,0,0,0,0,0,OK
delist 07/08,23606,Asda,AS Wrap Platter,Asda,P+3,Alternative,,,,,,,,,,,,,,,,,,0,0,#N/A,0,0,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,6,0,0,0,0,0,0,0,0,OK
,M11393,Asda,AS TOASTIES (CHEESE & MUSTARD),Asda,,,,442,,452,,498,,268,,496,,436,,492,,,,,,,,,,,,,,,,,,,,,MISSING,MISSING,,,,,,,,,,,
,M11394,Asda,AS TOASTIES (BEANS & CHEESE),Asda,,,,168,,182,,190,,124,,240,,168,,204,,,,,,,,,,,,,,,,,,,,,MISSING,MISSING,,,,,,,,,,,
,M11395,Asda,AS TOASTIES ( CHEESE & TOAMATO),Asda,,,,364,,384,,384,,220,,402,,334,,396,,,,,,,,,,,,,,,,,,,,,MISSING,MISSING,,,,,,,,,,,
,,,,,,,,9%,,15%,,16%,,18%,,17%,,14%,,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BP,,Totals ASDA,,,,19644,14856,31170,25394,31610,26974,33460,29292,33380,28592,26510,23852,20150,16142,0,0,0,189006,164978,185583,37542,12906,26026,27292,27934,29338,24036,17446,0,17446,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Test,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLD EAT,21459,BP,BP Southern Fried  Chicken Wrap x4,BP,P+3,Wrap,28,16,188,156,156,144,132,128,168,128,116,96,196,184,,,,880,852,942,213,,172,144,128,128,96,184,,0,,,,,,,,4,4,39,36,32,32,24,46,213,OK
COLD EAT,21460,BP,BP Chicken & Stuffing Skillet x4,BP,P+3,Skillet,20,20,216,196,172,164,164,152,208,172,144,128,228,216,,,,1048,1048,1132,262,,216,164,152,172,128,216,,0,,,,,,,,4,5,49,41,38,43,32,54,262,OK
COLD EAT,21461,BP,BP Egg Mayo Skillet x4,BP,P+3,Skillet,32,28,228,228,184,160,168,160,216,172,156,124,232,228,,,,1084,1100,1148,275,,256,160,160,172,124,228,,0,,,,,,,,4,7,57,40,40,43,31,57,275,OK
COLD EAT,21462,BP,BP Cheese Ploughmans Skillet x4,BP,P+3,Skillet,24,20,224,216,204,168,152,152,200,172,140,120,232,220,,,,1060,1068,1087,267,,236,168,152,172,120,220,,0,,,,,,,,4,5,54,42,38,43,30,55,267,OK
COLD EAT,21463,BP,BP Cheese & Onion Skillet x4,BP,P+3,Skillet,32,20,228,216,216,172,168,152,216,172,148,132,240,240,,,,1120,1104,1171,276,,236,172,152,172,132,240,,0,,,,,,,,4,5,54,43,38,43,33,60,276,OK
COLD EAT,21465,BP,BP Prawn Mayo Skillet x4,BP,P+3,Skillet,16,16,192,192,172,140,136,120,172,144,104,92,212,188,,,,872,892,885,223,,208,140,120,144,92,188,,0,,,,,,,,4,4,48,35,30,36,23,47,223,OK
COLD EAT,21466,BP,BP Tuna Sweetcorn Skillet x4,BP,P+3,Skillet,24,20,224,216,192,168,164,152,216,172,148,120,244,232,,,,1076,1080,1128,270,,236,168,152,172,120,232,,0,,,,,,,,4,5,54,42,38,43,30,58,270,OK
COLD EAT,21467,BP,BP Chicken Salad Skillet x4,BP,P+3,Skillet,32,20,236,228,204,168,160,152,204,180,148,128,248,240,,,,1100,1116,1146,279,,248,168,152,180,128,240,,0,,,,,,,,4,5,57,42,38,45,32,60,279,OK
COLD EAT,21468,BP,BP Chicken & Bacon Skillet x4,BP,P+3,Skillet,32,32,244,224,216,188,180,172,244,196,152,128,256,264,,,,1200,1204,1257,301,,256,188,172,196,128,264,,0,,,,,,,,4,8,56,47,43,49,32,66,301,OK
COLD EAT,21471,BP,BP BLT Skillet x4,BP,P+3,Skillet,24,24,236,224,216,188,164,172,212,180,152,132,268,240,,,,1156,1160,1171,290,,248,188,172,180,132,240,,0,,,,,,,,4,6,56,47,43,45,33,60,290,OK
COLD EAT,21732,BP,BP Ham & Cheese Skillet x4,BP,P+3,Skillet,36,28,228,220,200,180,176,164,216,180,152,132,240,240,,,,1152,1144,1255,286,,248,180,164,180,132,240,,0,,,,,,,,4,7,55,45,41,45,33,60,286,OK
COLD EAT,21733,BP,BP Chicken Caesar Wrap x4,BP,P+3,Wrap,24,20,192,160,160,140,144,136,176,136,124,100,196,192,,,,908,884,917,221,,180,140,136,136,100,192,,0,,,,,,,,4,5,40,35,34,34,25,48,221,OK
HOT EAT,21746,BP,BP All Day Breakfast Baguette x4,BP,P+6,Alternative,,,2320,1960,1896,1480,1724,1400,2064,1440,1976,1400,2760,2400,,,,11172,10080,9747,2520,,1960,1480,1400,1440,1400,2400,,0,,,,,,,,4,0,490,370,350,360,350,600,2520,OK
HOT EAT,21758,BP,BP Sausage Bap x4,BP,P+7,Alternative,,,2340,1920,2200,1780,1692,1680,2040,1720,2028,1720,2800,2360,,,,10640,11180,11413,2795,,1920,1780,1680,1720,1720,2360,,0,,,,,,,,4,0,480,445,420,430,430,590,2795,OK
HOT EAT,21761,BP,BP Bacon Bap x4,BP,P+7,Alternative,,,2440,2000,2200,1824,1760,1580,2012,1560,2008,1660,2800,2400,,,,11100,11024,12225,2756,,2000,1824,1580,1560,1660,2400,,0,,,,,,,,4,0,500,456,395,390,415,600,2756,OK
HOT EAT,21762,BP,BP Bacon Baguette x4,BP,P+7,Alternative,,,1648,1560,1400,1120,1128,860,1284,920,1388,980,1960,1680,,,,7680,7120,8300,1780,,1560,1120,860,920,980,1680,,0,,,,,,,,4,0,390,280,215,230,245,420,1780,OK
HOT EAT,21767,BP,BP Ham & Cheese Toastie x4,BP,P+7,Alternative,,,976,1156,1000,1020,740,932,824,808,932,912,1200,1332,,,,6404,6160,4455,1540,,1156,1020,932,808,912,1332,,0,,,,,,,,4,0,289,255,233,202,228,333,1540,OK
COLD EAT,22796,BP,BP Breakfast Triple Skillet x4,BP,P+3,Alternative,44,32,264,264,220,196,184,196,248,224,168,144,264,268,,,,1264,1324,1512,331,,296,196,196,224,144,268,,0,,,,,MISSING,MISSING,,4,8,66,49,49,56,36,67,331,OK
HOT EAT,22799,BP,BP Ultimate Three Cheese Toastie x4,BP,P+7,Alternative,,,1396,1180,1180,820,980,780,1088,840,1024,960,1680,1280,,,,6040,5860,5624,1465,,1180,820,780,840,960,1280,,0,,,,,MISSING,MISSING,,4,0,295,205,195,210,240,320,1465,OK
HOT EAT,23364,BP,BP Steak & Onion Baguette,BP,P+7,Alternative,,,880,800,612,612,580,500,660,520,612,520,1060,1120,,,,3940,4072,4379,1018,,800,612,500,520,520,1120,,0,,,,,MISSING,MISSING,,4,0,200,153,125,130,130,280,1018,OK
HOT EAT,23840,BP,BP Classic Cheese & Ham Barmarked Toastie x4,BP,P+7,Alternative,,,1240,820,1000,420,968,600,1020,600,996,480,1640,1120,,,,4444,4040,5775,1010,,820,420,600,600,480,1120,,0,,,,,MISSING,MISSING,,4,0,205,105,150,150,120,280,1010,OK
HOT EAT,23842,BP,BP Italian Style Meatball and Mozzarella Wrap x4,BP,P+7,Alternative,,,520,520,364,360,368,300,424,340,420,348,660,660,,,,2516,2528,2426,632,,520,360,300,340,348,660,,0,,,,,MISSING,MISSING,,4,0,130,90,75,85,87,165,632,OK
HOT EAT,23843,BP,BP Chicken & Chorizo Toastie x4,BP,P+7,Alternative,,,640,724,420,576,440,508,520,592,416,540,800,1012,,,,4192,3952,4795,988,,724,576,508,592,540,1012,,0,,,,,MISSING,MISSING,,4,0,181,144,127,148,135,253,988,OK
HOT EAT,23841,BP,BP Hunters Chicken & Bacon Baguette,BP,P+7,Alternative,,,780,780,660,520,580,580,636,460,608,528,1052,1040,,,,4080,3908,2781,977,,780,520,580,460,528,1040,,0,,,,,MISSING,MISSING,,4,0,195,130,145,115,132,260,977,OK
SAL/HOT HOLD,23693,BP,BP Sour Cream (I5036) 1KG Tubs,BP,,Alternative,,,2,1,2,,2,1,2,,2,1,2,1,,,,3,4,4,2,,1,0,1,0,1,1,,0,,,,,MISSING,MISSING,,2,0,1,0,1,0,1,1,2,OK
SAL/HOT HOLD,23699,BP,"BP Cucumber, mooned and half slices (M4841) 1KG Tubs",BP,,Alternative,,,2,1,2,,2,1,2,,2,1,2,1,,,,4,4,5,1,,1,0,1,0,1,1,,0,,,,,MISSING,MISSING,,5,0,0,0,0,0,0,0,1,OK
SAL/HOT HOLD,23700,BP,BP Sliced Jalapenos (I5523) 1KG Tubs,BP,,Alternative,,,2,1,2,,2,1,2,,2,1,2,1,,,,4,4,5,1,,1,0,1,0,1,1,,0,,,,,MISSING,MISSING,,4,0,0,0,0,0,0,0,1,OK
SAL/HOT HOLD,23701,BP,BP Cocktail Vine Tomatoes (I7201) 1KG Tubs,BP,,Alternative,,,2,1,2,,2,1,2,,2,1,2,2,,,,5,5,7,3,,1,0,1,0,1,2,,0,,,,,MISSING,MISSING,,2,0,1,0,1,0,1,1,3,OK
SAL/HOT HOLD,23694,BP,BP Chargrilled Red & Yellow Peppers with Red Onions (I5585) 5KG,BP,,Alternative,,,1,,1,,1,,1,,1,0,1,,,,,0,0,0,0,,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK
SAL/HOT HOLD,23695,BP,BP 50/50 Coleslaw Mix (I2552) 5KG,BP,,Alternative,,,1,1,1,,1,,1,1,1,0,1,1,,,,3,3,5,1,,1,0,0,1,0,1,,0,,,MISSING,MISSING,MISSING,MISSING,,5,0,0,0,0,0,0,0,1,OK
SAL/HOT HOLD,23696,BP,BP Fresh Rocket Leaf (i2245) 1KG,BP,,Alternative,,,1,1,1,,1,1,1,,1,1,1,2,,,,4,5,5,1,,1,0,1,0,1,2,,0,,,MISSING,MISSING,MISSING,MISSING,,4,0,0,0,0,0,0,1,1,OK
SAL/HOT HOLD,23697,BP,BP Fresh Coriander bunch unprepped (I7630),BP,,Alternative,,,1,,1,,1,,1,,1,0,1,,,,,0,0,3,0,,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,2,0,0,0,0,0,0,0,0,OK
SAL/HOT HOLD,23698,BP,BP Mixed Green Leaf (Apollo and Endive) (I5084) 1KG,BP,,Alternative,,,1,1,1,,1,1,1,,1,1,1,1,,,,4,4,5,1,,1,0,1,0,1,1,,0,,,MISSING,MISSING,MISSING,MISSING,,4,0,0,0,0,0,0,0,1,OK
,BPT,,BP TOASTIES TO BAKE,,,12x4,,,stock,3060,stock,1840,stock,1712,stock,1648,stock,1872,stock,2612,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M9240,,BP TOASTIES TO BAKE (CHEESE TOPPED),,,,,,0,1156,0,1020,0,932,0,808,0,912,0,1332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M10196,,BP TOASTIES TO BAKE (THREE CHEESES TOPPED),,,,,,0,1180,0,820,0,780,0,840,0,960,0,1280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M11412,,BP TOASTIES TO BAKE (CHIPOTLE TOPPED),,,,,,0,724,0,576,0,508,0,592,0,540,0,1012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,hot eats total,,,,,0,,12268,,8750,,7900,,9040,,9300,,13550,,,,,,,,,6636,5744,5052,5008,5272,7772,,,,,,,,,,,,,,,,,,,
,COOP,,Totals BP,,,,368,16463,18088,16164,15452,12708,13060,11732,15276,12028,14268,11628,21476,19361,0,0,0,86155,83929,86710,20984,0,16463,12708,11734,12029,11630,19365,0,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,386.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.000,,0.180,,0.190,,0.140,,0.130,,0.160,,0.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.000,,0.000,,0.000,,0.000,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19463,Co-op,Co-op Ham & Cheese Skillet,Co-op,P+4,Skillet,,,12000,12403,12000,12702,11000,10309,10000,8932,11000,10112,12000,11267,,,,63480,65725,55740,65725,0,12403,12702,10309,8932,10112,11267,,11267,,,,,MISSING,MISSING,,1,0,12403,12702,10309,8932,10112,11267,65725,OK
TEMP delist 17/06,19488,Co-op,Co-op Chicken & Bacon Caesar Wrap,Co-op,P+3,wrap,,,8000,8737,8500,9113,7000,7428,7000,6203,7500,7103,8000,7711,,,,44483,46295,39936,46295,0,8737,9113,7428,6203,7103,7711,,7711,,,,,,MISSING,,1,0,8737,9113,7428,6203,7103,7711,46295,OK
,19489,Co-op,Co-op Aromatic Duck Wrap,Co-op,P+3,wrap,,,4000,4384,4000,3616,3000,2885,3500,3033,4000,3806,2500,1703,,,,19381,19427,15832,19427,0,4384,3616,2885,3033,3806,1703,,1703,,,,,,MISSING,,1,0,4384,3616,2885,3033,3806,1703,19427,OK
TEMP delist 08/07,19490,Co-op,Co-op Southern Fried Chicken Wrap,Co-op,P+3,wrap,,,7000,6983,7000,7319,5500,4765,5500,5805,6000,6759,7000,5535,,,,35635,37166,33556,37166,0,6983,7319,4765,5805,6759,5535,,5535,,,,,MISSING,MISSING,,1,0,6983,7319,4765,5805,6759,5535,37166,OK
,19491,Co-op,Co-op Falafel Wrap,Co-op,P+4,wrap,,,3500,3641,3000,3183,2500,1962,2500,2674,3000,3329,3500,2363,,,,16560,17152,12476,17152,0,3641,3183,1962,2674,3329,2363,,2363,,,,,MISSING,MISSING,,1,0,3641,3183,1962,2674,3329,2363,17152,OK
,19495,Co-op,Co-op GL Mexican Chipotle Bean Wrap,Co-op,P+3,wrap,,,3500,3645,3200,2762,2500,1947,2500,2564,3000,2850,2500,1128,,,,15128,14896,12379,14896,0,3645,2762,1947,2564,2850,1128,,1128,,,,,,MISSING,,1,0,3645,2762,1947,2564,2850,1128,14896,OK
,20130,Co-op,Co-op Ham & Mustard Skillet,Co-op,P+4,Skillet,,,3500,3605,3500,3462,3000,2860,3000,2655,3000,3003,3100,3031,,,,17665,18616,15086,18616,0,3605,3462,2860,2655,3003,3031,,3031,,,,,MISSING,MISSING,,1,0,3605,3462,2860,2655,3003,3031,18616,OK
Temp Delist,20453,Co-op,Co-op Low Fat Ham Salad Skillet,Co-op,P+3,Skillet,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,1,0,0,0,0,0,0,0,0,OK
,22844,Co-op,CO-OP All Day Breakfast Hot Wrap,Co-op,P+2,Alternative,,,2200,1365,2500,2367,2000,1533,1800,1553,1800,2210,2000,1500,,,,6580,10528,10203,10528,0,1365,2367,1533,1553,2210,1500,,1500,,,,,MISSING,MISSING,,1,0,1365,2367,1533,1553,2210,1500,10528,OK
,22845,Co-op,CO-OP Chicken Fajita Hot Wap,Co-op,P+2,Alternative,,,1000,791,1000,1308,1000,862,1000,825,900,1112,1100,769,,,,3616,5667,5907,5667,0,791,1308,862,825,1112,769,,769,,,,,MISSING,MISSING,,1,0,791,1308,862,825,1112,769,5667,OK
,22846,Co-op,CO-OP Ham & Cheese Toastie,Co-op,P+2,Alternative,,,1100,950,1000,1334,1000,954,1000,1050,900,1281,1100,1007,,,,4010,6576,5357,6576,0,950,1334,954,1050,1281,1007,,1007,,,,,MISSING,MISSING,,1,0,950,1334,954,1050,1281,1007,6576,OK
,23806,Co-op,CO-OP Mexican Hot Wrap,Co-op,P+2,Alternative,,,500,312,400,460,400,211,400,313,300,429,500,216,,,,1336,1941,1638,1941,0,312,460,211,313,429,216,,216,,,,,MISSING,MISSING,,1,0,312,460,211,313,429,216,1941,OK
,17102,Co-op,Co-op Ham & Cheese Skillet x4,Co-op,P+4,Skillet,,,500,348,400,452,300,344,400,304,350,372,300,396,,,,2160,2216,2045,554,0,348,452,344,304,372,396,,396,,,MISSING,MISSING,MISSING,MISSING,,4,0,87,113,86,76,93,99,554,OK
TEMP delist 08/07,17104,Co-op,Co-op Southern Fried Chicken Wrap x4,Co-op,P+3,wrap,,,300,180,300,216,250,152,200,184,200,152,300,184,,,,1016,1068,1372,267,0,180,216,152,184,152,184,,184,,,,,MISSING,MISSING,,4,0,45,54,38,46,38,46,267,OK
TEMP delist 17/06,17105,Co-op,Co-op Chicken & Bacon Caesar Wrap x4,Co-op,P+3,wrap,,,300,288,300,344,250,304,200,296,200,288,300,296,,,,1740,1816,1541,454,0,288,344,304,296,288,296,,296,,,,,MISSING,MISSING,,4,0,72,86,76,74,72,74,454,OK
,19743,Co-op,Co-op Falafel Wrap x 4,Co-op,P+3,wrap,,,150,128,150,84,100,92,100,64,100,92,150,96,,,,552,556,426,139,0,128,84,92,64,92,96,,96,,,,,MISSING,MISSING,,4,0,32,21,23,16,23,24,139,OK
,19746,Co-op,Co-op GL Mexican Chipotle Bean Wrap x 4,Co-op,P+3,wrap,,,150,188,150,84,100,104,100,92,100,88,150,48,,,,712,604,435,151,0,188,84,104,92,88,48,,48,,,,,MISSING,MISSING,,4,0,47,21,26,23,22,12,151,OK
,19783,Co-op,Co-op Aromatic Duck Wrap x4,Co-op,P+3,wrap,,,200,208,220,120,120,128,160,116,200,128,200,56,100,100,100,864,756,688,189,0,208,120,128,116,128,56,,56,,,,,MISSING,MISSING,,4,0,52,30,32,29,32,14,189,OK
,20161,Co-op,Co-op Ham & Mustard Skillet x4,Co-op,P+4,Skillet,,,200,160,220,160,120,132,160,120,200,88,200,124,,,,760,784,802,196,0,160,160,132,120,88,124,,124,,,MISSING,MISSING,MISSING,MISSING,,4,0,40,40,33,30,22,31,196,OK
