Week no.,WK 32,,,3,4,5,8,,10,,12,,14,,16,,18,,20,20,35,36,37,,,,,,,,,,,,,Contribution Report,,,,,,,,CASES ORDERED,,,,,,,,,
,24191,BP,BP Mini Cheese & Tomato Toastie x4,BP,P+7,Alternative,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK
,24192,BP,BP Bacon Bap x4,BP,P+7,Alternative,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK
,24193,BP,BP Sausage Bap x4,BP,P+7,Alternative,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK
,BPT,,BP TOASTIES TO BAKE,,,12x4,stock,1952,stock,2264,stock,1888,stock,1736,stock,1668,stock,1840,stock,1840,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M9240,,BP TOASTIES TO BAKE (CHEESE TOPPED),,,,0,880,0,880,0,1000,0,800,0,884,0,920,0,940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M10196,,BP TOASTIES TO BAKE (THREE CHEESES TOPPED),,,,0,832,0,832,0,888,0,936,0,784,0,920,0,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M11412,,BP TOASTIES TO BAKE (CHIPOTLE TOPPED),,,,0,552,0,552,0,528,0,536,0,480,0,620,0,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M11842,,BP TOASTIES TO BAKE (Mini Toastie),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,hot eats total,,,,,0,,12268,,8750,,7900,,9040,,9300,,13550,,,,,,,,,5248,5172,5172,4980,13032,940,,,,,,,,,,,,,,,,,,,
,COOP,,Totals BP,,,,12217,11222,13247,11873,11573,12130,12245,12048,11463,10993,26255,24750,13948,4796,0,0,0,75937,87828,89194,21958,11226,11878,12131,12048,10994,24754,4797,0,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.000,,0.180,,0.190,,0.140,,0.130,,0.160,,0.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.000,,0.000,,0.000,,0.000,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19463,Co-op,Co-op Ham & Cheese Skillet,Co-op,P+4,Skillet,,,12000,13727,13000,11276,10000,13570,9800,10507,10000,9645,13000,14227,,,,70963,72952,71020,72952,0,13727,11276,13570,10507,9645,14227,,13784,,,,,MISSING,MISSING,,1,0,13727,11276,13570,10507,9645,14227,72952,OK
TEMP delist 17/06,19488,Co-op,Co-op Chicken & Bacon Caesar Wrap,Co-op,P+3,wrap,,,9000,9106,9500,7891,7000,9311,7000,7618,7500,6998,9000,9999,,,,48419,50923,48998,50923,0,9106,7891,9311,7618,6998,9999,,9633,,,,,,MISSING,,1,0,9106,7891,9311,7618,6998,9999,50923,OK
,19489,Co-op,Co-op Aromatic Duck Wrap,Co-op,P+3,wrap,,,5000,4371,3300,3977,3000,2912,3000,3023,3800,3769,3000,3946,,,,21142,21998,20447,21998,0,4371,3977,2912,3023,3769,3946,,3764,,,,,,MISSING,,1,0,4371,3977,2912,3023,3769,3946,21998,OK
TEMP delist 08/07,19490,Co-op,Co-op Southern Fried Chicken Wrap,Co-op,P+3,wrap,,,12000,11761,7400,7554,5500,5664,5500,5893,6800,6674,7000,7092,,,,38008,44638,40959,44638,0,11761,7554,5664,5893,6674,7092,,6732,,,,,MISSING,MISSING,,1,0,11761,7554,5664,5893,6674,7092,44638,OK
,19491,Co-op,Co-op Falafel Wrap,Co-op,P+4,wrap,,,3500,3380,3000,3178,2200,2252,2600,2657,3000,2952,3200,3097,,,,19983,17516,17322,17516,0,3380,3178,2252,2657,2952,3097,,2950,,,,,MISSING,MISSING,,1,0,3380,3178,2252,2657,2952,3097,17516,OK
,19495,Co-op,Co-op GL Mexican Chipotle Bean Wrap,Co-op,P+3,wrap,,,3500,3537,2500,2561,2000,1709,2500,2485,2500,2503,2500,2289,,,,15476,15084,14797,15084,0,3537,2561,1709,2485,2503,2289,,2157,,,,,,MISSING,,1,0,3537,2561,1709,2485,2503,2289,15084,OK
,20130,Co-op,Co-op Ham & Mustard Skillet,Co-op,P+4,Skillet,,,3800,3831,3500,3209,3300,3724,3000,2900,2600,2815,3600,3776,,,,18832,20255,19619,20255,0,3831,3209,3724,2900,2815,3776,,3635,,,,,MISSING,MISSING,,1,0,3831,3209,3724,2900,2815,3776,20255,OK
DEPOT 12/03,20453,Co-op,Co-op Low Fat Ham Salad Skillet,Co-op,P+3,Skillet,,,2600,2594,2500,1918,1800,1509,1500,1837,1800,1935,2000,1902,,,,10846,11695,12299,11695,0,2594,1918,1509,1837,1935,1902,,1902,,,,,MISSING,MISSING,,1,0,2594,1918,1509,1837,1935,1902,11695,OK
,22844,Co-op,CO-OP All Day Breakfast Hot Wrap,Co-op,P+2,Alternative,,,2200,2136,2000,1757,1500,1082,2000,1652,2000,1733,2000,1632,,,,9844,9992,11198,9992,0,2136,1757,1082,1652,1733,1632,,1632,,,,,MISSING,MISSING,,1,0,2136,1757,1082,1652,1733,1632,9992,OK
,22845,Co-op,CO-OP Chicken Fajita Hot Wap,Co-op,P+2,Alternative,,,1300,1293,1100,968,900,588,1000,1020,1100,910,1000,795,,,,5423,5574,6292,5574,0,1293,968,588,1020,910,795,,795,,,,,MISSING,MISSING,,1,0,1293,968,588,1020,910,795,5574,OK
,22846,Co-op,CO-OP Ham & Cheese Toastie,Co-op,P+2,Alternative,,,1300,1142,1200,983,900,641,1200,849,1200,993,1500,939,,,,5511,5547,6550,5547,0,1142,983,641,849,993,939,,939,,,,,MISSING,MISSING,,1,0,1142,983,641,849,993,939,5547,OK
MAY,23806,Co-op,CO-OP Mexican Hot Wrap,Co-op,P+2,Alternative,,,500,560,300,218,250,60,400,70,350,69,350,49,,,,1645,1026,2047,1026,0,560,218,60,70,69,49,,49,,,,,MISSING,MISSING,,1,0,560,218,60,70,69,49,1026,OK
,24395,Co-op,GU Ham & Cheese Toastie,Co-op,P+4,Alternative,,,100,,100,,100,,100,,100,,100,,,,,#N/A,0,#N/A,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,1,0,0,0,0,0,0,0,0,OK
,24396,Co-op,GU Cheese Toastie,Co-op,P+4,Alternative,,,100,,100,,100,,100,,100,,100,,,,,#N/A,0,#N/A,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,1,0,0,0,0,0,0,0,0,OK
,24397,Co-op,GU Tuna Melt Panini,Co-op,P+4,Alternative,,,100,,100,,100,,100,,100,,100,,,,,#N/A,0,#N/A,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,1,0,0,0,0,0,0,0,0,OK
