Week no.,WK 02,,,3,4,5,8,,10,,12,,14,,16,,18,,20,20,35,36,37,,,,,,,,,,,,,Contribution Report,,,,,,,,CASES ORDERED,,,,,,,,,,,
Customer code,Product Code,Plans Index Code,Product Description,Customer,USE BY:,,Saturday,,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,,,,,,,,ORDER CROSS-CHECK,,,,,,,,,,,FRIDGE SHEETS UP-TO-DATE?,,,,,,Saturday,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,,,,
,,,,,,,05/10/19,,06/10/19,,07/10/19,,08/10/19,,09/10/19,,10/10/19,,11/10/19,,,,,LAST WEEK ACTUAL,W/E ACTUAL TOTAL ,Steve D. F/C,Total Cases,05/10/19,06/10/19,07/10/19,08/10/19,09/10/19,10/10/19,11/10/19,,11/10/2019,,,FRI D,FRI N,FRI THU,FRI FRI,,Case Size,05/10/19,06/10/19,07/10/19,08/10/19,09/10/19,10/10/19,11/10/19,Total,,,
0,,,,,,,Units,,Units,,Units,,Units,,Units,,Units,,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,,
,,,,,,,F/C,Actual,F/C,Actual,F/C,Actual,F/C,Actual,F/C,Actual,F/C,Actual,F/C,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAIN,28-Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ASDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9518832,20371,Asda,AS Chicken Fajita Triple Wrap x4,Asda,P+3,Wrap,1400,2208,2600,2272,2600,2984,3000,2632,3000,1840,3000,2100,1800,1784,,,,17384,15820,14969,3955,2208,2272,2984,2632,1840,2100,1784,,1784,,,,,,,,4,552,568,746,658,460,525,446,3955,OK,,20371
50193482,22592,Asda,AS Chicken & Bacon Skillet x 8,Asda,P+3,Skillet,3200,5376,6500,5240,6500,5168,6500,6192,6500,5456,6000,4704,3800,3696,,,,36136,35832,36940,4479,5376,5240,5168,6192,5456,4704,3696,,3696,,,,,MISSING,MISSING,,8,672,655,646,774,682,588,462,4479,OK,,22592
