Week no.,WK 05,,,3,4,5,8,,10,,12,,14,,16,,18,,20,20,35,36,37,,,,,,,,,,,,,Contribution Report,,,,,,,,CASES ORDERED,,,,,,,,,,,
50193482,22592,Asda,AS Chicken & Bacon Skillet x 8,Asda,P+3,Skillet,5500,5312,5500,5376,5400,5560,6200,5184,5600,4096,5000,5128,4000,4032,,,,34176,34688,35500,4336,5312,5376,5560,5184,4096,5128,4032,,4032,,,,,MISSING,MISSING,,8,664,672,695,648,512,641,504,4336,OK,,22592
50243954,22708,Asda,AS Chicken Bacon Caesar Triple Wrap x 8,Asda,P+3,Wrap,4500,4424,5000,5320,5200,4264,5500,4232,5000,3952,4500,2624,4000,4456,,,,31776,29272,30500,3659,4424,5320,4264,4232,3952,2624,4456,,4456,,,,,MISSING,MISSING,,8,553,665,533,529,494,328,557,3659,OK,,22708
50422416,23355,Asda,AS Crunchy Tuna & Salad Sub Roll x 4,Asda,P+3,Alternative,700,424,700,624,600,616,900,492,800,604,650,632,600,476,,,,3968,3868,5090,967,424,624,616,492,604,632,476,,476,,,,,MISSING,MISSING,,4,106,156,154,123,151,158,119,967,OK,,23355
50422414,23356,Asda,AS Ham & Cheese Sub Roll x 4,Asda,P+3,Alternative,900,572,900,860,900,768,1000,744,800,880,900,644,900,628,,,,5364,5096,6150,1274,572,860,768,744,880,644,628,,628,,,,,MISSING,MISSING,,4,143,215,192,186,220,161,157,1274,OK,,23356
50422415,23357,Asda,AS Chicken & Bacon Caesar Sub Roll x 4,Asda,P+3,Alternative,500,328,700,504,500,496,700,432,600,532,650,392,600,0,,,,3236,2684,4000,671,328,504,496,432,532,392,0,,0,,,,,MISSING,MISSING,,4,82,126,124,108,133,98,0,671,OK,,23357
50535479,23870,Asda,AS Chicken Fajita Wrap x4,Asda,P+3,Wrap,700,624,1200,956,900,924,1200,736,1000,936,1000,952,900,372,,,,5904,5500,7250,1375,624,956,924,736,936,952,372,,372,,,,,MISSING,MISSING,,4,156,239,231,184,234,238,93,1375,OK,,23870
50535476,23871,Asda,AS Chicken Bacon Caesar Wrap x 6,Asda,P+3,Wrap,2500,2406,3200,2928,3000,3030,3800,2706,3000,2982,3000,1722,2000,2742,,,,18852,18516,20350,3086,2406,2928,3030,2706,2982,1722,2742,,2742,,,,,MISSING,MISSING,,6,401,488,505,451,497,287,457,3086,OK,,23871
,24806,Asda Café,ASC NEW Tuna Melt Panini x4,Asda,P+7,Alternative,400,360,450,536,450,416,450,200,500,348,550,400,550,364,,,,2296,2624,3550,656,360,536,416,200,348,400,364,,364,,,,,MISSING,MISSING,,4,90,134,104,50,87,100,91,656,OK,,#N/A
,24807,Asda Café,ASC NEW Chicken & Chorizo Panini x4,Asda,P+7,Alternative,400,296,400,380,400,340,400,276,450,308,450,348,400,324,,,,1844,2272,3100,568,296,380,340,276,308,348,324,,324,,,,,MISSING,MISSING,,4,74,95,85,69,77,87,81,568,OK,,#N/A
,24808,Asda Café,ASC NEW Cheese & Ham Panini x4,Asda,P+7,Alternative,600,464,600,620,500,548,600,484,700,364,700,476,600,448,,,,3024,3404,3707,851,464,620,548,484,364,476,448,,448,,,,,MISSING,MISSING,,4,116,155,137,121,91,119,112,851,OK,,#N/A
,24809,Asda Café,ASC NEW Cheese & Tomato Toastie x4,Asda,P+7,Alternative,600,436,600,584,400,460,400,340,700,420,550,540,600,404,,,,2824,3184,4150,796,436,584,460,340,420,540,404,,404,,,,,MISSING,MISSING,,4,109,146,115,85,105,135,101,796,OK,,#N/A
,24810,Asda Café,ASC NEW Ham & Cheese Toastie x4,Asda,P+7,Alternative,700,580,600,756,500,624,500,444,700,528,700,624,700,528,,,,3512,4084,4504,1021,580,756,624,444,528,624,528,,528,,,,,MISSING,MISSING,,4,145,189,156,111,132,156,132,1021,OK,,#N/A
,24811,Asda Café,ASC NEW ADB Topped Toastie x4,Asda,P+7,Alternative,600,412,600,620,400,488,400,420,700,428,700,432,600,392,,,,2640,3192,4250,798,412,620,488,420,428,432,392,,392,,,,,MISSING,MISSING,,4,103,155,122,105,107,108,98,798,OK,,#N/A
,24812,Asda Café,ASC NEW Chicken Fajita Hot Wrap x4,Asda,P+7,Alternative,300,104,200,388,250,168,250,124,300,96,250,200,300,184,,,,852,1264,2000,316,104,388,168,124,96,200,184,,184,,,,,MISSING,MISSING,,4,26,97,42,31,24,50,46,316,OK,,#N/A
,24813,Asda Café,ASC NEW Meatball Hot Wrap x4,Asda,P+7,Alternative,300,132,200,296,250,100,250,84,300,140,250,128,200,168,,,,700,1048,1800,262,132,296,100,84,140,128,168,,168,,,,,MISSING,MISSING,,4,33,74,25,21,35,32,42,262,OK,,#N/A
50773032,24821,Asda Café,AFS XMAS CHEESEBOARD TOASTIE x4,Asda,P+7,Alternative,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK,,#N/A
50773033,23847,Asda Café,ASC XMAS BRIE & CRANBERRY PANINI x4,Asda,P+7,Alternative,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK,,23847
,M11393,Asda,AS TOASTIES (CHEESE & MUSTARD),Asda,,,,580,,756,,624,,444,,528,,624,,528,,,,,,,,,,,,,,,,,,,,,MISSING,MISSING,,,,,,,,,,,,,
,M11394,Asda,AS TOASTIES (BEANS & CHEESE),Asda,,,,412,,620,,488,,420,,428,,432,,392,,,,,,,,,,,,,,,,,,,,,MISSING,MISSING,,,,,,,,,,,,,
,M11395,Asda,AS TOASTIES ( CHEESE & TOAMATO),Asda,,,,436,,584,,460,,340,,420,,540,,404,,,,,,,,,,,,,,,,,,,,,MISSING,MISSING,,,,,,,,,,,,,
,,,,,,,,15%,,16%,,15%,,14%,,14%,,12%,,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BP,,Totals ASDA,,,,21050,19810,22850,21884,22250,19926,26250,19014,23450,18822,22150,16654,18700,17578,0,0,0,134200,133800,151483,23912,18414,22920,20698,18754,18306,16990,17718,0,17718,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Test,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLD EAT,21459,BP,BP Southern Fried  Chicken Wrap x4,BP,P+3,Wrap,132,116,143,132,70,84,120,128,93,96,124,108,95,84,,,,720,748,802,187,116,132,84,128,96,108,84,,0,,,,,,,,4,29,33,21,32,24,27,21,187,OK,,21459
COLD EAT,21460,BP,BP Chicken & Stuffing Skillet x4,BP,P+3,Skillet,167,152,168,152,101,96,132,148,113,108,164,136,109,96,,,,936,888,990,222,152,152,96,148,108,136,96,,0,,,,,,,,4,38,38,24,37,27,34,24,222,OK,,21460
COLD EAT,21461,BP,BP Egg Mayo Skillet x4,BP,P+3,Skillet,172,156,167,152,105,112,152,140,126,108,168,132,123,104,,,,936,904,1042,226,156,152,112,140,108,132,104,,0,,,,,,,,4,39,38,28,35,27,33,26,226,OK,,21461
COLD EAT,21462,BP,BP Cheese Ploughmans Skillet x4,BP,P+3,Skillet,172,144,176,144,92,104,152,160,118,108,168,124,122,96,,,,920,880,1042,220,144,144,104,160,108,124,96,,0,,,,,,,,4,36,36,26,40,27,31,24,220,OK,,21462
COLD EAT,21463,BP,BP Cheese & Onion Skillet x4,BP,P+3,Skillet,189,152,177,164,107,108,152,164,123,116,180,140,126,108,,,,968,952,1094,238,152,164,108,164,116,140,108,,0,,,,,,,,4,38,41,27,41,29,35,27,238,OK,,21463
COLD EAT,21465,BP,BP Prawn Mayo Skillet x4,BP,P+3,Skillet,133,124,138,128,77,76,128,116,85,80,124,104,98,92,,,,708,720,818,180,124,128,76,116,80,104,92,,0,,,,,,,,4,31,32,19,29,20,26,23,180,OK,,21465
COLD EAT,21466,BP,BP Tuna Sweetcorn Skillet x4,BP,P+3,Skillet,172,144,172,156,105,120,148,148,119,120,164,140,116,92,,,,896,920,1052,230,144,156,120,148,120,140,92,,0,,,,,,,,4,36,39,30,37,30,35,23,230,OK,,21466
COLD EAT,21467,BP,BP Chicken Salad Skillet x4,BP,P+3,Skillet,185,160,183,172,100,104,124,156,129,132,176,132,133,124,,,,984,980,1093,245,160,172,104,156,132,132,124,,0,,,,,,,,4,40,43,26,39,33,33,31,245,OK,,21467
COLD EAT,21468,BP,BP Chicken & Bacon Skillet x4,BP,P+3,Skillet,208,180,214,192,118,132,164,176,140,140,184,164,144,128,,,,1120,1112,1228,278,180,192,132,176,140,164,128,,0,,,,,,,,4,45,48,33,44,35,41,32,278,OK,,21468
COLD EAT,21471,BP,BP BLT Skillet x4,BP,P+3,Skillet,185,156,181,184,108,116,168,160,126,124,156,152,138,108,,,,980,1000,1110,250,156,184,116,160,124,152,108,,0,,,,,,,,4,39,46,29,40,31,38,27,250,OK,,21471
COLD EAT,21732,BP,BP Ham & Cheese Skillet x4,BP,P+3,Skillet,198,172,201,200,109,108,176,164,138,136,180,164,146,108,,,,1056,1052,1182,263,172,200,108,164,136,164,108,,0,,,,,,,,4,43,50,27,41,34,41,27,263,OK,,21732
COLD EAT,21733,BP,BP Chicken Caesar Wrap x4,BP,P+3,Wrap,139,132,149,148,88,96,132,132,108,100,144,120,113,100,,,,788,828,891,207,132,148,96,132,100,120,100,,0,,,,,,,,4,33,37,24,33,25,30,25,207,OK,,21733
HOT EAT,21767,BP,BP Ham & Cheese Toastie x4,BP,P+7,Alternative,983,968,1098,948,900,860,980,900,900,904,920,1000,1100,1052,,,,6760,6632,6566,1658,968,948,860,900,904,1000,1052,,0,,,,,,,,4,242,237,215,225,226,250,263,1658,OK,,21767
COLD EAT,22796,BP,BP Breakfast Triple Skillet x4,BP,P+3,Alternative,237,220,252,228,140,152,208,208,165,168,212,188,168,156,,,,1320,1320,1416,330,220,228,152,208,168,188,156,,0,,,,,MISSING,MISSING,,4,55,57,38,52,42,47,39,330,OK,,22796
HOT EAT,22799,BP,BP Ultimate Three Cheese Toastie x4,BP,P+7,Alternative,901,860,988,920,820,784,848,776,800,836,820,840,1000,944,,,,5820,5960,5786,1490,860,920,784,776,836,840,944,,0,,,,,MISSING,MISSING,,4,215,230,196,194,209,210,236,1490,OK,,22799
HOT EAT,23840,BP,BP Classic Cheese & Ham Barmarked Toastie x4,BP,P+7,Alternative,675,664,791,832,700,636,688,720,650,696,684,800,750,792,,,,5004,5140,4302,1285,664,832,636,720,696,800,792,,0,,,,,MISSING,MISSING,,4,166,208,159,180,174,200,198,1285,OK,,23840
HOT EAT,23842,BP,BP Italian Style Meatball and Mozzarella Wrap x4,BP,P+7,Alternative,430,448,432,424,400,344,376,344,400,432,428,360,400,396,,,,2628,2748,2240,687,448,424,344,344,432,360,396,,0,,,,,MISSING,MISSING,,4,112,106,86,86,108,90,99,687,OK,,23842
HOT EAT,23843,BP,BP Chicken & Chorizo Toastie x4,BP,P+7,Alternative,750,608,741,620,568,520,,,,,,0,,0,,,,4128,1748,3964,437,608,620,520,0,0,0,0,,0,,,,,MISSING,MISSING,,4,152,155,130,0,0,0,0,437,OK,,23843
HOT EAT,24187,BP,"BP Sausage, Bacon & Cheese Wrap x4",BP,P+7,Alternative,1000,1040,973,948,788,836,896,968,800,836,860,1000,900,1044,,,,6204,6672,5156,1668,1040,948,836,968,836,1000,1044,,0,,,,,MISSING,MISSING,,4,260,237,209,242,209,250,261,1668,OK,,#N/A
HOT EAT,24190,BP,BP Tuna Melt Panini x4,BP,P+7,Alternative,600,564,557,564,516,476,512,440,500,548,496,560,600,576,,,,3484,3728,3052,932,564,564,476,440,548,560,576,,0,,,,,MISSING,MISSING,,4,141,141,119,110,137,140,144,932,OK,,#N/A
HOT EAT,24192,BP,BP Bacon Bap x4,BP,P+7,Alternative,2200,1832,2400,2144,1900,1644,1900,2056,1800,1876,2060,1920,2300,2228,,,,13124,13700,13807,3425,1832,2144,1644,2056,1876,1920,2228,,0,,,,,MISSING,MISSING,,4,458,536,411,514,469,480,557,3425,OK,,24192
HOT EAT,24193,BP,BP Sausage Bap x4,BP,P+7,Alternative,2100,1880,2300,2060,1800,1672,1900,2080,1800,1800,1980,1920,2300,2116,,,,12528,13528,13442,3382,1880,2060,1672,2080,1800,1920,2116,,0,,,,,MISSING,MISSING,,4,470,515,418,520,450,480,529,3382,OK,,#N/A
HOT EAT,24734,BP,BP Signature Hot Dog,BP,P+6,Alternative,800,480,800,620,600,520,600,496,600,560,600,540,900,652,,,,3308,3868,4062,967,480,620,520,496,560,540,652,,0,,,,,MISSING,MISSING,,4,120,155,130,124,140,135,163,967,OK,,#N/A
HOT EAT,24778,BP,BP Mozzarella & Tomato Panini,BP,P+7,Alternative,800,480,800,520,600,504,600,464,600,472,600,540,900,556,,,,3504,3536,4993,884,480,520,504,464,472,540,556,,0,,,,,MISSING,MISSING,,4,120,130,126,116,118,135,139,884,OK,,#N/A
HOT EAT,24779,BP,BP Pepperoni & Mozzarella Panini,BP,P+7,Alternative,800,580,800,672,600,564,600,488,600,584,600,540,900,604,,,,3884,4032,4010,1008,580,672,564,488,584,540,604,,0,,,,,MISSING,MISSING,,4,145,168,141,122,146,135,151,1008,OK,,#N/A
HOT EAT,24780,BP,BP All Day Breakfast Bap,BP,P+6,Alternative,1800,1568,1800,1680,1500,1308,1600,1520,1500,1508,1600,1520,1900,1716,,,,10800,10820,9898,2705,1568,1680,1308,1520,1508,1520,1716,,0,,,,,MISSING,MISSING,,4,392,420,327,380,377,380,429,2705,OK,,#N/A
26-Oct,24837,BP,BP Turkey Toastie,BP,P+7,Alternative,,,,,,,,,,,,,,,,,,0,0,5001,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK,,#N/A
SAL/HOT HOLD,23699,BP,"BP Cucumber, mooned and half slices (M4449) 1KG Tubs",BP,,Alternative,2,2,2,3,2,1,2,2,2,,2,2,2,2,,,,12,12,13,2,2,3,1,2,0,2,2,,0,,,,,MISSING,MISSING,,5,0,1,0,0,0,0,0,2,OK,,#N/A
SAL/HOT HOLD,23700,BP,BP Sliced Jalapenos (I5523) 1KG Tubs,BP,,Alternative,2,2,2,2,2,1,2,2,2,,2,2,2,1,,,,9,10,11,3,2,2,1,2,0,2,1,,0,,,,,MISSING,MISSING,,4,1,1,0,1,0,1,0,3,OK,,#N/A
SAL/HOT HOLD,23701,BP,BP Cocktail Vine Tomatoes (I7201) 1KG Tubs,BP,,Alternative,2,2,2,3,2,1,2,2,2,,2,2,2,1,,,,10,11,11,6,2,3,1,2,0,2,1,,0,,,,,MISSING,MISSING,,2,1,2,1,1,0,1,1,6,OK,,#N/A
SAL/HOT HOLD,23695,BP,BP 50/50 Coleslaw Mix (I2552) 5KG,BP,,Alternative,2,1,2,2,2,,2,1,2,1,2,1,2,1,,,,7,7,8,1,1,2,0,1,1,1,1,,0,,,MISSING,MISSING,MISSING,MISSING,,5,0,0,0,0,0,0,0,1,OK,,#N/A
SAL/HOT HOLD,23698,BP,BP Mixed Green Leaf (Apollo and Endive) (I5084) 1KG,BP,,Alternative,2,0,2,2,2,,2,1,2,1,2,1,2,1,,,,8,6,11,2,0,2,0,1,1,1,1,,0,,,MISSING,MISSING,MISSING,MISSING,,4,0,1,0,0,0,0,0,2,OK,,#N/A
,BPT,,BP TOASTIES TO BAKE,,,12x4,stock,2436,stock,2488,stock,1644,stock,1676,stock,1740,stock,1840,stock,1996,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M9240,,BP TOASTIES TO BAKE (CHEESE TOPPED),,,,0,968,0,948,0,860,0,900,0,904,0,1000,0,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M10196,,BP TOASTIES TO BAKE (THREE CHEESES TOPPED),,,,0,860,0,920,0,784,0,776,0,836,0,840,0,944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M11412,,BP TOASTIES TO BAKE (CHIPOTLE TOPPED),,,,0,608,0,620,0,520,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M12079,,BP TOASTIES TO BAKE (PORK STUFFING TOPPED),,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,hot eats total,,,,,0,,12268,,8750,,7900,,9040,,9300,,13550,,,,,,,,,948,860,900,904,1000,1052,,,,,,,,,,,,,,,,,,,,,
,COOP,,Totals BP,,,,16132,13986,16805,15112,13018,12079,13462,13258,12541,12588,13798,13350,15587,14076,0,0,0,93554,94462,100093,23617,13987,15116,12079,13260,12590,13352,14078,0,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.000,,0.180,,0.190,,0.140,,0.130,,0.160,,0.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.000,,0.000,,0.000,,0.000,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19488,Co-op,Co-op Chicken & Bacon Caesar Wrap,Co-op,P+3,wrap,,,6948,6948,8500,7231,8000,6674,7000,4972,7000,5387,8500,8107,,,,41626,39319,43112,39319,0,6948,7231,6674,4972,5387,8107,,8107,,,,,,MISSING,,1,0,6948,7231,6674,4972,5387,8107,39319,OK,,19488
,19489,Co-op,Co-op Aromatic Duck Wrap,Co-op,P+3,wrap,,,3945,3945,4200,3545,3000,2470,3300,2745,3600,2965,3800,3082,,,,19872,18752,20163,18752,0,3945,3545,2470,2745,2965,3082,,3082,,,,,,MISSING,,1,0,3945,3545,2470,2745,2965,3082,18752,OK,,19489
,19490,Co-op,Co-op Southern Fried Chicken Wrap,Co-op,P+3,wrap,,,6333,6333,7500,6327,5600,4497,6000,4479,6500,5148,7000,5684,,,,34663,32468,36663,32468,0,6333,6327,4497,4479,5148,5684,,5684,,,,,MISSING,MISSING,,1,0,6333,6327,4497,4479,5148,5684,32468,OK,,19490
,19491,Co-op,Co-op Falafel Wrap,Co-op,P+4,wrap,,,3500,3352,3200,2839,2200,2016,2600,2307,2900,2416,3000,2447,,,,16061,15377,15942,15377,0,3352,2839,2016,2307,2416,2447,,2447,,,,,MISSING,MISSING,,1,0,3352,2839,2016,2307,2416,2447,15377,OK,,19491
,19495,Co-op,Co-op GL Mexican Chipotle Bean Wrap,Co-op,P+3,wrap,,,333,3370,2700,2441,1800,1700,2500,2303,2400,2021,2400,1898,,,,14505,13733,13548,13733,0,3370,2441,1700,2303,2021,1898,,1898,,,,,,MISSING,,1,0,3370,2441,1700,2303,2021,1898,13733,OK,,19495
,20130,Co-op,Co-op Ham & Mustard Skillet,Co-op,P+4,Skillet,,,3800,4026,4100,3862,4000,3967,3500,3071,3200,2953,3800,3547,,,,21741,21426,21732,21426,0,4026,3862,3967,3071,2953,3547,,3547,,,,,MISSING,MISSING,,1,0,4026,3862,3967,3071,2953,3547,21426,OK,,20130
,22341,Co-op,CO-OP HAM & CHEESE PANINI,Co-op,P+3,Alternative,,,1400,1581,1400,1163,1000,796,1100,1168,1200,1016,1200,945,,,,6630,6669,6368,6669,0,1581,1163,796,1168,1016,945,,945,,,,,,,,1,0,1581,1163,796,1168,1016,945,6669,OK,,#N/A
,22844,Co-op,CO-OP All Day Breakfast Hot Wrap,Co-op,P+2,Alternative,,,2200,2302,2000,1613,1100,1196,1800,1729,1800,1739,1900,1557,,,,10041,10136,9542,10136,0,2302,1613,1196,1729,1739,1557,,1557,,,,,MISSING,MISSING,,1,0,2302,1613,1196,1729,1739,1557,10136,OK,,22844
,22845,Co-op,CO-OP Chicken Fajita Hot Wap,Co-op,P+2,Alternative,,,1300,1335,1000,776,600,583,1100,1036,950,865,900,652,,,,5262,5247,5056,5247,0,1335,776,583,1036,865,652,,652,,,,,MISSING,MISSING,,1,0,1335,776,583,1036,865,652,5247,OK,,22845
,22846,Co-op,CO-OP Ham & Cheese Toastie,Co-op,P+2,Alternative,,,1300,1187,1000,898,800,650,1050,940,1050,930,1100,863,,,,5379,5468,4860,5468,0,1187,898,650,940,930,863,,863,,,,,MISSING,MISSING,,1,0,1187,898,650,940,930,863,5468,OK,,22846
,24395,Co-op,COOP GU Ham & Cheese Toastie,Co-op,P+4,Alternative,,,15,13,15,6,15,8,15,14,15,6,15,5,,,,34,52,98,52,0,13,6,8,14,6,5,,5,,,,,MISSING,MISSING,,1,0,13,6,8,14,6,5,52,OK,,#N/A
,24396,Co-op,COOP GU Cheese Toastie,Co-op,P+4,Alternative,,,15,8,15,4,15,6,15,6,15,6,15,4,,,,11,34,53,34,0,8,4,6,6,6,4,,4,,,,,MISSING,MISSING,,1,0,8,4,6,6,6,4,34,OK,,#N/A
,24397,Co-op,COOP GU Tuna Melt Panini,Co-op,P+4,Alternative,,,15,13,15,6,15,8,15,9,15,9,15,6,,,,20,51,20,51,0,13,6,8,9,9,6,,6,,,,,MISSING,MISSING,,1,0,13,6,8,9,9,6,51,OK,,#N/A
,24398,Co-op,COOP GU Chicken & Red Pepper Panini,Co-op,P+4,Alternative,,,15,14,15,3,15,8,15,11,15,5,15,8,,,,26,49,26,49,0,14,3,8,11,5,8,,8,,,,,MISSING,MISSING,,1,0,14,3,8,11,5,8,49,OK,,#N/A
,24399,Co-op,COOP GU All Day Breakfast Panini,Co-op,P+4,Alternative,,,15,5,15,,15,5,15,2,15,4,15,3,,,,11,19,8,19,0,5,0,5,2,4,3,,3,,,,,MISSING,MISSING,,1,0,5,0,5,2,4,3,19,OK,,#N/A
,24735,Co-op,CO-OP Four Cheese Toastie,Co-op,P+2,Alternative,,,1500,1485,1200,702,800,503,1200,1257,1200,800,1300,626,,,,5685,5373,4211,5373,0,1485,702,503,1257,800,626,,626,,,,,MISSING,MISSING,,1,0,1485,702,503,1257,800,626,5373,OK,,#N/A
,17104,Co-op,Co-op Southern Fried Chicken Wrap x4,Co-op,P+3,wrap,,,280,264,300,228,200,240,300,120,220,120,220,252,,,,1220,1224,1199,306,0,264,228,240,120,120,252,,252,,,,,MISSING,MISSING,,4,0,66,57,60,30,30,63,306,OK,,17104
,17105,Co-op,Co-op Chicken & Bacon Caesar Wrap x4,Co-op,P+3,wrap,,,410,412,450,356,420,324,380,228,330,228,400,316,,,,1804,1864,1844,466,0,412,356,324,228,228,316,,316,,,,,MISSING,MISSING,,4,0,103,89,81,57,57,79,466,OK,,17105
,19743,Co-op,Co-op Falafel Wrap x 4,Co-op,P+3,wrap,,,200,160,150,136,150,136,130,92,120,68,120,100,,,,632,692,723,173,0,160,136,136,92,68,100,,100,,,,,MISSING,MISSING,,4,0,40,34,34,23,17,25,173,OK,,19743
,19746,Co-op,Co-op GL Mexican Chipotle Bean Wrap x 4,Co-op,P+3,wrap,,,250,240,150,136,150,148,200,124,140,88,120,168,,,,880,904,928,226,0,240,136,148,124,88,168,,168,,,,,MISSING,MISSING,,4,0,60,34,37,31,22,42,226,OK,,19746
,19783,Co-op,Co-op Aromatic Duck Wrap x4,Co-op,P+3,wrap,,,300,228,250,168,200,180,280,136,180,140,200,164,100,100,100,1028,1016,1046,254,0,228,168,180,136,140,164,,164,,,,,MISSING,MISSING,,4,0,57,42,45,34,35,41,254,OK,,19783
,20161,Co-op,Co-op Ham & Mustard Skillet x4,Co-op,P+4,Skillet,,,150,172,150,168,150,160,180,124,150,108,150,136,,,,816,868,789,217,0,172,168,160,124,108,136,,136,,,,,MISSING,MISSING,,4,0,43,42,40,31,27,34,217,OK,,20161
,M10325,,COOP TOASTIES TO BAKE (TWO CHEESE &MUSTARD),,,,,,0,1387,0,998,0,650,0,940,0,930,0,863,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,M12017,,COOP TOASTIES TO BAKE (TWO CHEESE) NEW,,,,,,0,1485,0,702,0,503,0,1257,0,800,0,626,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
1233475,24815,Co-op,Co-op DF Fajita Beef Chilli Salad,Co-op,P+6,Alternative,,,72,66,50,44,50,44,50,44,50,44,30,22,,,,262,264,107,264,0,66,44,44,44,44,22,,22,,,,,MISSING,MISSING,,1,0,66,44,44,44,44,22,264,OK,,#N/A
6682405,24816,Co-op,Co-op DF Korean BBQ Beef Salad,Co-op,P+6,Alternative,,,72,66,50,44,50,44,50,44,50,44,30,22,,,,262,264,107,264,0,66,44,44,44,44,22,,22,,,,,MISSING,MISSING,,1,0,66,44,44,44,44,22,264,OK,,#N/A
4449460,24817,Co-op,Co-op DF Chana Masala Chicken Salad,Co-op,P+6,Alternative,,,72,66,50,44,50,44,50,44,50,44,30,22,,,,262,264,107,264,0,66,44,44,44,44,22,,22,,,,,MISSING,MISSING,,1,0,66,44,44,44,44,22,264,OK,,#N/A
1270974,24818,Co-op,Co-op DF Salmon Teriyaki Salad,Co-op,P+6,Alternative,,,72,66,50,44,50,44,50,44,50,44,30,22,,,,262,264,107,264,0,66,44,44,44,44,22,,22,,,,,MISSING,MISSING,,1,0,66,44,44,44,44,22,264,OK,,#N/A
