Week no.,WK17,,,3,4,5,8,,10,,12,,14,,16,,18,,20,20,35,36,37,,,,,,,,,,,,,Contribution Report,,,,,,,,CASES ORDERED,,,,,,,,,,,
7798442,21954,Sainsbury's,JS Falafel & Houmous Wrap x 4,Sainsbury's,P+2,wrap,2535,2240,4729,2276,4339,2528,4588,2432,4388,2492,3710,1684,3005,1420,,,,24772,15072,22977,3768,2240,2276,2528,2432,2492,1684,1420,,1420,,,,,MISSING,MISSING,,4,560,569,632,608,623,421,355,3768,OK,,21954
7798436,21955,Sainsbury's,"JS Mozzarella, Tomato and Pesto Wrap x 4",Sainsbury's,P+2,wrap,3821,6516,7126,7620,6539,5984,6914,7336,6613,6656,5591,5676,4529,4564,,,,36284,44352,32725,11088,6516,7620,5984,7336,6656,5676,4564,,4564,,,,,MISSING,MISSING,,4,1629,1905,1496,1834,1664,1419,1141,11088,OK,,21955
7847033,22468,Sainsbury's,"JS Brie, Bacon & Chilli Chutney Skillet x4",Sainsbury's,P+3,Alternative,8001,1952,9080,10876,8332,9028,8810,8816,8426,7452,7124,3948,5770,3452,,,,18604,51573,16015,12893,1952,10876,9028,8816,7452,3948,3452,,3452,,,,,MISSING,MISSING,,4,2000,2719,2257,2204,1863,987,863,12893,OK,,22468
7849630,22469,Sainsbury's,"JS Avocado, Tomato & Basil Skillet x4",Sainsbury's,P+2,Skillet,2457,1752,2457,1580,2457,1884,2457,1608,2457,1836,2612,1300,1562,1420,,,,0,11380,13107,2845,1752,1580,1884,1608,1836,1300,1420,,1420,,,,,MISSING,MISSING,,4,438,395,471,402,459,325,355,2845,OK,,22469
7847035,22472,Sainsbury's,JS Chicken Fajita Triple Wrap x4,Sainsbury's,P+2,wrap,2285,2568,4262,3400,3910,3980,4135,3608,3955,3204,3344,3004,2708,2572,,,,22148,22336,20946,5584,2568,3400,3980,3608,3204,3004,2572,,2572,,,,,MISSING,MISSING,,4,642,850,995,902,801,751,643,5584,OK,,22472
7958341,24077,Sainsbury's,JS Greek Chicken & Tzatziki Premium Wrap X4,Sainsbury's,P+2,wrap,1051,2076,1960,1064,1798,2192,1902,1372,1819,2032,1538,960,1246,1644,,,,9196,11340,9937,2835,2076,1064,2192,1372,2032,960,1644,,1644,,,,,MISSING,MISSING,,4,519,266,548,343,508,240,411,2835,OK,,24077
7980040,24648,Sainsbury's,JS Steak & Caramelised Red Onion Grab Bag,Sainsbury's,P+3,Alternative,1155,1488,2153,2144,1976,2008,2089,2372,1998,2072,1690,1764,1368,1804,,,,15224,13652,14795,3413,1488,2144,2008,2372,2072,1764,1804,,1804,,,,,MISSING,MISSING,,4,372,536,502,593,518,441,451,3413,OK,,#N/A
7991425,24955,Sainsbury's,JS Vegan Mexican Bean Wrap,Sainsbury's,P+3,wrap,1240,1236,2313,1624,2122,1544,2244,1632,2146,1548,1814,1132,1470,1048,,,,10748,9764,0,2441,1236,1624,1544,1632,1548,1132,1048,,1048,,,,,MISSING,MISSING,,4,309,406,386,408,387,283,262,2441,OK,,#N/A
8018816,25608,Sainsbury's,JS Halloumi Roast Vegetable Wrap,Sainsbury's,P+3,wrap,501,668,934,920,857,984,906,940,866,868,733,716,593,744,,,,4744,5840,3398,1460,668,920,984,940,868,716,744,,744,,,,,MISSING,MISSING,,4,167,230,246,235,217,179,186,1460,OK,,#N/A
7798851,26002,Sainsbury's,JS Chicken Salad Skillet x 4,Sainsbury's,P+3,Skillet,6842,8048,12760,14380,11708,13124,12380,13636,11841,13888,10012,11872,8109,8328,,,,78852,83276,79678,20819,8048,14380,13124,13636,13888,11872,8328,,8328,,,,,MISSING,MISSING,,4,2012,3595,3281,3409,3472,2968,2082,20819,OK,,#N/A
8046570,26981,Sainsbury's,JS Tuna Crunch Sub Roll ,Sainsbury's,P+2,Alternative,0,0,0,0,0,0,0,0,0,0,,,,0,,,,18820,0,17701,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK,,#N/A
8046550,26983,Sainsbury's,JS Chicken and Bacon Sub Roll ,Sainsbury's,P+3,Alternative,,0,4267,4684,2814,2804,2976,3084,2846,2664,2407,1676,1949,2220,,,,19352,17132,19136,4283,0,4684,2804,3084,2664,1676,2220,,2220,,,,,MISSING,MISSING,,4,0,1171,701,771,666,419,555,4283,OK,,#N/A
8046562,26984,Sainsbury's,JS Ham and Cheese Sub Roll ,Sainsbury's,P+3,Alternative,2457,2696,4583,5116,4205,4528,4446,5164,4253,4908,3596,3920,2912,3252,,,,33176,29584,30691,7396,2696,5116,4528,5164,4908,3920,3252,,3252,,,,,MISSING,MISSING,,4,674,1279,1132,1291,1227,980,813,7396,OK,,#N/A
,28009,Sainsbury's,JS HTE Egg & Cheese Muffin,Sainsbury's,P+2,Alternative,339,156,633,272,581,240,614,548,587,280,497,172,402,236,,,,0,1904,7226,476,156,272,240,548,280,172,236,,236,,,,,MISSING,MISSING,,4,39,68,60,137,70,43,59,476,OK,,#N/A
,28010,Sainsbury's,JS HTE Meatball Marinara Wrap,Sainsbury's,P+2,Alternative,258,260,482,452,442,424,467,592,447,376,378,368,306,380,,,,0,2852,2709,713,260,452,424,592,376,368,380,,380,,,,,MISSING,MISSING,,4,65,113,106,148,94,92,95,713,OK,,#N/A
,28011,Sainsbury's,JS HTE Ham & Cheese Toastie,Sainsbury's,P+2,Alternative,486,596,907,820,832,800,880,1120,842,704,712,524,576,716,,,,0,5280,7226,1320,596,820,800,1120,704,524,716,,716,,,,,MISSING,MISSING,,4,149,205,200,280,176,131,179,1320,OK,,#N/A
,28369,Sainsbury's,JS Hoisin No Duck Wrap x 4,Sainsbury's,P+3,Alternative,1234,1180,2301,2256,2111,2020,2232,2268,2135,2012,1805,1768,1462,1704,,,,#N/A,13208,6713,3302,1180,2256,2020,2268,2012,1768,1704,,1704,,,,,MISSING,MISSING,,4,295,564,505,567,503,442,426,3302,OK,,#N/A
8018816,28370,Sainsbury's,JS Vegan No Chicken Ceasar Wrap x 4,Sainsbury's,P+3,wrap,3350,3016,4764,3940,4371,3728,4622,4408,3896,,,0,,,,,,#N/A,15092,6713,3773,3016,3940,3728,4408,0,0,0,,0,,,,,MISSING,MISSING,,4,754,985,932,1102,0,0,0,3773,OK,,#N/A
7798851,28371,Sainsbury's,JS Vegan No Coronation Chicken Skillet x 4,Sainsbury's,P+3,Skillet,2054,796,1638,2284,1503,1144,1589,1380,1520,1328,1285,1156,1041,1204,,,,#N/A,9292,3146,2323,796,2284,1144,1380,1328,1156,1204,,1204,,,,,MISSING,MISSING,,4,199,571,286,345,332,289,301,2323,OK,,#N/A
8046570,28372,Sainsbury's,JS Vegan Meatless Meatball Marinara Subroll x 4,Sainsbury's,P+3,Alternative,1177,1820,2195,1476,2014,1252,2130,1824,1508,,1668,,1395,2160,,,,#N/A,8532,4699,2133,1820,1476,1252,1824,0,0,2160,,2160,,,,,MISSING,MISSING,,4,294,369,313,456,0,0,540,1972,CHECK,,#N/A
8046550,28373,Sainsbury's,JS Vegan No Chicken Tikka Roll x 4,Sainsbury's,P+3,Alternative,3142,1500,1443,1704,1324,1492,1400,540,1339,428,1133,736,917,1332,,,,#N/A,7732,4387,1933,1500,1704,1492,540,428,736,1332,,1332,,,,,MISSING,MISSING,,4,786,426,373,135,107,184,333,2344,CHECK,,#N/A
,22883,Sainsbury's,JS Wrap Platter x1,Sainsbury's,P+2,Alternative,,0,,0,,0,,0,,,,,,0,,,,1859,0,1905,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,1,0,0,0,0,0,0,0,0,OK,,22883
,23956,Sainsbury's,JS Classic Sandwich Platter x1,Sainsbury's,P+2,Alternative,140,143,100,142,100,169,350,140,241,274,837,909,536,578,,,,2995,2355,4572,2355,143,142,169,140,274,909,578,,578,,,,,MISSING,MISSING,,1,143,142,169,140,274,909,578,2355,OK,,#N/A
,22882,Sainsbury's,JS Meat Sandwich Platter x1,Sainsbury's,P+2,Alternative,,0,,0,,0,,0,,0,,0,,0,,,,1475,0,1429,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,1,0,0,0,0,0,0,0,0,OK,,22882
,23954,Sainsbury's,JS Vegetarian Sandwich Platter x1,Sainsbury's,P+2,Alternative,62,64,100,63,100,81,200,66,69,81,363,407,201,221,,,,1377,1020,1619,1020,64,63,81,66,81,407,221,,221,,,,,MISSING,MISSING,,1,64,100,81,66,81,407,221,1020,OK,,#N/A
8530,27728,Sainsbury's,"JS PF Chicken, Bacon & Caesar Wrap x 1",Sainsbury's,P+2,wrap,0,,20,20,18,18,25,20,24,12,20,18,24,24,,,,188,112,0,112,0,20,18,20,12,18,24,,24,,,,,MISSING,MISSING,,1,0,20,18,20,12,18,24,112,OK,,#N/A
8581,27727,Sainsbury's PFS,"JS PFS Mozzarella, Tomato and Pesto Wrap x 1",Sainsbury's,P+2,wrap,0,,18,20,16,18,22,20,21,12,18,18,21,18,,,,188,106,132,106,0,20,18,20,12,18,18,,18,,,,,MISSING,MISSING,,1,0,20,18,20,12,18,18,106,OK,,#N/A
8531,27729,Sainsbury's PFS,JS PFS Duck & Hoisin Wrap x 1,Sainsbury's,P+2,wrap,0,,21,20,18,18,26,20,25,20,21,18,25,16,,,,188,112,141,112,0,20,18,20,20,18,16,,16,,,,,MISSING,MISSING,,1,0,20,18,20,20,18,16,112,OK,,#N/A
8534,27730,Sainsbury's PFS,JS PFS Southern Fried Chicken Wrap x1,Sainsbury's,P+2,wrap,,,22,,18,,20,,,,24,,,,,,,188,0,150,0,0,0,0,0,0,0,0,,24,,,,,MISSING,MISSING,,1,0,0,0,0,0,0,0,0,OK,,#N/A
9935,27133,Sainsbury's PFS,JS PFS Seafood Cocktail Skillet x 1,Sainsbury's,P+3,Skillet,0,,0,313,0,256,0,275,0,305,260,260,250,322,,,,2070,1731,1802,1731,0,313,256,275,305,260,322,,322,,,,,MISSING,MISSING,,1,0,313,256,275,305,260,322,1731,OK,,#N/A
,27921,Sainsbury's PFS,JS PFS Chicken and Bacon Sub Roll ,Sainsbury's,P+3,Skillet,0,,21,0,18,12,26,12,25,12,,,12,16,,,,144,52,0,52,0,0,12,12,12,0,16,,16,,,,,MISSING,MISSING,,1,0,0,12,12,12,0,16,52,OK,,#N/A
,27933,Sainsbury's PFS,JS PFS TUNA & CUCUMBER SUB,Sainsbury's,P+3,Skillet,0,,0,0,0,0,0,0,0,0,,0,,0,,,,134,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,1,0,0,0,0,0,0,0,0,OK,,#N/A
,27939,Sainsbury's PFS,JS PFS greek style chicken & tzatziki wrap,Sainsbury's,P+3,Skillet,0,,17,18,14,16,20,16,20,12,16,12,41,16,,,,132,90,0,90,0,18,16,16,12,12,16,,16,,,,,MISSING,MISSING,,1,0,18,16,16,12,12,16,90,OK,,#N/A
,27946,Sainsbury's PFS,JS PFS Steak & caramelised onion sandwich,Sainsbury's,P+3,Skillet,0,0,17,18,15,16,21,16,21,12,17,16,32,16,,,,168,94,0,94,0,18,16,16,12,16,16,,16,,,,,MISSING,MISSING,,1,0,18,16,16,12,16,16,94,OK,,#N/A
9929,27131,Sainsbury's PFS,JS PFS Chicken Salad Skillet x 1,Sainsbury's,P+3,Skillet,0,0,59,381,52,261,73,334,70,488,58,386,551,386,,,,2017,2236,1977,2236,0,381,261,334,488,386,386,,386,,,,,MISSING,MISSING,,1,0,381,261,334,488,386,386,2236,OK,,#N/A
,27179,Sainsbury's PFS,JS PFS Chicken & Maple Cured Bacon Skillet x 1,Sainsbury's,P+3,Skillet,,,,,,,,,,,,,,,,,,2159,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,1,0,0,0,0,0,0,0,0,OK,,#N/A
,27924,Sainsbury's PFS,JS PFS Korean Chicken Sandwich,Sainsbury's,P+3,Skillet,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,1,0,0,0,0,0,0,0,0,OK,,#N/A
,27934,Sainsbury's PFS,JS PFS Ham And Cheese Sub Roll,Sainsbury's,P+3,Skillet,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,1,0,0,0,0,0,0,0,0,OK,,#N/A
,27935,Sainsbury's PFS,JS PFS Sweet Chilli Chicken Wrap,Sainsbury's,P+3,Skillet,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,1,0,0,0,0,0,0,0,0,OK,,#N/A
,27937,Sainsbury's PFS,JS PFS TTD Eggs Hollandaise with Avocado,Sainsbury's,P+3,Skillet,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,1,0,0,0,0,0,0,0,0,OK,,#N/A
,27938,Sainsbury's PFS,"JS PFS Brie, Bacon & Chilli Chutney Skillet",Sainsbury's,P+3,Skillet,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,1,0,0,0,0,0,0,0,0,OK,,#N/A
,27109,Sainsbury's PFS,JS PFS Brie & Cranberry Skillet,Sainsbury's,P+3,Skillet,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,MISSING,,MISSING,MISSING,,1,0,0,0,0,0,0,0,0,OK,,#N/A
,22288,Sainsbury's,JS Brie & Cranberry Skillet,Sainsbury's,P+3,Skillet,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK,,22288
,28111,Sainsbury's,JS Boxing Day Sub Roll,Sainsbury's,P+2,Alternative,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK,,#N/A
,28112,Sainsbury's,JS Rudolph's Christmas Feast,Sainsbury's,P+2,Alternative,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK,,#N/A
,28113,Sainsbury's,JS Beef Wellington Special,Sainsbury's,P+3,Alternative,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK,,#N/A
,28375,Sainsbury's,JS Christmas Platter,Sainsbury's,P+2,Alternative,,,,,,,,,,,,,,,,,,#N/A,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK,,#N/A
7798864,22312,Sainsbury's,JS Chicken & Maple Cured Bacon Skillet x 6,Sainsbury's,P+3,Skillet,0,,0,,,,,,,,,,,,,,,67350,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,6,0,0,0,0,0,0,0,0,OK,,22312
,28474,Sainsbury's,JS PF BOXING DAY LEFTOVER SUB,Sainsbury's,p+2,Alternative,,,,,,,,,,,,,,,,,,#N/A,0,#N/A,0,0,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK,,#N/A
,28475,Sainsbury's,JS PF RUDOLPHS CARROT & VEG ST,Sainsbury's,P+2,Alternative,,,,,,,,,,,,,,,,,,#N/A,0,#N/A,0,0,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK,,#N/A
,27331,Sainsbury's,JS Indian Inspired Chickpea Flatbread,Sainsbury's,p+2,Alternative,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK,,#N/A
,27332,Sainsbury's,JS Middle Eastern Lamb Kofta Flatbread  ,Sainsbury's,P+2,Alternative,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK,,#N/A
,28100,Sainsbury's,JS Hell's Spicy Chicken Roll,,P+2,Alternative,,,,,,,,,,,,,,,,,,3860,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK,,#N/A
7980037,24649,Sainsbury's,JS Ham Hock & Mature Cheddar Grab Bag,Sainsbury's,P+3,Alternative,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK,,#N/A
,23955,Sainsbury's,JS Seafood Platter x1,Sainsbury's,P+2,Alternative,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,1,0,0,0,0,0,0,0,0,OK,,#N/A
7972085,24770,Sainsbury's,JS Party Sandwich Platter,Sainsbury's,P+2,Alternative,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,1,0,0,0,0,0,0,0,0,OK,,#N/A
7972091,24480,Sainsbury's,JS Premium Sandwich Platter,Sainsbury's,P+2,Alternative,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,1,0,0,0,0,0,0,0,0,OK,,#N/A
3277,22186,Sainsbury's PFS,JS DTS Southern Fried Chicken Wrap x 1,Sainsbury's,P+2,wrap,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,1,0,0,0,0,0,0,0,0,OK,,22186
3278,22187,Sainsbury's PFS,"JS DTS Ham & Egg Sub Roll 10"" x 1",Sainsbury's,P+3,Alternative,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,1,0,0,0,0,0,0,0,0,OK,,22187
3292,23990,Sainsbury's PFS,JS DTS Chicken Salad Skillet x 1,Sainsbury's,P+3,Skillet,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,1,0,0,0,0,0,0,0,0,OK,,#N/A
3294,23992,Sainsbury's PFS,JS DTS Seafood Cocktail Skillet x 1,Sainsbury's,P+3,Skillet,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,1,0,0,0,0,0,0,0,0,OK,,#N/A
7799572,23686,Sainsbury's,JS Seafood Cocktail Skillet x 8,Sainsbury's,P+3,Skillet,,,,,,,,,,,,,,,,,,0,0,#N/A,0,0,0,0,0,0,0,0,,0,,,MISSING,MISSING,MISSING,MISSING,,8,0,0,0,0,0,0,0,0,OK,,23686
,25543,Sainsbury's,JS Harissa Chicken Wrap,Sainsbury's,P+3,Alternative,0,,0,,,,,,,,,,,,,,,19616,0,22385,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK,,#N/A
,25544,Sainsbury's,JS Vegan Onion Bhaji Sandwich,Sainsbury's,P+3,Skillet,0,,0,,,,,,,,,,,,,,,13932,0,15221,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,1,0,0,0,0,0,0,0,0,OK,,#N/A
,25545,Sainsbury's,JS Katsu Chicken Sandwich ,Sainsbury's,P+3,Skillet,0,,0,,,,,,,,,,,,,,,27860,0,22367,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,1,0,0,0,0,0,0,0,0,OK,,#N/A
,,,,M11724,,,,9.00%,0,18.00%,,17.00%,,18.00%,,16.00%,,14.00%,,8.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,14%,17%,0,4%,8%,5%,8%,6%,9%,6%,17%,15%,39%,46%,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
,SUTHERLAND/IKEA/SPAR/WILKO,,Totals JS,,,,53365,62207,103666,96383,93710,91197,106432,95591,101916,84340,86734,67640,69806,59909,0,0,0,#N/A,563353,#N/A,146769,62207,96383,91197,95591,84340,67640,59909,0,59933,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27781,Sainsbury's Café,JS CAFE Bacon Bap x 4          ,Sutherland,P+4,Alternative,1434,1536,1874,1576,1805,1652,1607,1192,1856,1596,1924,1808,1872,1884,,,,11660,11244,10600,2811,1536,1576,1652,1192,1596,1808,1884,,1884,,,,,MISSING,MISSING,,4,384,394,413,298,399,452,471,2811,OK,,#N/A
,27782,Sainsbury's Café,JS CAFE Sausage Bap x 4,Sutherland,P+4,Alternative,1151,1288,1504,1300,1449,1416,1289,960,1490,1312,1544,1468,1503,1596,,,,9488,9340,6700,2335,1288,1300,1416,960,1312,1468,1596,,1596,,,,,MISSING,MISSING,,4,322,325,354,240,328,367,399,2335,OK,,#N/A
,27783,Sainsbury's Café,JS CAFE Egg Florentine x 4,Sutherland,P+3,Alternative,486,448,635,548,612,516,544,404,629,496,652,536,635,548,,,,4344,3496,1500,874,448,548,516,404,496,536,548,,548,,,,,MISSING,MISSING,,4,112,137,129,101,124,134,137,874,OK,,#N/A
,27784,Sainsbury's Café,JS CAFE Cheese & Onion Topped Toastie x 4,Sutherland,P+4,Alternative,1054,1080,1377,1288,1327,1292,1181,1076,1364,1308,1414,1528,1376,1556,,,,9508,9128,6085,2282,1080,1288,1292,1076,1308,1528,1556,,1556,,,,,MISSING,MISSING,,4,270,322,323,269,327,382,389,2282,OK,,#N/A
,27785,Sainsbury's Café,JS CAFE Ham & Cheese Topped Toastie x 4,Sutherland,P+4,Alternative,1141,1132,1492,1440,1437,1368,1279,1164,1477,1384,1531,1656,1490,1672,,,,9976,9816,6485,2454,1132,1440,1368,1164,1384,1656,1672,,1672,,,,,MISSING,MISSING,,4,283,360,342,291,346,414,418,2454,OK,,#N/A
,27786,Sainsbury's Café,JS CAFE Chicken & Bacon Topped Toastie x 4,Sutherland,P+4,Alternative,0,0,0,0,0,0,0,0,1477,1308,1612,1100,1569,1236,,,,7676,3644,5309,911,0,0,0,0,1308,1100,1236,,1236,,,,,MISSING,MISSING,,4,0,0,0,0,327,275,309,911,OK,,#N/A
,27787,Sainsbury's Café,JS CAFE Tomato & Mozarella Panini x 4,Sutherland,P+4,Alternative,871,660,1138,952,1096,864,975,696,1127,816,1168,976,1137,996,,,,6160,5960,4424,1490,660,952,864,696,816,976,996,,996,,,,,MISSING,MISSING,,4,165,238,216,174,204,244,249,1490,OK,,#N/A
,27788,Sainsbury's Café,JS CAFE Tuna Cheese Melt Panini x 4,Sutherland,P+4,Alternative,715,700,934,876,900,900,801,652,925,852,959,948,933,1028,,,,6260,5956,4386,1489,700,876,900,652,852,948,1028,,1028,,,,,MISSING,MISSING,,4,175,219,225,163,213,237,257,1489,OK,,#N/A
,27789,Sainsbury's Café,JS CAFE Kids Cheese Sandwich x 4,Sutherland,P+3,Alternative,656,640,857,804,826,748,735,568,849,708,880,852,856,848,,,,6548,5168,4500,1292,640,804,748,568,708,852,848,,848,,,,,MISSING,MISSING,,4,160,201,187,142,177,213,212,1292,OK,,#N/A
,27790,Sainsbury's Café,JS CAFE Kids Ham Sandwich x 4,Sutherland,P+3,Alternative,652,640,852,772,821,772,730,564,844,716,875,836,851,824,,,,6492,5124,4500,1281,640,772,772,564,716,836,824,,824,,,,,MISSING,MISSING,,4,160,193,193,141,179,209,206,1281,OK,,#N/A
,27791,Sainsbury's Café,JS CAFE Egg & Cress Sandwich x 2,Sutherland,P+3,Alternative,453,446,592,566,570,548,507,438,586,544,607,606,591,626,,,,4028,3774,3053,1887,446,566,548,438,544,606,626,,626,,,,,MISSING,MISSING,,2,223,283,274,219,272,303,313,1887,OK,,#N/A
,27792,Sainsbury's Café,JS CAFE Prawn Mayonnaise Sandwich x 2,Sutherland,P+3,Alternative,425,428,555,536,535,534,476,410,550,506,570,568,555,584,,,,3888,3566,3500,1783,428,536,534,410,506,568,584,,584,,,,,MISSING,MISSING,,2,214,268,267,205,253,284,292,1783,OK,,#N/A
,27793,Sainsbury's Café,JS CAFE Chicken & Bacon Sandwich x 2,Sutherland,P+3,Alternative,0,0,0,0,0,0,0,0,550,664,600,474,584,610,,,,0,1748,3500,874,0,0,0,0,664,474,610,,610,,,,,MISSING,MISSING,,2,0,0,0,0,332,237,305,874,OK,,#N/A
,27794,Sainsbury's Café,JS CAFE Cheese Ploughmans x 2,Morrisons,P+3,Alternative,334,400,436,540,420,494,374,430,432,476,448,582,436,554,,,,3676,3476,3400,1738,400,540,494,430,476,582,554,,554,,,,,MISSING,MISSING,,2,200,270,247,215,238,291,277,1738,OK,,#N/A
,28182,Sainsbury's Café,JS CAFÉ Cheese & Tomato Pizza,Morrisons,P+3,Alternative,438,292,572,356,551,352,491,284,567,284,587,372,572,384,,,,2324,2324,3400,581,292,356,352,284,284,372,384,,384,,,,,MISSING,MISSING,,4,73,89,88,71,71,93,96,581,OK,,#N/A
,28296,Sainsbury's Café,JS CAFE Vegan Panini Meatless Marinara,Sutherland,P+4,Alternative,408,372,534,512,514,412,458,324,529,428,548,412,533,444,,,,#N/A,2904,3500,726,372,512,412,324,428,412,444,,444,,,,,MISSING,MISSING,,4,93,128,103,81,107,103,111,726,OK,,#N/A
,28297,Sainsbury's Café,JS CAFE Vegan Sausage Bap x 4,Sutherland,P+4,Alternative,333,516,435,,648,,548,,431,652,672,,435,752,,,,#N/A,1920,3500,480,516,0,0,0,652,0,752,,752,,,,,MISSING,MISSING,,4,129,0,0,0,163,0,188,480,OK,,#N/A
,28103,Sainsbury's Café,JS CAFE Pig Under Blankets Toastie,Sutherland,P+3,Alternative,,,,,,,,,,,,,,,,,,0,0,4500,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK,,#N/A
,28104,Sainsbury's Café,JS CAFÉ Rudolph's Christmas Feast,Morrisons,P+3,Alternative,,,,,,,,,,,,,,,,,,0,0,3400,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK,,#N/A
,28105,Sainsbury's Café,JS CAFÉ Turkey Feast Sandwich Stack,Sutherland,P+3,Alternative,,,,,,,,,,,,,,,,,,0,0,4500,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,2,0,0,0,0,0,0,0,0,OK,,#N/A
,28106,Sainsbury's Café,JS CAFÉ Cheese & Chutney Toastie,Sutherland,P+3,Alternative,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK,,#N/A
,28107,Sainsbury's Café,JS CAFÉ Turkey Trimmings Panini,Sutherland,P+3,Alternative,,,,,,,,,,,,,,,,,,0,0,3500,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK,,#N/A
,28108,Sainsbury's Café,JS CAFÉ Brie & Cranberry Panini,Sutherland,P+3,Alternative,,,,,,,,,,,,,,,,,,0,0,3500,0,0,0,0,0,0,0,0,,0,,,,,MISSING,MISSING,,4,0,0,0,0,0,0,0,0,OK,,#N/A
,M13005,Sainsbury's,JS TOASTIES (CHEESE & BECH),Asda,,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,,,,,,,,,,,,,
,M13008,Sainsbury's,JS TOASTIES (RED ONION & CHEESE),Asda,,,,1188,,1417,,1421,,1184,,1439,,1681,,1712,,,,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,,,,,,,,,,,,,
